id,recycle_type,recycle_sub_type,recycle_level,limit_synchro_level,item_id,item_value
1001,Personal,Personal,1,1,7040001,0
1002,Personal,Personal,2,1,7040001,10
1003,Personal,Personal,3,1,7040001,10
1004,Personal,Personal,4,1,7040001,10
1005,Personal,Personal,5,1,7040001,10
1006,Personal,Personal,6,1,7040001,10
1007,Personal,Personal,7,1,7040001,10
1008,Personal,Personal,8,1,7040001,10
1009,Personal,Personal,9,1,7040001,10
1010,Personal,Personal,10,1,7040001,10
1011,Personal,Personal,11,80,7040001,30
1012,Personal,Personal,12,80,7040001,30
1013,Personal,Personal,13,80,7040001,30
1014,Personal,Personal,14,80,7040001,30
1015,Personal,Personal,15,80,7040001,30
1016,Personal,Personal,16,80,7040001,30
1017,Personal,Personal,17,80,7040001,30
1018,Personal,Personal,18,80,7040001,30
1019,Personal,Personal,19,80,7040001,30
1020,Personal,Personal,20,80,7040001,30
1021,Personal,Personal,21,100,7040001,50
1022,Personal,Personal,22,100,7040001,50
1023,Personal,Personal,23,100,7040001,50
1024,Personal,Personal,24,100,7040001,50
1025,Personal,Personal,25,100,7040001,50
1026,Personal,Personal,26,100,7040001,50
1027,Personal,Personal,27,100,7040001,50
1028,Personal,Personal,28,100,7040001,50
1029,Personal,Personal,29,100,7040001,50
1030,Personal,Personal,30,100,7040001,50
1031,Personal,Personal,31,120,7040001,50
1032,Personal,Personal,32,120,7040001,50
1033,Personal,Personal,33,120,7040001,50
1034,Personal,Personal,34,120,7040001,50
1035,Personal,Personal,35,120,7040001,50
1036,Personal,Personal,36,120,7040001,50
1037,Personal,Personal,37,120,7040001,50
1038,Personal,Personal,38,120,7040001,50
1039,Personal,Personal,39,120,7040001,50
1040,Personal,Personal,40,120,7040001,50
1041,Personal,Personal,41,140,7040001,50
1042,Personal,Personal,42,140,7040001,50
1043,Personal,Personal,43,140,7040001,50
1044,Personal,Personal,44,140,7040001,50
1045,Personal,Personal,45,140,7040001,50
1046,Personal,Personal,46,140,7040001,50
1047,Personal,Personal,47,140,7040001,50
1048,Personal,Personal,48,140,7040001,50
1049,Personal,Personal,49,140,7040001,50
1050,Personal,Personal,50,140,7040001,50
1051,Personal,Personal,51,160,7040001,50
1052,Personal,Personal,52,160,7040001,50
1053,Personal,Personal,53,160,7040001,50
1054,Personal,Personal,54,160,7040001,50
1055,Personal,Personal,55,160,7040001,50
1056,Personal,Personal,56,160,7040001,50
1057,Personal,Personal,57,160,7040001,50
1058,Personal,Personal,58,160,7040001,50
1059,Personal,Personal,59,160,7040001,50
1060,Personal,Personal,60,160,7040001,50
1061,Personal,Personal,61,180,7040001,50
1062,Personal,Personal,62,180,7040001,50
1063,Personal,Personal,63,180,7040001,50
1064,Personal,Personal,64,180,7040001,50
1065,Personal,Personal,65,180,7040001,50
1066,Personal,Personal,66,180,7040001,50
1067,Personal,Personal,67,180,7040001,50
1068,Personal,Personal,68,180,7040001,50
1069,Personal,Personal,69,180,7040001,50
1070,Personal,Personal,70,180,7040001,50
1071,Personal,Personal,71,200,7040001,50
1072,Personal,Personal,72,200,7040001,50
1073,Personal,Personal,73,200,7040001,50
1074,Personal,Personal,74,200,7040001,50
1075,Personal,Personal,75,200,7040001,50
1076,Personal,Personal,76,200,7040001,50
1077,Personal,Personal,77,200,7040001,50
1078,Personal,Personal,78,200,7040001,50
1079,Personal,Personal,79,200,7040001,50
1080,Personal,Personal,80,200,7040001,50
1081,Personal,Personal,81,220,7040001,50
1082,Personal,Personal,82,220,7040001,50
1083,Personal,Personal,83,220,7040001,50
1084,Personal,Personal,84,220,7040001,50
1085,Personal,Personal,85,220,7040001,50
1086,Personal,Personal,86,220,7040001,50
1087,Personal,Personal,87,220,7040001,50
1088,Personal,Personal,88,220,7040001,50
1089,Personal,Personal,89,220,7040001,50
1090,Personal,Personal,90,220,7040001,50
1091,Personal,Personal,91,240,7040001,50
1092,Personal,Personal,92,240,7040001,50
1093,Personal,Personal,93,240,7040001,50
1094,Personal,Personal,94,240,7040001,50
1095,Personal,Personal,95,240,7040001,50
1096,Personal,Personal,96,240,7040001,50
1097,Personal,Personal,97,240,7040001,50
1098,Personal,Personal,98,240,7040001,50
1099,Personal,Personal,99,240,7040001,50
1100,Personal,Personal,100,240,7040001,50
1101,Personal,Personal,101,260,7040001,50
1102,Personal,Personal,102,260,7040001,50
