id,category_group_id,sub_category_id,sub_category_name_localtable,sub_category_name_localkey,sub_category_thumbnail,is_hidden,is_play_next_scenario
1,1000,0,Locale_Stage,Locale_Stage:chapter_name_00,img_album_chapter00,False,True
2,1000,1,Locale_Stage,Locale_Stage:chapter_name_01,img_album_chapter01,False,True
3,1000,2,Locale_Stage,Locale_Stage:chapter_name_02,img_album_chapter02,False,True
4,1000,3,Locale_Stage,Locale_Stage:chapter_name_03,img_album_chapter03,False,True
5,1000,4,Locale_Stage,Locale_Stage:chapter_name_04,img_album_chapter04,False,True
6,1000,5,Locale_Stage,Locale_Stage:chapter_name_05,img_album_chapter05,False,True
7,1000,6,Locale_Stage,Locale_Stage:chapter_name_06,img_album_chapter06,False,True
8,1000,7,Locale_Stage,Locale_Stage:chapter_name_07,img_album_chapter07,False,True
9,1000,8,Locale_Stage,Locale_Stage:chapter_name_08,img_album_chapter08,False,True
10,1000,9,Locale_Stage,Locale_Stage:chapter_name_09,img_album_chapter09,False,True
11,1000,10,Locale_Stage,Locale_Stage:chapter_name_10,img_album_chapter10,False,True
12,1000,11,Locale_Stage,Locale_Stage:chapter_name_11,img_album_chapter11,False,True
13,1000,12,Locale_Stage,Locale_Stage:chapter_name_12,img_album_chapter12,False,True
14,1000,13,Locale_Stage,Locale_Stage:chapter_name_13,img_album_chapter13,False,True
15,1000,14,Locale_Stage,Locale_Stage:chapter_name_14,img_album_chapter14,False,True
16,1000,15,Locale_Stage,Locale_Stage:chapter_name_15,img_album_chapter15,False,True
17,1000,16,Locale_Stage,Locale_Stage:chapter_name_16,img_album_chapter16,False,True
18,1000,17,Locale_Stage,Locale_Stage:chapter_name_17,img_album_chapter17,False,True
19,1000,18,Locale_Stage,Locale_Stage:chapter_name_18,img_album_chapter18,False,True
20,1000,19,Locale_Stage,Locale_Stage:chapter_name_19,img_album_chapter19,False,True
21,1000,20,Locale_Stage,Locale_Stage:chapter_name_20,img_album_chapter20,False,True
22,2000,22401,Locale_Outpost,Locale_Outpost:outpost_building_name_commandcenter,img_album_structure_commandcenter,False,False
23,2000,23101,Locale_Outpost,Locale_Outpost:outpost_building_name_elevator,img_album_structure_elevator,False,False
24,2000,10101,Locale_Outpost,Locale_Outpost:outpost_building_name_observationpost,img_album_structure_observationpost,False,False
25,2000,10201,Locale_Outpost,Locale_Outpost:outpost_building_name_policestation,img_album_structure_policestation,False,False
26,2000,10301,Locale_Outpost,Locale_Outpost:outpost_building_name_hotel,img_album_structure_hotel,False,False
