id,skill_group_id,skill_system_type,skill_name,skill_description,skill_description_short,skill_icon,skill_icon_background,skill_projectile,skill_projectile_muzzle_type,skill_fire_effect,skill_hit_effect,skill_hit_effect_type,skill_aura_effect,skill_aura_effect_type,skill_aura_effect_target_type,skill_aura_effect_hold_time,skill_area_effect,skill_area_effect_type,skill_spine_resource_parameter_on,skill_spine_resource_parameter_hold_time,use_skill_spine_animation,skill_level,skill_cost,skill_use_type,skill_cool_time,skill_use_attack_count,skill_type,skill_target_select_priority,skill_effect_range,skill_instant_effect_apply_delay,skill_missile_projectile_count,skill_missile_projectile_fire_delay,skill_projectile_approach_time,skill_projectile_max_height,skill_projectile_missile_propulsion_start_timing,skill_area_hold_time,skill_area_effect_duration,skill_normal_attack_enhance_time,skill_effect_list/0/skill_effect_type,skill_effect_list/0/skill_effect_target,skill_effect_list/0/skill_effect_target_count,skill_effect_list/0/skill_effect_target_priority,skill_effect_list/0/skill_effect_value,skill_effect_list/0/skill_effect_hold_time,skill_effect_list/0/skill_effect_apply_chance,skill_effect_list/1/skill_effect_type,skill_effect_list/1/skill_effect_target,skill_effect_list/1/skill_effect_target_count,skill_effect_list/1/skill_effect_target_priority,skill_effect_list/1/skill_effect_value,skill_effect_list/1/skill_effect_hold_time,skill_effect_list/1/skill_effect_apply_chance,skill_effect_list/2/skill_effect_type,skill_effect_list/2/skill_effect_target,skill_effect_list/2/skill_effect_target_count,skill_effect_list/2/skill_effect_target_priority,skill_effect_list/2/skill_effect_value,skill_effect_list/2/skill_effect_hold_time,skill_effect_list/2/skill_effect_apply_chance,skill_effect_list/3/skill_effect_type,skill_effect_list/3/skill_effect_target,skill_effect_list/3/skill_effect_target_count,skill_effect_list/3/skill_effect_target_priority,skill_effect_list/3/skill_effect_value,skill_effect_list/3/skill_effect_hold_time,skill_effect_list/3/skill_effect_apply_chance,skill_effect_list/4/skill_effect_type,skill_effect_list/4/skill_effect_target,skill_effect_list/4/skill_effect_target_count,skill_effect_list/4/skill_effect_target_priority,skill_effect_list/4/skill_effect_value,skill_effect_list/4/skill_effect_hold_time,skill_effect_list/4/skill_effect_apply_chance
10101,101,Active,Locale_Event:td_skill_name_acidbomb_lv1,Locale_Event:td_skill_description_acidbomb_lv1,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_acidbomb,icn_skill_acidbomb_green,fx_m_fortheking_skill_projectile_chemical,Muzzle,,fx_m_fortheking_skill_hit_chemical,HitPoint,,None,None,0,,None,False,0,True,1,270,AttackCountAuto,0,4,EnhanceNextNormalAttack,Standard,400,0,0,0,0,0,0,0,0,0,Damage,Foe,0,Random,2500,0,0,SetDebuff,Foe,0,Random,1001031,350,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10102,101,Active,Locale_Event:td_skill_name_acidbomb_lv2,Locale_Event:td_skill_description_acidbomb_lv2,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_acidbomb,icn_skill_acidbomb_green,fx_m_fortheking_skill_projectile_chemical,Muzzle,,fx_m_fortheking_skill_hit_chemical,HitPoint,,None,None,0,,None,False,0,True,2,160,AttackCountAuto,0,4,EnhanceNextNormalAttack,Standard,400,0,0,0,0,0,0,0,0,0,Damage,Foe,0,Random,5000,0,0,SetDebuff,Foe,0,Random,1001032,450,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10103,101,Active,Locale_Event:td_skill_name_acidbomb_lv3,Locale_Event:td_skill_description_acidbomb_lv3,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_acidbomb,icn_skill_acidbomb_green,fx_m_fortheking_skill_projectile_chemical,Muzzle,,fx_m_fortheking_skill_hit_chemical,HitPoint,,None,None,0,,None,False,0,True,3,320,AttackCountAuto,0,3,EnhanceNextNormalAttack,Standard,400,0,0,0,0,0,0,0,0,0,Damage,Foe,0,Random,7500,0,0,SetDebuff,Foe,0,Random,1001033,450,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10201,102,Passive,Locale_Event:td_skill_name_rpmincrease_lv1,Locale_Event:td_skill_description_rpmincrease_lv1,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_rpmincrease,icn_skill_rpmincrease_darkgrey,,None,,,None,,None,None,0,,None,False,0,False,1,210,None,0,0,None,None,0,0,0,0,0,0,0,0,0,0,RpmIncrease,Self,0,None,800,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10202,102,Passive,Locale_Event:td_skill_name_rpmincrease_lv2,Locale_Event:td_skill_description_rpmincrease_lv2,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_rpmincrease,icn_skill_rpmincrease_darkgrey,,None,,,None,,None,None,0,,None,False,0,False,2,280,None,0,0,None,None,0,0,0,0,0,0,0,0,0,0,RpmIncrease,Self,0,None,1600,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10203,102,Passive,Locale_Event:td_skill_name_rpmincrease_lv3,Locale_Event:td_skill_description_rpmincrease_lv3,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_rpmincrease,icn_skill_rpmincrease_darkgrey,,None,,,None,,None,None,0,,None,False,0,False,3,350,None,0,0,None,None,0,0,0,0,0,0,0,0,0,0,RpmIncrease,Self,0,None,2400,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10301,103,Active,Locale_Event:td_skill_name_overheat_lv1,Locale_Event:td_skill_description_overheat_lv1,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_overheat,icn_skill_overheat_darkorange,,None,,,None,,None,None,0,,None,True,600,False,1,270,CoolTimeAuto,1200,0,Self,Standard,0,0,0,0,0,0,0,0,0,0,SetBuff,Self,0,Random,10011011,600,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10302,103,Active,Locale_Event:td_skill_name_overheat_lv2,Locale_Event:td_skill_description_overheat_lv2,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_overheat,icn_skill_overheat_darkorange,,None,,,None,,None,None,0,,None,True,600,False,2,160,CoolTimeAuto,1200,0,Self,Standard,0,0,0,0,0,0,0,0,0,0,SetBuff,Self,0,Random,10011012,600,0,SetBuff,Self,0,Random,10011141,600,0,SetBuff,Self,0,Random,10011151,600,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10303,103,Active,Locale_Event:td_skill_name_overheat_lv3,Locale_Event:td_skill_description_overheat_lv3,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_overheat,icn_skill_overheat_darkorange,,None,,,None,,None,None,0,,None,True,800,False,3,320,CoolTimeAuto,1200,0,Self,Standard,0,0,0,0,0,0,0,0,0,0,SetBuff,Self,0,Random,10011013,800,0,SetBuff,Self,0,Random,10011142,800,0,SetBuff,Self,0,Random,10011152,800,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
10401,104,Passive,Locale_Event:td_skill_name_rangeincrease_lv1,Locale_Event:td_skill_description_rangeincrease_lv1,Locale_Event:td_skill_description_short_newworld_lv1,icn_skill_rangeincrease,icn_skill_rangeincrease_darkgrey,,None,,,None,,None,None,0,,None,False,0,False,1,210,None,0,0,None,None,0,0,0,0,0,0,0,0,0,0,RangeIncrease,Self,0,None,150,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0,None,None,0,None,0,0,0
