id,group_id,slot_id,move_rotation,move_rotation_reverse,event_type,go_to,reward_id,get_heropower_1,get_heropower_2,get_heropower_3,get_heropower_1_rate,get_heropower_2_rate,get_heropower_3_rate
1,1001,3,RightDown,LeftDown,Start,3,0,0,0,0,0,0,0
2,1001,8,RightUp,LeftUp,Training,0,8010034,5,10,20,0,0,0
3,1001,4,RightDown,LeftDown,Leisure,0,8010031,5,0,0,0,0,0
4,1001,9,RightDown,LeftUp,Item,0,8010036,0,0,0,0,0,0
5,1001,14,LeftDown,LeftUp,Contract,0,8010035,5,10,15,70,25,5
6,1001,18,LeftDown,RightUp,Leisure,0,8010032,5,0,0,0,0,0
7,1001,22,LeftDown,RightUp,Training,0,8010033,5,10,20,0,0,0
8,1001,26,RightDown,RightUp,GoTo,-2,0,0,0,0,0,0,0
9,1001,31,RightDown,LeftUp,Item,0,8010037,0,0,0,0,0,0
10,1001,36,RightDown,LeftUp,Training,0,8010034,5,10,20,0,0,0
11,1001,41,LeftDown,LeftUp,GoTo,3,0,0,0,0,0,0,0
12,1001,45,LeftDown,RightUp,PoorCondition,0,8010039,10,0,0,0,0,0
13,1001,49,LeftDown,RightUp,Item,0,8010038,0,0,0,0,0,0
14,1001,53,LeftDown,RightUp,Training,0,8010034,5,10,20,0,0,0
15,1001,57,LeftUp,RightUp,Contract,0,8010035,5,10,15,70,25,5
16,1001,52,LeftDown,RightDown,PoorCondition,0,8010040,10,0,0,0,0,0
17,1001,56,LeftUp,RightUp,GoTo,-1,0,0,0,0,0,0,0
18,1001,51,LeftUp,RightDown,Item,0,8010036,0,0,0,0,0,0
19,1001,46,RightUp,RightDown,Leisure,0,8010032,5,0,0,0,0,0
20,1001,42,RightUp,LeftDown,Training,0,8010033,5,10,20,0,0,0
21,1001,38,RightUp,LeftDown,Item,0,8010037,0,0,0,0,0,0
22,1001,34,LeftUp,LeftDown,GoTo,4,0,0,0,0,0,0,0
23,1001,29,LeftUp,RightDown,Leisure,0,8010031,5,0,0,0,0,0
24,1001,24,RightUp,RightDown,Item,0,8010038,0,0,0,0,0,0
25,1001,20,LeftUp,LeftDown,Contract,0,8010035,5,10,15,70,25,5
26,1001,15,LeftUp,RightDown,Training,0,8010033,5,10,20,0,0,0
27,1001,10,RightUp,RightDown,PoorCondition,0,8010039,10,0,0,0,0,0
28,1001,6,RightUp,LeftDown,Item,0,8010037,0,0,0,0,0,0
29,1001,2,RightDown,LeftDown,Leisure,0,8010031,5,0,0,0,0,0
30,1001,7,RightUp,LeftUp,Item,0,8010038,0,0,0,0,0,0
101,1002,51,RightDown,RightUp,Start,3,0,0,0,0,0,0,0
102,1002,56,RightDown,LeftUp,Training,0,8111045,5,10,20,0,0,0
103,1002,61,RightUp,LeftUp,Item,0,8111046,0,0,0,0,0,0
104,1002,57,RightDown,LeftDown,Leisure,0,8111047,5,0,0,0,0,0
105,1002,62,RightUp,LeftUp,Contract,0,8111048,5,10,15,70,25,5
106,1002,58,RightUp,LeftDown,Item,0,8111049,0,0,0,0,0,0
107,1002,54,LeftUp,LeftDown,PoorCondition,0,8111050,5,0,0,0,0,0
108,1002,49,RightUp,RightDown,Training,0,8111051,5,10,20,0,0,0
109,1002,45,RightUp,LeftDown,GoTo,4,0,0,0,0,0,0,0
110,1002,41,LeftUp,LeftDown,Item,0,8111052,0,0,0,0,0,0
111,1002,36,RightUp,RightDown,Leisure,0,8111053,5,0,0,0,0,0
112,1002,32,LeftUp,LeftDown,Contract,0,8111054,5,10,15,70,25,5
113,1002,27,RightUp,RightDown,Training,0,8111055,5,10,20,0,0,0
114,1002,23,LeftUp,LeftDown,Item,0,8111056,0,0,0,0,0,0
115,1002,18,LeftUp,RightDown,PoorCondition,0,8111057,5,0,0,0,0,0
116,1002,13,LeftUp,RightDown,GoTo,3,0,0,0,0,0,0,0
117,1002,8,LeftDown,RightDown,Item,0,8111058,0,0,0,0,0,0
118,1002,12,LeftUp,RightUp,Leisure,0,8111059,5,0,0,0,0,0
119,1002,7,LeftUp,RightDown,Contract,0,8111060,5,10,15,70,25,5
120,1002,2,LeftDown,RightDown,Training,0,8111061,5,10,20,0,0,0
121,1002,6,LeftDown,RightUp,Item,0,8111062,0,0,0,0,0,0
122,1002,10,RightDown,RightUp,Leisure,0,8111063,5,0,0,0,0,0
123,1002,15,LeftDown,LeftUp,Training,0,8111064,5,10,20,0,0,0
124,1002,19,RightDown,RightUp,GoTo,6,0,0,0,0,0,0,0
125,1002,24,RightDown,LeftUp,PoorCondition,0,8111065,5,0,0,0,0,0
126,1002,29,LeftDown,LeftUp,Contract,0,8111066,5,10,15,70,25,5
127,1002,33,LeftDown,RightUp,Item,0,8111067,0,0,0,0,0,0
128,1002,37,RightDown,RightUp,Training,0,8111068,5,10,20,0,0,0
129,1002,42,RightDown,LeftUp,Leisure,0,8111069,5,0,0,0,0,0
130,1002,47,LeftDown,LeftUp,Item,0,8111070,0,0,0,0,0,0
201,1003,3,RightDown,LeftDown,Start,3,0,0,0,0,0,0,0
202,1003,8,RightUp,LeftUp,Training,0,0,5,10,20,0,0,0
203,1003,4,RightDown,LeftDown,Leisure,0,0,5,0,0,0,0,0
204,1003,9,RightDown,LeftUp,Item,0,0,0,0,0,0,0,0
205,1003,14,LeftDown,LeftUp,Contract,0,0,5,10,15,70,25,5
206,1003,18,LeftDown,RightUp,Leisure,0,0,5,0,0,0,0,0
207,1003,22,LeftDown,RightUp,Training,0,0,5,10,20,0,0,0
208,1003,26,RightDown,RightUp,GoTo,-2,0,0,0,0,0,0,0
209,1003,31,RightDown,LeftUp,Item,0,0,0,0,0,0,0,0
210,1003,36,RightDown,LeftUp,Training,0,0,5,10,20,0,0,0
211,1003,41,LeftDown,LeftUp,GoTo,3,0,0,0,0,0,0,0
212,1003,45,LeftDown,RightUp,PoorCondition,0,0,10,0,0,0,0,0
213,1003,49,LeftDown,RightUp,Item,0,0,0,0,0,0,0,0
214,1003,53,LeftDown,RightUp,Training,0,0,5,10,20,0,0,0
215,1003,57,LeftUp,RightUp,Contract,0,0,5,10,15,70,25,5
216,1003,52,LeftDown,RightDown,PoorCondition,0,0,10,0,0,0,0,0
217,1003,56,LeftUp,RightUp,GoTo,-1,0,0,0,0,0,0,0
218,1003,51,LeftUp,RightDown,Item,0,0,0,0,0,0,0,0
219,1003,46,RightUp,RightDown,Leisure,0,0,5,0,0,0,0,0
220,1003,42,RightUp,LeftDown,Training,0,0,5,10,20,0,0,0
221,1003,38,RightUp,LeftDown,Item,0,0,0,0,0,0,0,0
222,1003,34,LeftUp,LeftDown,GoTo,4,0,0,0,0,0,0,0
223,1003,29,LeftUp,RightDown,Leisure,0,0,5,0,0,0,0,0
224,1003,24,RightUp,RightDown,Item,0,0,0,0,0,0,0,0
225,1003,20,LeftUp,LeftDown,Contract,0,0,5,10,15,70,25,5
226,1003,15,LeftUp,RightDown,Training,0,0,5,10,20,0,0,0
227,1003,10,RightUp,RightDown,PoorCondition,0,0,10,0,0,0,0,0
228,1003,6,RightUp,LeftDown,Item,0,0,0,0,0,0,0,0
229,1003,2,RightDown,LeftDown,Leisure,0,0,5,0,0,0,0,0
230,1003,7,RightUp,LeftUp,Item,0,0,0,0,0,0,0,0
301,1004,51,RightDown,RightUp,Start,3,0,0,0,0,0,0,0
302,1004,56,RightDown,LeftUp,Training,0,0,5,10,20,0,0,0
303,1004,61,RightUp,LeftUp,Item,0,0,0,0,0,0,0,0
304,1004,57,RightDown,LeftDown,Leisure,0,0,5,0,0,0,0,0
305,1004,62,RightUp,LeftUp,Contract,0,0,5,10,15,70,25,5
306,1004,58,RightUp,LeftDown,Item,0,0,0,0,0,0,0,0
307,1004,54,LeftUp,LeftDown,PoorCondition,0,0,5,0,0,0,0,0
308,1004,49,RightUp,RightDown,Training,0,0,5,10,20,0,0,0
309,1004,45,RightUp,LeftDown,GoTo,4,0,0,0,0,0,0,0
310,1004,41,LeftUp,LeftDown,Item,0,0,0,0,0,0,0,0
311,1004,36,RightUp,RightDown,Leisure,0,0,5,0,0,0,0,0
312,1004,32,LeftUp,LeftDown,Contract,0,0,5,10,15,70,25,5
313,1004,27,RightUp,RightDown,Training,0,0,5,10,20,0,0,0
314,1004,23,LeftUp,LeftDown,Item,0,0,0,0,0,0,0,0
315,1004,18,LeftUp,RightDown,PoorCondition,0,0,5,0,0,0,0,0
316,1004,13,LeftUp,RightDown,GoTo,3,0,0,0,0,0,0,0
317,1004,8,LeftDown,RightDown,Item,0,0,0,0,0,0,0,0
318,1004,12,LeftUp,RightUp,Leisure,0,0,5,0,0,0,0,0
