id,name_code,attractive_level_min,attractive_level_max,counsel_group_id,counsel_name_localkey
1,3001,1,40,d_counseling_rapi_01,Locale_Counseling:d_counseling_rapi_01_title
2,3001,1,40,d_counseling_rapi_02,Locale_Counseling:d_counseling_rapi_02_title
3,3001,1,40,d_counseling_rapi_03,Locale_Counseling:d_counseling_rapi_03_title
4,3001,1,40,d_counseling_rapi_04,Locale_Counseling:d_counseling_rapi_04_title
5,3001,1,40,d_counseling_rapi_05,Locale_Counseling:d_counseling_rapi_05_title
6,3001,1,40,d_counseling_rapi_06,Locale_Counseling:d_counseling_rapi_06_title
7,3001,1,40,d_counseling_rapi_07,Locale_Counseling:d_counseling_rapi_07_title
8,3001,1,40,d_counseling_rapi_08,Locale_Counseling:d_counseling_rapi_08_title
9,3001,1,40,d_counseling_rapi_09,Locale_Counseling:d_counseling_rapi_09_title
10,3001,1,40,d_counseling_rapi_10,Locale_Counseling:d_counseling_rapi_10_title
11,3001,1,40,d_counseling_rapi_11,Locale_Counseling:d_counseling_rapi_11_title
12,3001,1,40,d_counseling_rapi_12,Locale_Counseling:d_counseling_rapi_12_title
13,3001,1,40,d_counseling_rapi_13,Locale_Counseling:d_counseling_rapi_13_title
14,3001,1,40,d_counseling_rapi_14,Locale_Counseling:d_counseling_rapi_14_title
15,3001,1,40,d_counseling_rapi_15,Locale_Counseling:d_counseling_rapi_15_title
16,3001,1,40,d_counseling_rapi_16,Locale_Counseling:d_counseling_rapi_16_title
17,3001,1,40,d_counseling_rapi_17,Locale_Counseling:d_counseling_rapi_17_title
18,3001,1,40,d_counseling_rapi_18,Locale_Counseling:d_counseling_rapi_18_title
19,3001,1,40,d_counseling_rapi_19,Locale_Counseling:d_counseling_rapi_19_title
20,3001,1,40,d_counseling_rapi_20,Locale_Counseling:d_counseling_rapi_20_title
21,3002,1,40,d_counseling_neon_01,Locale_Counseling:d_counseling_neon_01_title
22,3002,1,40,d_counseling_neon_02,Locale_Counseling:d_counseling_neon_02_title
23,3002,1,40,d_counseling_neon_03,Locale_Counseling:d_counseling_neon_03_title
24,3002,1,40,d_counseling_neon_04,Locale_Counseling:d_counseling_neon_04_title
25,3002,1,40,d_counseling_neon_05,Locale_Counseling:d_counseling_neon_05_title
26,3002,1,40,d_counseling_neon_06,Locale_Counseling:d_counseling_neon_06_title
27,3002,1,40,d_counseling_neon_07,Locale_Counseling:d_counseling_neon_07_title
28,3002,1,40,d_counseling_neon_08,Locale_Counseling:d_counseling_neon_08_title
29,3002,1,40,d_counseling_neon_09,Locale_Counseling:d_counseling_neon_09_title
30,3002,1,40,d_counseling_neon_10,Locale_Counseling:d_counseling_neon_10_title
31,3002,1,40,d_counseling_neon_11,Locale_Counseling:d_counseling_neon_11_title
32,3002,1,40,d_counseling_neon_12,Locale_Counseling:d_counseling_neon_12_title
33,3002,1,40,d_counseling_neon_13,Locale_Counseling:d_counseling_neon_13_title
34,3002,1,40,d_counseling_neon_14,Locale_Counseling:d_counseling_neon_14_title
35,3002,1,40,d_counseling_neon_15,Locale_Counseling:d_counseling_neon_15_title
36,3002,1,40,d_counseling_neon_16,Locale_Counseling:d_counseling_neon_16_title
37,3002,1,40,d_counseling_neon_17,Locale_Counseling:d_counseling_neon_17_title
38,3002,1,40,d_counseling_neon_18,Locale_Counseling:d_counseling_neon_18_title
39,3002,1,40,d_counseling_neon_19,Locale_Counseling:d_counseling_neon_19_title
40,3002,1,40,d_counseling_neon_20,Locale_Counseling:d_counseling_neon_20_title
41,3003,1,40,d_counseling_delta_01,Locale_Counseling:d_counseling_delta_01_title
42,3003,1,40,d_counseling_delta_02,Locale_Counseling:d_counseling_delta_02_title
43,3003,1,40,d_counseling_delta_03,Locale_Counseling:d_counseling_delta_03_title
44,3003,1,40,d_counseling_delta_04,Locale_Counseling:d_counseling_delta_04_title
45,3003,1,40,d_counseling_delta_05,Locale_Counseling:d_counseling_delta_05_title
