id,shop_type,shop_category,shop_npc_resource_id,price_color_normal,currency_info_display_control,open_contents,name_localkey,description_localkey,renew_type,renew_value,renew_group_id,is_renew_time_display,stage_id,bundle_id,shop_info_group_id,logo_resource_id,bg_resource_id,is_batch_purchase,currency_order_group_id
100101,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6001001,1001,1001,ele_logo_normal,ele_bg_normal,True,1001
100201,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6002016,1002,1001,ele_logo_normal,ele_bg_normal,True,1001
100301,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6005026,1003,1001,ele_logo_normal,ele_bg_normal,True,1001
100401,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6007041,1004,1001,ele_logo_normal,ele_bg_normal,True,1001
100501,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6008032,1005,1001,ele_logo_normal,ele_bg_normal,True,1001
100601,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6010032,1006,1001,ele_logo_normal,ele_bg_normal,True,1001
100701,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6012033,1007,1001,ele_logo_normal,ele_bg_normal,True,1001
100801,MainShop,ShopNormal,80,FFFFFF,False,0,Locale_System:SHOP_MAIN_SHOP_TAB,Locale_System:SHOP_NAME_NORMAL,AutoDay,0,1000,True,6016039,1008,1001,ele_logo_normal,ele_bg_normal,True,1001
700101,MainShop,ShopGuild,201,FFFFFF,True,9,Locale_System:SHOP_UNION_SHOP_TAB,Locale_System:SHOP_NAME_GUILD,AutoDay,0,0,True,6001001,7001,7001,ele_logo_guild,ele_bg_union,False,1002
1200101,MainShop,ShopDisassemble,202,FFFFFF,True,0,Locale_System:SHOP_DISSOLUTION_SHOP_TAB,Locale_System:SHOP_NAME_DISASSEMBLE,AutoDay,0,0,True,6001001,12001,12001,ele_logo_piece_label,ele_bg_piece_label,False,1003
