id,manager_id,day,location,dialog_event_appear_daytime,dialog_event_appear_evening,dialog_event_appear_night
10010101,1001,1,snowfalloasis_inn,snowfall_speech_npc_day1_01,snowfall_speech_npc_day1_04,
10010102,1001,1,snowfalloasis_trail,snowfall_speech_npc_day1_02,snowfall_speech_npc_day1_05,
10010103,1001,1,snowfalloasis_dining,snowfall_speech_npc_day1_03,,snowfall_speech_npc_day1_07
10010104,1001,1,snowfalloasis_waterfall,,snowfall_speech_npc_day1_06,snowfall_speech_npc_day1_08
10010201,1001,2,snowfalloasis_inn,snowfall_speech_npc_day2_01,snowfall_speech_npc_day2_03,
10010202,1001,2,snowfalloasis_trail,snowfall_speech_npc_day2_02,snowfall_speech_npc_day2_04,snowfall_speech_npc_day2_06
10010203,1001,2,snowfalloasis_dining,,snowfall_speech_npc_day2_05,
10010204,1001,2,snowfalloasis_waterfall,,,snowfall_speech_npc_day2_07
10010301,1001,3,snowfalloasis_inn,snowfall_global_01,snowfall_speech_npc_day3_01,
10010302,1001,3,snowfalloasis_trail,,,snowfall_speech_npc_day3_03
10010303,1001,3,snowfalloasis_dining,,snowfall_speech_npc_day3_02,snowfall_speech_npc_day3_04
10010304,1001,3,snowfalloasis_waterfall,,,
10010401,1001,4,snowfalloasis_inn,,snowfall_speech_npc_day4_01,snowfall_speech_npc_day4_05
10010402,1001,4,snowfalloasis_trail,,snowfall_speech_npc_day4_02,
10010403,1001,4,snowfalloasis_dining,,snowfall_speech_npc_day4_03,snowfall_speech_npc_day4_06
10010404,1001,4,snowfalloasis_bamboo,snowfall_global_02,snowfall_speech_npc_day4_04,
10010405,1001,4,snowfalloasis_waterfall,,,snowfall_speech_npc_day4_07
10010501,1001,5,snowfalloasis_inn,snowfall_speech_npc_day5_01,,
10010502,1001,5,snowfalloasis_trail,snowfall_speech_npc_day5_02,,
10010503,1001,5,snowfalloasis_dining,,snowfall_global_03,snowfall_speech_npc_day5_04
10010504,1001,5,snowfalloasis_bamboo,,,snowfall_speech_npc_day5_05
10010505,1001,5,snowfalloasis_waterfall,snowfall_speech_npc_day5_03,,snowfall_speech_npc_day5_06
10010601,1001,6,snowfalloasis_inn,snowfall_speech_npc_day6_01,snowfall_speech_npc_day6_04,
10010602,1001,6,snowfalloasis_trail,,,
10010603,1001,6,snowfalloasis_dining,snowfall_speech_npc_day6_02,snowfall_speech_npc_day6_05,
10010604,1001,6,snowfalloasis_bamboo,,snowfall_speech_npc_day6_06,
10010605,1001,6,snowfalloasis_waterfall,snowfall_speech_npc_day6_03,,snowfall_global_04
10010701,1001,7,snowfalloasis_inn,,snowfall_speech_npc_day7_01,
10010702,1001,7,snowfalloasis_trail,,,snowfall_speech_npc_day7_05
10010703,1001,7,snowfalloasis_dining,,snowfall_speech_npc_day7_02,
10010704,1001,7,snowfalloasis_bamboo,,,snowfall_speech_npc_day7_04
10010705,1001,7,snowfalloasis_hotspring,snowfall_global_05,,
10010706,1001,7,snowfalloasis_waterfall,,snowfall_speech_npc_day7_03,snowfall_speech_npc_day7_06
10010801,1001,8,snowfalloasis_inn,,,snowfall_speech_npc_day8_08
10010802,1001,8,snowfalloasis_trail,snowfall_speech_npc_day8_01,snowfall_speech_npc_day8_04,
10010803,1001,8,snowfalloasis_dining,snowfall_speech_npc_day8_02,snowfall_speech_npc_day8_05,
10010804,1001,8,snowfalloasis_bamboo,,,
10010805,1001,8,snowfalloasis_hotspring,,snowfall_speech_npc_day8_06,snowfall_speech_npc_day8_09
10010806,1001,8,snowfalloasis_waterfall,snowfall_speech_npc_day8_03,snowfall_speech_npc_day8_07,snowfall_speech_npc_day8_10
10010901,1001,9,snowfalloasis_inn,,snowfall_speech_npc_day9_04,
10010902,1001,9,snowfalloasis_trail,snowfall_speech_npc_day9_01,,snowfall_global_06
10010903,1001,9,snowfalloasis_dining,snowfall_speech_npc_day9_02,,
10010904,1001,9,snowfalloasis_bamboo,snowfall_speech_npc_day9_03,snowfall_speech_npc_day9_05,
10010905,1001,9,snowfalloasis_hotspring,,snowfall_speech_npc_day9_06,
10010906,1001,9,snowfalloasis_waterfall,,,
10011001,1001,10,snowfalloasis_inn,,snowfall_speech_npc_day10_04,
10011002,1001,10,snowfalloasis_trail,,snowfall_speech_npc_day10_05,
10011003,1001,10,snowfalloasis_dining,snowfall_speech_npc_day10_01,snowfall_speech_npc_day10_06,
10011004,1001,10,snowfalloasis_bamboo,snowfall_speech_npc_day10_02,,snowfall_global_07
10011005,1001,10,snowfalloasis_hotspring,snowfall_speech_npc_day10_03,snowfall_speech_npc_day10_07,
10011006,1001,10,snowfalloasis_waterfall,,,
10011101,1001,11,snowfalloasis_inn,,,snowfall_global_08
10011102,1001,11,snowfalloasis_trail,,snowfall_speech_npc_day11_04,
10011103,1001,11,snowfalloasis_dining,snowfall_speech_npc_day11_01,snowfall_speech_npc_day11_05,
10011104,1001,11,snowfalloasis_bamboo,,,
10011105,1001,11,snowfalloasis_hotspring,snowfall_speech_npc_day11_02,snowfall_speech_npc_day11_06,
10011106,1001,11,snowfalloasis_waterfall,snowfall_speech_npc_day11_03,snowfall_speech_npc_day11_07,
10011201,1001,12,snowfalloasis_inn,,,
10011202,1001,12,snowfalloasis_trail,snowfall_speech_npc_day12_01,snowfall_speech_npc_day12_04,snowfall_speech_npc_day12_07
10011203,1001,12,snowfalloasis_dining,snowfall_speech_npc_day12_02,snowfall_speech_npc_day12_05,snowfall_speech_npc_day12_08
10011204,1001,12,snowfalloasis_bamboo,,snowfall_speech_npc_day12_06,snowfall_speech_npc_day12_09
10011205,1001,12,snowfalloasis_hotspring,,,snowfall_speech_npc_day12_10
10011206,1001,12,snowfalloasis_waterfall,snowfall_speech_npc_day12_03,,snowfall_speech_npc_day12_11
10011301,1001,13,snowfalloasis_inn,snowfall_speech_npc_day13_01,,
10011302,1001,13,snowfalloasis_trail,,,
10011303,1001,13,snowfalloasis_dining,snowfall_speech_npc_day13_02,,snowfall_speech_npc_day13_04
10011304,1001,13,snowfalloasis_bamboo,,,snowfall_speech_npc_day13_05
10011305,1001,13,snowfalloasis_hotspring,,snowfall_global_09,
10011306,1001,13,snowfalloasis_waterfall,snowfall_speech_npc_day13_03,,snowfall_speech_npc_day13_06
10011401,1001,14,snowfalloasis_inn,,,
10011402,1001,14,snowfalloasis_trail,snowfall_speech_npc_day14_01,,
10011403,1001,14,snowfalloasis_dining,,,
10011404,1001,14,snowfalloasis_bamboo,,snowfall_speech_npc_day14_04,snowfall_speech_npc_day14_07
10011405,1001,14,snowfalloasis_hotspring,snowfall_speech_npc_day14_02,snowfall_speech_npc_day14_05,snowfall_speech_npc_day14_08
10011406,1001,14,snowfalloasis_waterfall,snowfall_speech_npc_day14_03,snowfall_speech_npc_day14_06,snowfall_speech_npc_day14_09
10011501,1001,15,snowfalloasis_inn,snowfall_global_10,,
10011502,1001,15,snowfalloasis_trail,,,
10011503,1001,15,snowfalloasis_dining,,snowfall_speech_npc_day15_01,
10011504,1001,15,snowfalloasis_bamboo,,,snowfall_speech_npc_day15_03
10011505,1001,15,snowfalloasis_hotspring,,,snowfall_speech_npc_day15_04
10011506,1001,15,snowfalloasis_waterfall,,snowfall_speech_npc_day15_02,snowfall_speech_npc_day15_05
10011601,1001,16,snowfalloasis_inn,,snowfall_global_11,
10011602,1001,16,snowfalloasis_trail,snowfall_speech_npc_day16_01,,snowfall_speech_npc_day16_04
10011603,1001,16,snowfalloasis_dining,,,
10011604,1001,16,snowfalloasis_bamboo,snowfall_speech_npc_day16_02,,
10011605,1001,16,snowfalloasis_hotspring,,,
10011606,1001,16,snowfalloasis_waterfall,snowfall_speech_npc_day16_03,,snowfall_speech_npc_day16_05
10011701,1001,17,snowfalloasis_inn,,,snowfall_speech_npc_day17_09
10011702,1001,17,snowfalloasis_trail,snowfall_speech_npc_day17_01,,
10011703,1001,17,snowfalloasis_dining,,snowfall_speech_npc_day17_05,
10011704,1001,17,snowfalloasis_bamboo,snowfall_speech_npc_day17_02,snowfall_speech_npc_day17_06,
10011705,1001,17,snowfalloasis_hotspring,snowfall_speech_npc_day17_03,snowfall_speech_npc_day17_07,snowfall_speech_npc_day17_10
10011706,1001,17,snowfalloasis_waterfall,snowfall_speech_npc_day17_04,snowfall_speech_npc_day17_08,snowfall_speech_npc_day17_11
10011801,1001,18,snowfalloasis_inn,,snowfall_global_12,snowfall_global_solo_13
10011802,1001,18,snowfalloasis_trail,,,snowfall_global_noirblanc_13
10011803,1001,18,snowfalloasis_dining,snowfall_speech_npc_day18_01,,
10011804,1001,18,snowfalloasis_bamboo,,,snowfall_global_ludmilla_13
10011805,1001,18,snowfalloasis_hotspring,,,snowfall_global_emma_13
10011806,1001,18,snowfalloasis_waterfall,snowfall_speech_npc_day18_02,,snowfall_global_mica_13
10011901,1001,19,snowfalloasis_inn,,,snowfall_speech_npc_day19_09
10011902,1001,19,snowfalloasis_trail,,snowfall_speech_npc_day19_04,snowfall_speech_npc_day19_10
10011903,1001,19,snowfalloasis_dining,snowfall_speech_npc_day19_01,snowfall_speech_npc_day19_05,snowfall_speech_npc_day19_11
10011904,1001,19,snowfalloasis_bamboo,snowfall_speech_npc_day19_02,snowfall_speech_npc_day19_06,
10011905,1001,19,snowfalloasis_hotspring,snowfall_speech_npc_day19_03,snowfall_speech_npc_day19_07,
10011906,1001,19,snowfalloasis_waterfall,,snowfall_speech_npc_day19_08,snowfall_speech_npc_day19_12
10012001,1001,20,snowfalloasis_inn,,snowfall_speech_npc_day20_05,snowfall_speech_npc_day20_09
10012002,1001,20,snowfalloasis_trail,snowfall_speech_npc_day20_01,,snowfall_speech_npc_day20_10
10012003,1001,20,snowfalloasis_dining,snowfall_speech_npc_day20_02,snowfall_speech_npc_day20_06,snowfall_speech_npc_day20_11
10012004,1001,20,snowfalloasis_bamboo,snowfall_speech_npc_day20_03,snowfall_speech_npc_day20_07,snowfall_speech_npc_day20_12
10012005,1001,20,snowfalloasis_hotspring,snowfall_speech_npc_day20_04,snowfall_speech_npc_day20_08,
10012006,1001,20,snowfalloasis_waterfall,,,
10012101,1001,21,snowfalloasis_inn,,,
10012102,1001,21,snowfalloasis_trail,snowfall_speech_npc_day21_01,,
