id,part_name,bonus_reward_character_group,bonus_reward_id,difficult_group
1,,1,7100001,1001
2,,2,7100002,1002
3,Locale_System:STORY_EVENT_PART_01_NAME,3,7100003,1003
4,Locale_System:STORY_EVENT_PART_02_NAME,4,7100004,1004
5,,5,7100005,1005
6,,6,7100006,1006
7,,7,7100007,1007
8,Locale_System:STORY_EVENT_PART_01_NAME,8,7100008,1008
9,Locale_System:STORY_EVENT_PART_02_NAME,9,7100009,1009
10,,10,7100010,1010
11,,11,7100011,1011
12,,12,7100012,1012
13,Locale_System:STORY_EVENT_PART_01_NAME,13,7100013,1013
14,Locale_System:STORY_EVENT_PART_02_NAME,14,7100014,1014
15,,0,0,1015
16,,16,7100015,1016
17,,17,7100016,1017
20,Locale_System:STORY_EVENT_PART_01_NAME,20,7100017,1020
21,Locale_System:STORY_EVENT_PART_02_NAME,21,7100018,1021
22,,22,7100019,1022
23,,23,7100020,1023
24,Locale_System:STORY_EVENT_PART_01_NAME,24,7100024,1024
25,Locale_System:STORY_EVENT_PART_02_NAME,25,7100025,1025
26,,26,7100026,1026
27,,27,7100027,1027
28,,28,7100028,1028
29,,29,7100029,1029
30,,30,7100030,1030
31,Locale_System:STORY_EVENT_PART_01_NAME,31,7100031,1031
32,Locale_System:STORY_EVENT_PART_02_NAME,32,7100032,1032
33,,33,7100033,1033
34,Locale_System:STORY_EVENT_PART_01_NAME,34,7100034,1034
35,Locale_System:STORY_EVENT_PART_02_NAME,35,7100035,1035
36,,36,7100036,1036
37,,37,7100037,1037
38,,38,7100038,1038
39,,39,7100039,1039
40,,40,7100040,1040
41,Locale_System:STORY_EVENT_PART_01_NAME,41,7100041,1041
42,Locale_System:STORY_EVENT_PART_02_NAME,42,7100042,1042
43,,43,7100043,1043
44,,44,7100044,1044
45,Locale_System:STORY_EVENT_PART_01_NAME,45,7100045,1045
46,Locale_System:STORY_EVENT_PART_02_NAME,46,7100046,1046
47,,47,7100047,1047
48,Locale_System:STORY_EVENT_PART_01_NAME,48,7100048,1048
49,Locale_System:STORY_EVENT_PART_02_NAME,49,7100049,1049
50,,50,7100050,1050
51,Locale_System:STORY_EVENT_PART_01_NAME,51,7100051,1051
52,Locale_System:STORY_EVENT_PART_02_NAME,52,7100052,1052
53,,53,7100053,1053
54,,54,7100054,1054
55,Locale_System:STORY_EVENT_PART_01_NAME,55,7100055,1055
56,Locale_System:STORY_EVENT_PART_02_NAME,56,7100056,1056
57,Locale_System:STORY_EVENT_PART_03_NAME,57,7100057,1057
58,,58,7100058,1058
59,,59,7100059,1059
60,,60,7100060,1060
61,Locale_System:STORY_EVENT_PART_01_NAME,61,7100061,1061
62,Locale_System:STORY_EVENT_PART_02_NAME,62,7100062,1062
63,,63,7100063,1063
64,Locale_System:STORY_EVENT_PART_01_NAME,64,7100064,1064
65,Locale_System:STORY_EVENT_PART_02_NAME,65,7100065,1065
66,Locale_System:STORY_EVENT_PART_01_NAME,66,7100066,1066
67,Locale_System:STORY_EVENT_PART_02_NAME,67,7100067,1067
68,,68,7100068,1068
69,,69,7100069,1069
70,Locale_System:STORY_EVENT_PART_01_NAME,70,7100070,1070
71,Locale_System:STORY_EVENT_PART_02_NAME,71,7100071,1071
72,,72,7100072,1072
73,,73,7100073,1073
74,,74,7100074,1074
75,Locale_System:STORY_EVENT_PART_01_NAME,75,7100075,1075
76,Locale_System:STORY_EVENT_PART_02_NAME,76,7100076,1076
77,,77,7100077,1077
78,,78,7100078,1078
79,Locale_System:STORY_EVENT_PART_01_NAME,79,7100079,1079
80,Locale_System:STORY_EVENT_PART_02_NAME,80,7100080,1080
81,,81,7100081,1081
82,Locale_System:STORY_EVENT_PART_01_NAME,82,7100082,1082
83,Locale_System:STORY_EVENT_PART_02_NAME,83,7100083,1083
84,Locale_System:STORY_EVENT_PART_01_NAME,84,7100084,1084
85,Locale_System:STORY_EVENT_PART_02_NAME,85,7100085,1085
86,Locale_System:STORY_EVENT_PART_01_NAME,86,7100086,1086
87,Locale_System:STORY_EVENT_PART_02_NAME,87,7100087,1087
88,Locale_System:STORY_EVENT_PART_01_NAME,88,7100088,1088
89,Locale_System:STORY_EVENT_PART_02_NAME,89,7100089,1089
90,Locale_System:STORY_EVENT_PART_01_NAME,90,7100090,1090
91,Locale_System:STORY_EVENT_PART_02_NAME,91,7100091,1091
92,,92,7100092,1092
93,Locale_System:STORY_EVENT_PART_01_NAME,93,7100093,1093
94,Locale_System:STORY_EVENT_PART_02_NAME,94,7100094,1094
95,,95,7100095,1095
1002,,0,0,2002
1003,,0,0,2003
1020,,0,0,2020
1022,,0,0,2022
1023,,0,0,2023
1024,,0,0,2024
1026,,0,0,2026
1028,,0,0,2028
1029,,0,0,2029
1030,,0,0,2030
1031,,0,0,2031
1033,,0,0,2033
1034,,0,0,2034
1036,,0,0,2036
1037,,0,0,2037
1038,,0,0,2038
1039,,0,0,2039
1040,,0,0,2040
1041,,0,0,2041
1043,,0,0,2043
1044,,0,0,2044
1045,,0,0,2045
1047,,0,0,2047
1048,,0,0,2048
1050,,0,0,2050
1051,,0,0,2051
1053,,0,0,2053
1054,,0,0,2054
1055,,0,0,2055
1058,,0,0,2058
1059,,0,0,2059
1060,,0,0,2060
1061,,0,0,2061
1063,,0,0,2063
1064,,0,0,2064
1066,,0,0,2066
1068,,0,0,2068
1069,,0,0,2069
1070,,0,0,2070
1072,,0,0,2072
1073,,0,0,2073
1074,,0,0,2074
1075,,0,0,2075
1077,,0,0,2077
1078,,0,0,2078
1079,,0,0,2079
1081,,0,0,2081
1082,,0,0,2082
1084,,0,0,2084
1086,,0,0,2086
1088,,0,0,2088
1090,,0,0,2090
1092,,0,0,2092
1093,,0,0,2093
1095,,0,0,2095
