id,gacha_type,gacha_id,is_char_premium,is_wish_list_default
1,Character,110201,True,False
2,Character,314001,True,False
3,Character,321001,True,False
4,Character,319101,True,False
5,Character,209001,True,False
6,Character,116001,True,False
7,Character,217001,True,False
8,Character,314201,True,False
9,Character,115001,True,False
10,Character,202201,True,False
11,Character,203001,True,False
12,Character,203201,True,False
13,Character,207001,True,False
14,Character,207101,True,False
15,Character,207201,True,False
16,Character,108001,True,False
17,Character,209201,True,False
18,Character,110101,True,False
19,Character,111001,True,False
20,Character,313001,True,False
21,Character,117201,True,False
22,Character,218001,True,False
23,Character,319001,True,False
24,Character,320101,True,False
25,Character,324101,True,False
26,Character,343201,True,False
27,Character,343101,True,False
28,Character,343001,True,False
29,Character,324201,True,False
30,Character,218101,True,False
31,Character,108201,True,False
32,Character,321201,True,False
33,Character,320201,True,False
34,Character,320001,True,False
35,Character,317101,True,False
36,Character,314101,True,False
37,Character,113101,True,False
38,Character,209101,True,False
39,Character,235201,True,False
40,Character,110001,True,False
41,Character,111101,True,False
42,Character,311201,True,False
43,Character,331101,True,False
44,Character,331201,True,False
45,Character,338101,True,False
46,Character,328201,True,False
47,Character,204001,True,False
48,Character,327001,True,False
49,Character,327101,True,False
50,Character,228001,True,False
51,Character,338001,True,False
52,Character,235001,True,False
53,Character,232101,True,False
54,Character,145001,True,False
55,Character,145101,True,False
56,Character,203301,True,False
57,Character,119201,True,False
58,Character,338201,True,False
59,Character,328101,True,False
60,Character,231301,True,False
61,Character,331001,True,False
62,Character,150001,True,False
63,Character,204301,True,False
64,Character,355001,True,False
65,Character,150101,True,False
66,Character,331401,True,False
67,Character,319501,True,False
68,Character,355101,True,False
69,Character,139101,True,False
70,Character,239001,True,False
71,Character,327201,True,False
72,Character,140301,True,False
73,Character,258001,True,False
74,Character,324001,True,False
75,Character,141101,True,False
76,Character,423001,True,False
77,Character,422001,True,False
78,Character,423201,True,False
79,Character,422201,True,False
80,Character,423101,True,False
81,Character,422101,True,False
82,Character,426001,True,False
83,Character,423301,True,False
84,Character,447001,True,False
85,Character,422501,True,False
86,Character,433001,True,False
87,Character,451101,True,False
88,Character,451401,True,False
89,Character,201601,True,False
90,Character,129001,True,False
91,Character,235401,True,False
92,Character,235501,True,False
93,Character,141201,True,False
94,Character,352001,True,False
95,Character,352101,True,False
96,Character,451301,True,False
97,Character,116201,True,False
98,Character,258101,True,False
99,Character,204101,True,False
100,Character,253201,True,False
101,Character,209301,True,False
102,Character,209501,True,False
