id,group_id,passive_type,passive_icon,name_locale,skill_type,skill_locale,passive_level,max_level,level_up_cost,repeated_acquisition,appearance_able_character_level,appearance_value,add_appearance_value,link_weapon_group_id/0/name,link_weapon_group_id/0/value,link_weapon_group_id/1/name,link_weapon_group_id/1/value,link_weapon_group_id/2/name,link_weapon_group_id/2/value,link_weapon_group_id/3/name,link_weapon_group_id/3/value,passive_skill_value/0/skill_value,passive_skill_value/1/skill_value,passive_skill_value/2/skill_value,passive_skill_value/3/skill_value,passive_skill_value/4/skill_value
1,1,OutGame,icn_bh_passive_01,Locale_Event:event_bh_enhance_passive_name_01,GainExpUp,Locale_Event:event_bh_enhance_passive_description_01,1,False,5000,False,0,0,0,link_weapon_group_id,0,,,,,,,10,0,0,0,0
2,1,OutGame,icn_bh_passive_01,Locale_Event:event_bh_enhance_passive_name_01,GainExpUp,Locale_Event:event_bh_enhance_passive_description_01,2,False,7000,False,0,0,0,link_weapon_group_id,0,,,,,,,20,0,0,0,0
3,1,OutGame,icn_bh_passive_01,Locale_Event:event_bh_enhance_passive_name_01,GainExpUp,Locale_Event:event_bh_enhance_passive_description_01,3,False,10000,False,0,0,0,link_weapon_group_id,0,,,,,,,30,0,0,0,0
4,1,OutGame,icn_bh_passive_01,Locale_Event:event_bh_enhance_passive_name_01,GainExpUp,Locale_Event:event_bh_enhance_passive_description_01,4,True,12000,False,0,0,0,link_weapon_group_id,0,,,,,,,40,0,0,0,0
5,2,OutGame,icn_bh_passive_02,Locale_Event:event_bh_enhance_passive_name_02,GainGoldUp,Locale_Event:event_bh_enhance_passive_description_02,1,False,5000,False,0,0,0,link_weapon_group_id,0,,,,,,,50,100,150,0,0
6,2,OutGame,icn_bh_passive_02,Locale_Event:event_bh_enhance_passive_name_02,GainGoldUp,Locale_Event:event_bh_enhance_passive_description_02,2,False,7000,False,0,0,0,link_weapon_group_id,0,,,,,,,60,120,180,0,0
7,2,OutGame,icn_bh_passive_02,Locale_Event:event_bh_enhance_passive_name_02,GainGoldUp,Locale_Event:event_bh_enhance_passive_description_02,3,False,10000,False,0,0,0,link_weapon_group_id,0,,,,,,,70,140,210,0,0
8,2,OutGame,icn_bh_passive_02,Locale_Event:event_bh_enhance_passive_name_02,GainGoldUp,Locale_Event:event_bh_enhance_passive_description_02,4,True,12000,False,0,0,0,link_weapon_group_id,0,,,,,,,80,160,240,0,0
9,3,OutGame,icn_bh_passive_03,Locale_Event:event_bh_enhance_passive_name_03,AllWeaponAtkUp,Locale_Event:event_bh_enhance_passive_description_03,1,False,10000,False,0,0,0,link_weapon_group_id,0,,,,,,,5,0,0,0,0
10,3,OutGame,icn_bh_passive_03,Locale_Event:event_bh_enhance_passive_name_03,AllWeaponAtkUp,Locale_Event:event_bh_enhance_passive_description_03,2,False,12000,False,0,0,0,link_weapon_group_id,0,,,,,,,10,0,0,0,0
11,3,OutGame,icn_bh_passive_03,Locale_Event:event_bh_enhance_passive_name_03,AllWeaponAtkUp,Locale_Event:event_bh_enhance_passive_description_03,3,False,15000,False,0,0,0,link_weapon_group_id,0,,,,,,,15,0,0,0,0
12,3,OutGame,icn_bh_passive_03,Locale_Event:event_bh_enhance_passive_name_03,AllWeaponAtkUp,Locale_Event:event_bh_enhance_passive_description_03,4,True,18000,False,0,0,0,link_weapon_group_id,0,,,,,,,20,0,0,0,0
13,4,OutGame,icn_bh_passive_17,Locale_Event:event_bh_enhance_passive_name_04,AddHighLevelWeaponAppearanceValue,Locale_Event:event_bh_enhance_passive_description_04,1,False,15000,False,0,0,0,link_weapon_group_id,0,,,,,,,5,0,0,0,0
14,4,OutGame,icn_bh_passive_17,Locale_Event:event_bh_enhance_passive_name_04,AddHighLevelWeaponAppearanceValue,Locale_Event:event_bh_enhance_passive_description_04,2,False,20000,False,0,0,0,link_weapon_group_id,0,,,,,,,10,1,0,0,0
15,4,OutGame,icn_bh_passive_17,Locale_Event:event_bh_enhance_passive_name_04,AddHighLevelWeaponAppearanceValue,Locale_Event:event_bh_enhance_passive_description_04,3,False,25000,False,0,0,0,link_weapon_group_id,0,,,,,,,15,2,0,0,0
16,4,OutGame,icn_bh_passive_17,Locale_Event:event_bh_enhance_passive_name_04,AddHighLevelWeaponAppearanceValue,Locale_Event:event_bh_enhance_passive_description_04,4,True,30000,False,0,0,0,link_weapon_group_id,0,,,,,,,20,3,0,0,0
17,5,OutGame,icn_bh_passive_16,Locale_Event:event_bh_enhance_passive_name_05,MonsterEnhance,Locale_Event:event_bh_enhance_passive_description_05,1,False,20000,False,0,0,0,link_weapon_group_id,0,,,,,,,10,10,10,10,10
18,5,OutGame,icn_bh_passive_16,Locale_Event:event_bh_enhance_passive_name_05,MonsterEnhance,Locale_Event:event_bh_enhance_passive_description_05,2,False,20000,False,0,0,0,link_weapon_group_id,0,,,,,,,20,20,20,20,20
19,5,OutGame,icn_bh_passive_16,Locale_Event:event_bh_enhance_passive_name_05,MonsterEnhance,Locale_Event:event_bh_enhance_passive_description_05,3,False,30000,False,0,0,0,link_weapon_group_id,0,,,,,,,30,30,30,30,30
20,5,OutGame,icn_bh_passive_16,Locale_Event:event_bh_enhance_passive_name_05,MonsterEnhance,Locale_Event:event_bh_enhance_passive_description_05,4,False,30000,False,0,0,0,link_weapon_group_id,0,,,,,,,50,50,50,50,50
21,5,OutGame,icn_bh_passive_16,Locale_Event:event_bh_enhance_passive_name_05,MonsterEnhance,Locale_Event:event_bh_enhance_passive_description_05,5,True,40000,False,0,0,0,link_weapon_group_id,0,,,,,,,70,70,70,70,70
22,6,OutGame,icn_bh_passive_18,Locale_Event:event_bh_enhance_passive_name_06,AddBanCount,Locale_Event:event_bh_enhance_passive_description_06,1,False,9000,False,0,0,0,link_weapon_group_id,0,,,,,,,1,0,0,0,0
23,6,OutGame,icn_bh_passive_18,Locale_Event:event_bh_enhance_passive_name_06,AddBanCount,Locale_Event:event_bh_enhance_passive_description_06,2,False,12000,False,0,0,0,link_weapon_group_id,0,,,,,,,2,0,0,0,0
24,6,OutGame,icn_bh_passive_18,Locale_Event:event_bh_enhance_passive_name_06,AddBanCount,Locale_Event:event_bh_enhance_passive_description_06,3,False,15000,False,0,0,0,link_weapon_group_id,0,,,,,,,3,0,0,0,0
25,6,OutGame,icn_bh_passive_18,Locale_Event:event_bh_enhance_passive_name_06,AddBanCount,Locale_Event:event_bh_enhance_passive_description_06,4,True,15000,False,0,0,0,link_weapon_group_id,0,,,,,,,4,0,0,0,0
26,7,OutGame,icn_bh_passive_19,Locale_Event:event_bh_enhance_passive_name_07,AddRerollCount,Locale_Event:event_bh_enhance_passive_description_07,1,False,20000,False,0,0,0,link_weapon_group_id,0,,,,,,,2,0,0,0,0
27,7,OutGame,icn_bh_passive_19,Locale_Event:event_bh_enhance_passive_name_07,AddRerollCount,Locale_Event:event_bh_enhance_passive_description_07,2,False,25000,False,0,0,0,link_weapon_group_id,0,,,,,,,3,0,0,0,0
28,7,OutGame,icn_bh_passive_19,Locale_Event:event_bh_enhance_passive_name_07,AddRerollCount,Locale_Event:event_bh_enhance_passive_description_07,3,False,30000,False,0,0,0,link_weapon_group_id,0,,,,,,,4,0,0,0,0
29,7,OutGame,icn_bh_passive_19,Locale_Event:event_bh_enhance_passive_name_07,AddRerollCount,Locale_Event:event_bh_enhance_passive_description_07,4,True,35000,False,0,0,0,link_weapon_group_id,0,,,,,,,5,0,0,0,0
30,8,OutGame,icn_bh_passive_20,Locale_Event:event_bh_enhance_passive_name_08,HPUp,Locale_Event:event_bh_enhance_passive_description_08,1,False,5000,False,0,0,0,link_weapon_group_id,0,,,,,,,3000,0,0,0,0
31,8,OutGame,icn_bh_passive_20,Locale_Event:event_bh_enhance_passive_name_08,HPUp,Locale_Event:event_bh_enhance_passive_description_08,2,False,7000,False,0,0,0,link_weapon_group_id,0,,,,,,,5000,0,0,0,0
32,8,OutGame,icn_bh_passive_20,Locale_Event:event_bh_enhance_passive_name_08,HPUp,Locale_Event:event_bh_enhance_passive_description_08,3,False,10000,False,0,0,0,link_weapon_group_id,0,,,,,,,7000,0,0,0,0
33,8,OutGame,icn_bh_passive_20,Locale_Event:event_bh_enhance_passive_name_08,HPUp,Locale_Event:event_bh_enhance_passive_description_08,4,True,12000,False,0,0,0,link_weapon_group_id,0,,,,,,,10000,0,0,0,0
34,9,OutGame,icn_bh_passive_21,Locale_Event:event_bh_enhance_passive_name_09,AddInventoryUpgrade,Locale_Event:event_bh_enhance_passive_description_09,1,False,20000,False,0,0,0,link_weapon_group_id,0,,,,,,,4,0,0,0,0
35,9,OutGame,icn_bh_passive_21,Locale_Event:event_bh_enhance_passive_name_09,AddInventoryUpgrade,Locale_Event:event_bh_enhance_passive_description_09,2,False,30000,False,0,0,0,link_weapon_group_id,0,,,,,,,8,0,0,0,0
36,9,OutGame,icn_bh_passive_21,Locale_Event:event_bh_enhance_passive_name_09,AddInventoryUpgrade,Locale_Event:event_bh_enhance_passive_description_09,3,True,40000,False,0,0,0,link_weapon_group_id,0,,,,,,,12,0,0,0,0
37,10,OutGame,icn_bh_passive_22,Locale_Event:event_bh_enhance_passive_name_10,AddSelectPassive,Locale_Event:event_bh_enhance_passive_description_10,1,False,5000,False,0,0,0,link_weapon_group_id,0,,,,,,,1000,0,0,0,0
38,10,OutGame,icn_bh_passive_22,Locale_Event:event_bh_enhance_passive_name_10,AddSelectPassive,Locale_Event:event_bh_enhance_passive_description_10,2,False,7000,False,0,0,0,link_weapon_group_id,0,,,,,,,2000,0,0,0,0
