id,name_localkey,description_localkey,world_id,sort_id,resource_id,display_type_icon,display_type_name,item_type,item_rare,use_type,use_id,use_value
204000004,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_DESC,4,4,fsbg_building_decoy_001_01,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000006,Locale_System:HACKING_DEVICE_NAME,Locale_System:HACKING_DEVICE_DESC,4,6,icn_event_box_gacha_ticket_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000007,Locale_System:SURFACE_ITEM_NAME_SUPPRESS_TICKET,Locale_System:SURFACE_ITEM_DESC_SUPPRESS_TICKET,4,7,fsbg_building_decoy_001_01,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000008,Locale_Surface:SURFACE_ITEM_NAME_EBLADUST,Locale_Surface:SURFACE_ITEM_DESC_EBLADUST,4,8,icn_surface_ticket_alvadust_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000009,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_DESC,4,9,icn_ticket_rapid_deployment_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000010,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_DESC,4,10,icn_ticket_rapid_deployment_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204000011,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_DAILY_MISSION_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_DAILY_MISSION_DESC,4,11,icn_surface_ticket_battledocument_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204000012,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_BOSS_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_BOSS_DESC,4,12,icn_surface_ticket_flaregun_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SSR,None,0,0
204000013,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_DEFENSE_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_DEFENSE_DESC,4,13,icn_surface_ticket_flaregun_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SSR,None,0,0
204001001,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_01_DESC,4,1001,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,OpticalCamouflage,1,0
204001002,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_02_DESC,4,1002,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,OpticalCamouflage,2,0
204001003,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_03_DESC,4,1003,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,OpticalCamouflage,3,0
204001004,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_04_DESC,4,1004,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,OpticalCamouflage,4,0
204002001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_01_DESC,4,2001,fsbg_building_decoy_001_01,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalGenerator,1,0
204002002,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_02_DESC,4,2002,fsbg_building_decoy_001_01,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalGenerator,2,0
204002003,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_03_DESC,4,2003,fsbg_building_decoy_001_02,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,CallingSignalGenerator,3,0
204002004,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_04_DESC,4,2004,fsbg_building_decoy_001_02,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,CallingSignalGenerator,4,0
204003001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_DESC,4,3001,icn_surface_charge_battery_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,ChargeBattery,0,216000
204003002,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_DESC,4,3002,icn_surface_charge_battery_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,ChargeBattery,0,216000
204003003,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_03_DESC,4,3003,icn_surface_charge_battery_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,ChargeBattery,0,216000
204003004,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_04_DESC,4,3004,icn_surface_charge_battery_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,ChargeBattery,0,216000
204004001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_01_DESC,4,4001,icn_surface_calling_signal_repair_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalRepair,0,6700
204004002,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_02_DESC,4,4002,icn_surface_calling_signal_repair_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalRepair,0,21300
204004003,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_03_DESC,4,4003,icn_surface_calling_signal_repair_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,CallingSignalRepair,0,32700
204004004,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_04_DESC,4,4004,icn_surface_calling_signal_repair_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,CallingSignalRepair,0,43200
204005001,Locale_Surface:surface_material_name_05001,Locale_Surface:surface_material_desc_05001,4,5001,icn_surface_keyitem_fireaxe_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204005002,Locale_Surface:surface_material_name_05003,Locale_Surface:surface_material_desc_05003,4,5002,icn_surface_keyitem_shovel_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204005003,Locale_Surface:surface_material_name_05002,Locale_Surface:surface_material_desc_05002,4,5003,icn_surface_keyitem_pixel_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204006001,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_01_DESC,4,6001,icn_surface_hologram_computer_001,dummy,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,HologramComputer,1,0
204006002,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_02_DESC,4,6002,icn_surface_hologram_computer_001,dummy,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,HologramComputer,2,0
