id,minigame_manager_id,arcade_mission_group_id,mission_localkey,mission_category,mission_type,mission_target_id,mission_count,reward_type,reward_value,mission_value/0/condition_type,mission_value/0/condition_value,mission_value/1/condition_type,mission_value/1/condition_value
1,1001,0,Locale_Event:td_mission_daily_01,DailyPoint,DailyPointReward,0,20,Item,8130045,None,0,None,0
2,1001,0,Locale_Event:td_mission_daily_02,DailyPoint,DailyPointReward,0,40,Item,8130046,None,0,None,0
3,1001,0,Locale_Event:td_mission_daily_03,DailyPoint,DailyPointReward,0,60,Item,8130047,None,0,None,0
4,1001,0,Locale_Event:td_mission_daily_04,DailyPoint,DailyPointReward,0,80,Item,8130048,None,0,None,0
5,1001,0,Locale_Event:td_mission_daily_05,DailyPoint,DailyPointReward,0,100,Item,8130049,None,0,None,0
6,1001,0,Locale_Event:td_mission_daily_06,DailyMission,GainGoldCount,0,100,DailyPoint,20,None,0,None,0
7,1001,0,Locale_Event:td_mission_daily_07,DailyMission,BuildTower,0,1,DailyPoint,20,None,0,None,0
8,1001,0,Locale_Event:td_mission_daily_08,DailyMission,MonsterKill,0,5,DailyPoint,20,None,0,None,0
9,1001,0,Locale_Event:td_mission_daily_09,DailyMission,BurstSkillUseCount,0,1,DailyPoint,20,None,0,None,0
10,1001,0,Locale_Event:td_mission_daily_10,DailyMission,BuildHeroTower,0,1,DailyPoint,20,None,0,None,0
11,1001,0,Locale_Event:td_mission_daily_11,DailyMission,StartWave,0,1,DailyPoint,20,None,0,None,0
12,1001,0,Locale_Event:td_mission_daily_12,DailyMission,WaveQuickStartCount,0,1,DailyPoint,20,None,0,None,0
13,1001,0,Locale_Event:td_mission_achievement_01,Achievement,MonsterKill,0,2000,Item,8130050,None,0,None,0
14,1001,0,Locale_Event:td_mission_achievement_02,Achievement,GainGoldCount,0,10000,Item,8130051,None,0,None,0
15,1001,0,Locale_Event:td_mission_achievement_03,Achievement,BuildTower,0,50,Item,8130052,None,0,None,0
16,1001,0,Locale_Event:td_mission_achievement_04,Achievement,ReinforceTowerCount,0,50,Item,8130053,None,0,None,0
17,1001,0,Locale_Event:td_mission_achievement_05,Achievement,BurstSkillUseCount,0,30,Item,8130054,None,0,None,0
18,1001,0,Locale_Event:td_mission_achievement_06,Achievement,StartWave,0,100,Item,8130055,None,0,None,0
19,1001,0,Locale_Event:td_mission_achievement_07,Achievement,BuildHeroTower,0,50,Item,8130056,None,0,None,0
20,1001,0,Locale_Event:td_mission_achievement_08,Achievement,ClearStage,0,18,Item,8130057,None,0,None,0
21,1001,0,Locale_Event:td_mission_achievement_09,Achievement,WaveQuickStartCount,0,20,Item,8130058,None,0,None,0
22,1001,0,Locale_Event:td_mission_achievement_10,Achievement,HaveGold,2000,1,Item,8130059,None,0,None,0
23,1001,0,Locale_Event:td_mission_achievement_11,Achievement,SkillLevelMax,100120104,1,Item,8130060,None,0,None,0
24,1001,0,Locale_Event:td_mission_achievement_12,Achievement,SkillLevelMax,100120204,1,Item,8130061,None,0,None,0
25,1001,0,Locale_Event:td_mission_achievement_13,Achievement,SkillLevelMax,100120304,1,Item,8130062,None,0,None,0
26,1001,0,Locale_Event:td_mission_achievement_14,Achievement,SkillLevelMax,100120404,1,Item,8130063,None,0,None,0
27,1001,0,Locale_Event:td_mission_achievement_15,Achievement,SkillLevelMax,100120504,1,Item,8130064,None,0,None,0
28,1001,0,Locale_Event:td_mission_achievement_16,Achievement,SkillLevelMax,100120604,1,Item,8130065,None,0,None,0
29,1001,0,Locale_Event:td_mission_achievement_17,Achievement,MonsterKill,0,1000,Item,8130066,StageId,100119,None,0
30,1001,0,Locale_Event:td_mission_achievement_18,Achievement,StartWave,20,1,Item,8130067,StageId,100119,None,0
31,1001,0,Locale_Event:td_mission_achievement_19,Achievement,PlayTimeCount,0,3600,Item,8130068,StageId,100119,None,0
200101,1001,2001,Locale_Event:td_mission_achievement_arcade_01,Achievement,SkillLevelMax,100120104,1,Item,8130087,None,0,None,0
200102,1001,2001,Locale_Event:td_mission_achievement_arcade_02,Achievement,SkillLevelMax,100120204,1,Item,8130088,None,0,None,0
200103,1001,2001,Locale_Event:td_mission_achievement_arcade_03,Achievement,MonsterKill,0,2500,Item,20,None,0,None,0
200104,1001,2001,Locale_Event:td_mission_achievement_arcade_04,Achievement,MonsterKill,0,5000,Item,20,None,0,None,0
200105,1001,2001,Locale_Event:td_mission_achievement_arcade_05,Achievement,MonsterKill,0,7500,Item,20,None,0,None,0
200106,1001,2001,Locale_Event:td_mission_achievement_arcade_06,Achievement,MonsterKill,0,10000,Item,20,None,0,None,0
200107,1001,2001,Locale_Event:td_mission_achievement_arcade_07,Achievement,MonsterKill,0,12500,Item,20,None,0,None,0
200108,1001,2001,Locale_Event:td_mission_achievement_arcade_08,Achievement,PlayTimeCount,0,1200,Item,20,None,0,None,0
200109,1001,2001,Locale_Event:td_mission_achievement_arcade_09,Achievement,PlayTimeCount,0,2400,Item,20,None,0,None,0
200110,1001,2001,Locale_Event:td_mission_achievement_arcade_10,Achievement,PlayTimeCount,0,3600,Item,8130089,None,0,None,0
200111,1001,2001,Locale_Event:td_mission_achievement_arcade_11,Achievement,PlayTimeCount,0,4800,Item,20,None,0,None,0
200112,1001,2001,Locale_Event:td_mission_achievement_arcade_12,Achievement,PlayTimeCount,0,6000,Item,20,None,0,None,0
200113,1001,2001,Locale_Event:td_mission_achievement_arcade_13,Achievement,StartWave,10,1,Item,20,StageId,100119,None,0
200114,1001,2001,Locale_Event:td_mission_achievement_arcade_14,Achievement,StartWave,20,1,Item,20,StageId,100119,None,0
200115,1001,2001,Locale_Event:td_mission_achievement_arcade_15,Achievement,StartWave,30,1,Item,20,StageId,100119,None,0
200116,1001,2001,Locale_Event:td_mission_achievement_arcade_16,Achievement,StartWave,40,1,Item,20,StageId,100119,None,0
200117,1001,2001,Locale_Event:td_mission_achievement_arcade_17,Achievement,StartWave,50,1,Item,20,StageId,100119,None,0
200118,1001,2001,Locale_Event:td_mission_achievement_arcade_18,Achievement,StartWave,75,1,Item,20,StageId,100119,None,0
