id,package_group_id,product_type,product_id,product_value
1001,1,Item,7061001,1
1002,2,Item,7061001,2
1003,3,Item,7061001,4
1004,4,Item,7061001,6
1005,5,Item,7061001,10
11001,11,Item,7061003,1
11002,12,Item,7061003,2
11003,13,Item,7061003,4
11004,14,Item,7061003,6
21001,21,Item,7061004,1
21002,22,Item,7061004,2
21003,23,Item,7061004,4
21004,24,Item,7061004,6
31001,31,Item,7061005,1
31002,32,Item,7061005,2
31003,33,Item,7061005,4
31004,34,Item,7061005,6
20020101,200201,Currency,99,60
20020102,200201,Currency,5100,2
20020103,200201,Item,9202141,1
20020201,200202,Currency,99,320
20020202,200202,Currency,5100,6
20020203,200202,Item,9202141,1
20020301,200203,Currency,99,720
20020302,200203,Currency,5100,10
20020303,200203,Item,9202141,1
20020401,200204,Currency,99,1500
20020402,200204,Currency,5100,20
20020403,200204,Item,9202151,1
20020501,200205,CharacterCostume,30001,1
20020502,200205,Currency,2000,100000
20030101,200301,Currency,99,1200
20030102,200301,Currency,5100,20
20030201,200302,Currency,99,2300
20030202,200302,Currency,5100,20
20030203,200302,Item,5330201,50
20030301,200303,Currency,99,4200
20030302,200303,Currency,5100,30
20030303,200303,Item,5330201,50
20030401,200304,Currency,99,8000
20030402,200304,Currency,5100,30
20030403,200304,Item,5310301,50
20030404,200304,Item,9202191,1
20040101,200401,Item,7091001,450
20040102,200401,Item,7091002,315
20040103,200401,Item,7091003,70
20040104,200401,Item,7093002,90
20040201,200402,Item,7092001,450
20040202,200402,Item,7092002,315
20040203,200402,Item,7092003,70
20040204,200402,Item,7093002,190
20040301,200403,Currency,99,720
20040302,200403,Item,7010002,50
20040303,200403,Item,9202151,1
20040401,200404,Currency,99,1500
20040402,200404,Item,7010002,100
20040403,200404,Item,9202161,1
20040501,200405,Currency,99,4200
20040502,200405,Item,7010002,300
20040503,200405,Item,9202171,1
20050101,200501,Item,7091001,450
20050102,200501,Item,7091002,315
20050103,200501,Item,7091003,70
20050104,200501,Item,7093005,90
20050201,200502,Item,7092001,450
20050202,200502,Item,7092002,315
20050203,200502,Item,7092003,70
20050204,200502,Item,7093005,190
20050301,200503,Currency,99,320
20050302,200503,Item,9202461,1
20050303,200503,Item,9301002,5
20050304,200503,Item,7010002,5
20050401,200504,Currency,99,1500
20050402,200504,Item,9202471,1
20050403,200504,Item,9301002,10
20050404,200504,Item,7010002,10
20050501,200505,Currency,99,2300
20050502,200505,Item,9202481,1
20050503,200505,Item,9301002,15
20050504,200505,Item,7010002,15
20050601,200506,Currency,99,720
20050602,200506,Item,7010002,80
20050701,200507,Currency,99,1500
20050702,200507,Item,7010002,160
20050801,200508,Currency,99,4200
20050802,200508,Item,7010002,400
20060101,200601,Currency,99,1200
20060102,200601,Currency,5100,20
20060201,200602,Currency,99,2300
20060202,200602,Currency,5100,20
20060203,200602,Item,5330201,50
20060301,200603,Currency,99,4200
20060302,200603,Currency,5100,30
20060303,200603,Item,5330201,50
20060401,200604,Currency,99,8000
20060402,200604,Currency,5100,30
20060403,200604,Item,9202191,1
20060404,200604,Item,5310301,50
20070101,200701,Item,7091001,450
20070102,200701,Item,7091002,315
20070103,200701,Item,7091003,70
20070104,200701,Item,7093004,90
20070201,200702,Item,7092001,450
20070202,200702,Item,7092002,315
20070203,200702,Item,7092003,70
20070204,200702,Item,7093004,190
20070301,200703,Currency,99,720
20070302,200703,Item,7010002,80
20070401,200704,Currency,99,1500
20070402,200704,Item,7010002,160
20070501,200705,Currency,99,4200
20070502,200705,Item,7010002,400
20080101,200706,Currency,99,320
20080102,200706,Item,9202361,1
20080103,200706,Item,9301002,5
20080104,200706,Item,7010002,5
20080201,200707,Currency,99,1500
20080202,200707,Item,9202371,1
20080203,200707,Item,9301002,10
20080204,200707,Item,7010002,10
20080301,200708,Currency,99,2300
20080302,200708,Item,9202381,1
20080303,200708,Item,9301002,15
20080304,200708,Item,7010002,15
20070901,200709,Currency,99,1500
20070902,200709,Currency,5200,15
20071001,200710,Currency,99,4200
20071002,200710,Currency,5200,20
20071003,200710,Item,5310301,50
20071101,200711,Currency,99,8000
20071102,200711,Currency,5200,30
20071103,200711,Item,5310301,50
20090101,200901,Item,7091001,450
20090102,200901,Item,7091002,315
20090103,200901,Item,7091003,70
20090104,200901,Item,7093003,90
20090201,200902,Item,7092001,450
20090202,200902,Item,7092002,315
20090203,200902,Item,7092003,70
20090204,200902,Item,7093003,190
20090301,200903,Currency,99,720
20090302,200903,Item,7010002,80
20090401,200904,Currency,99,1500
20090402,200904,Item,7010002,160
20090501,200905,Currency,99,4200
20090502,200905,Item,7010002,400
20100101,201001,Item,7091001,450
20100102,201001,Item,7091002,315
20100103,201001,Item,7091003,70
20100104,201001,Item,7093001,90
20100201,201002,Item,7092001,450
20100202,201002,Item,7092002,315
20100203,201002,Item,7092003,70
20100204,201002,Item,7093001,190
20100301,201003,Currency,99,720
20100302,201003,Item,7010002,80
20100401,201004,Currency,99,1500
20100402,201004,Item,7010002,160
20100501,201005,Currency,99,4200
20100502,201005,Item,7010002,400
20100601,201006,Currency,99,1500
20100602,201006,Currency,5200,15
20100701,201007,Currency,99,4200
20100702,201007,Currency,5200,20
20100703,201007,Item,5310301,50
20100801,201008,Currency,99,8000
20100802,201008,Currency,5200,30
20100803,201008,Item,5310301,50
20110101,201101,Currency,99,320
20110102,201101,Item,9202261,1
20110103,201101,Item,9301002,5
20110104,201101,Item,7010002,5
20110201,201102,Currency,99,1500
20110202,201102,Item,9202271,1
20110203,201102,Item,9301002,10
20110204,201102,Item,7010002,10
20110301,201103,Currency,99,2300
20110302,201103,Item,9202281,1
20110303,201103,Item,9301002,15
20110304,201103,Item,7010002,15
20120101,201201,Currency,99,4200
20120102,201201,Item,9201008,80
20120103,201201,Item,7093005,60
20120201,201202,Currency,99,8000
20120202,201202,Item,9201009,80
20120203,201202,Item,7093005,120
20120301,201203,Currency,99,720
20120302,201203,Item,7091001,100
20120303,201203,Item,7092001,50
20120401,201204,Currency,99,1500
20120402,201204,Item,9201001,40
20120403,201204,Item,7010002,100
20120501,201205,Currency,99,4200
20120502,201205,Item,7051010,10
20120503,201205,Item,9201001,120
20120601,201209,Currency,99,2300
20120602,201209,Item,9202181,1
20120603,201209,Item,9301002,24
20120604,201209,Item,9140001,24
20130101,201301,Currency,99,4200
20130102,201301,Item,9201008,80
20130103,201301,Item,7093002,60
20130201,201302,Currency,99,8000
20130202,201302,Item,9201009,80
20130203,201302,Item,7093002,120
20130301,201303,Currency,99,720
20130302,201303,Item,7091001,100
20130303,201303,Item,7092001,50
20130401,201304,Currency,99,1500
20130402,201304,Item,9201001,40
20130403,201304,Item,7010002,100
20130501,201305,Currency,99,4200
20130502,201305,Item,7051011,10
20130503,201305,Item,9201001,120
20130601,201306,Currency,99,2300
20130602,201306,Item,9202181,1
20130603,201306,Item,9301002,24
20130604,201306,Item,9140001,24
20130701,201307,Currency,99,1500
20130702,201307,Currency,5200,15
20130801,201308,Currency,99,4200
20130802,201308,Currency,5200,20
20130803,201308,Item,5310301,50
20130901,201309,Currency,99,8000
20130902,201309,Currency,5200,30
20130903,201309,Item,5310301,50
20140101,201401,Currency,99,4200
20140102,201401,Item,9201008,80
20140103,201401,Item,7093001,60
20140201,201402,Currency,99,8000
20140202,201402,Item,9201009,80
20140203,201402,Item,7093001,120
20140301,201403,Currency,99,720
20140302,201403,Item,7091001,100
20140303,201403,Item,7092001,50
