id,name_code,scenario_group,start_date,end_date,reward_id
1,5008,5008,646477824,-883324544,300000
2,5017,5017,2018572288,488769920,300000
3,5039,5039,-904300544,-2045476480,300000
4,5040,5040,-395214848,-1062008448,300000
5,5054,5054,-1052008448,310086016,300000
6,5032,5032,320086016,1682180480,300000
7,5031,5031,1692180480,-1240692352,300000
8,3001,3001,1661204480,131402112,300000
9,3010,3010,141402112,1503496576,300000
10,5079,5079,1513496576,-1419376256,300000
11,5063,5063,-1409376256,-47281792,300000
12,5066,5066,-37281792,1324812672,300000
13,5126,5126,1334812672,-1598060160,300000
14,5011,5011,1303836672,-225965696,300000
15,5046,5046,-215965696,1146128768,300000
16,3006,3006,1156128768,-1776744064,300000
17,5006,5006,-1766744064,-404649600,300000
18,5122,5122,-1797720064,967444864,300000
19,1007,1007,-425625600,-1566801536,300000
20,5007,5007,83460096,-583333504,300000
21,5012,5012,-573333504,788760960,300000
22,5107,5107,798760960,-2134111872,300000
23,5061,5061,-2124111872,-762017408,300000
24,5023,5023,2139879424,610077056,300000
25,5022,5022,620077056,1982171520,300000
26,5046,5046,589101056,-940701312,300000
27,5017,5017,-930701312,431393152,300000
28,5016,5016,441393152,1803487616,300000
29,3003,3003,410417152,-730758784,300000
