id,character_id,character_level,attractive_level,harmonycube_id,harmonycube_level,skill_level_1,skill_level_2,ulti_skill_level_3,equipment_array/0/equipment_id,equipment_array/0/equipment_corp,equipment_array/0/equipment_level,equipment_array/1/equipment_id,equipment_array/1/equipment_corp,equipment_array/1/equipment_level,equipment_array/2/equipment_id,equipment_array/2/equipment_corp,equipment_array/2/equipment_level,equipment_array/3/equipment_id,equipment_array/3/equipment_corp,equipment_array/3/equipment_level
44700401,447004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
11920401,119204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
31940401,319404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
30620401,306204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
42250401,422504,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
42600401,426004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
33820401,338204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
32810401,328104,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
23130401,231304,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
33100401,331004,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
15000401,150004,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
20430401,204304,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
58210401,582104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58200401,582004,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
19010101,190101,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
29070101,290701,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
29930101,299301,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
35500401,355004,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
43300401,433004,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
15010401,150104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
33140401,331404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
31950401,319504,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
35510401,355104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
32840401,328404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
32830401,328304,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
13910401,139104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
23900401,239004,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
58300401,583004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58310401,583104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58320401,583204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
32720401,327204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
14030401,140304,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
25800401,258004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
32400401,324004,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
45110401,451104,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
45140401,451404,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
14110401,141104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
21830401,218304,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
21820401,218204,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
20160401,201604,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
12900401,129004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
23540401,235404,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
23550401,235504,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
58350401,583504,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58340401,583404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
14120401,141204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
35200401,352004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
35210401,352104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
45130401,451304,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
11620401,116204,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
25810401,258104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
20410401,204104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58500401,585004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58510401,585104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58100401,581004,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
58110401,581104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
32840402,328404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
32830402,328304,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
25320401,253204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
42340401,423404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
15020401,150204,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
20930401,209304,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
20950401,209504,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
20940401,209404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
33150401,331504,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
31430401,314304,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
30150401,301504,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
23530401,235304,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
31320401,313204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
20140401,201404,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
32030401,320304,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
11210401,112104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
58400401,584004,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
58410401,584104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
50230401,502304,200,30,0,0,10,10,10,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5
10820401,108204,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
23210401,232104,200,30,0,0,10,10,10,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5
31910401,319104,200,30,0,0,10,10,10,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5
