id,group_id,sub_group_id,trigger,description,condition_id,condition_value,mission_grade,mission_point_value
1,1001,101,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,1,R,10
2,1001,101,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,2,SR,20
3,1001,101,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,3,SSR,30
4,1001,102,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,5,R,10
5,1001,102,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,2,SR,20
6,1001,102,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,2,SSR,30
7,1001,103,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,3,R,10
8,1001,103,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,10,SR,20
9,1001,103,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,100,SSR,30
10,1001,104,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,20,R,10
11,1001,104,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,2,SR,20
12,1001,104,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,5,SSR,30
13,1001,105,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,1,R,10
14,1001,105,SimulationRoomClearWithoutCondition,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,0,1,SR,20
15,1001,105,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,15,SSR,30
16,1001,106,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,1,R,10
17,1001,106,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,2,SR,20
18,1001,106,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,3,SSR,30
19,1001,107,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,1,R,10
20,1001,107,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,2,SR,20
21,1001,107,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,3,SSR,30
22,1001,108,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,1,R,10
23,1001,108,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,2,SR,20
24,1001,108,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,3,SSR,30
25,1001,109,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,1,R,10
26,1001,109,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,3,SR,20
27,1001,109,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,15,SSR,30
28,1001,110,OutpostBattleReward,Locale_Trigger:trigger_desc_OutpostBattleReward,0,1,R,10
29,1001,110,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,10,SR,20
30,1001,110,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,3,SSR,30
31,1001,111,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,5,R,10
32,1001,111,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,4,SR,20
33,1001,111,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,2,SSR,30
34,1001,112,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,1,R,10
35,1001,112,SimulationRoomClearWithoutCondition,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,0,1,SR,20
36,1001,112,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,5,SSR,30
37,1001,113,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,1,R,10
38,1001,113,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,60,SR,20
39,1001,113,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,3,SSR,30
40,1001,114,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,1,R,10
41,1001,114,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,10,SR,20
42,1001,114,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,5,SSR,30
43,1001,115,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,5,R,10
44,1001,115,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,2,SR,20
45,1001,115,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,3,SSR,30
46,1001,116,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,1,R,10
47,1001,116,GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,0,2,SR,20
48,1001,116,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,3,SSR,30
49,1001,117,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,1,R,10
50,1001,117,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,60,SR,20
51,1001,117,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,15,SSR,30
52,1001,118,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,3,R,10
53,1001,118,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,2,SR,20
54,1001,118,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,3,SSR,30
55,1001,119,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,1,R,10
56,1001,119,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,2,SR,20
57,1001,119,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,3,SSR,30
58,1001,120,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,1,R,10
59,1001,120,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,2,SR,20
60,1001,120,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,3,SSR,30
61,1001,121,GetFriendShipPoint,Locale_Trigger:trigger_desc_GetFriendShipPoint,0,5,R,10
62,1001,121,SimulationRoomClearWithoutCondition,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,0,1,SR,20
63,1001,121,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,2,SSR,30
64,1001,122,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,20,R,10
65,1001,122,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,4,SR,20
66,1001,122,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,2,SSR,30
67,1001,123,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,1,R,10
68,1001,123,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,2,SR,20
69,1001,123,EquipItemLevelCount,Locale_Trigger:trigger_desc_EquipItemLevelCount,0,3,SSR,30
70,1001,124,MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,0,1,R,10
71,1001,124,SimulationRoomClearWithoutCondition,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,0,1,SR,20
72,1001,124,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,15,SSR,30
73,1001,125,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,1,R,10
74,1001,125,CharacterAttractivePresent,Locale_Trigger:trigger_desc_CharacterAttractivePresent,0,2,SR,20
75,1001,125,CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,0,3,SSR,30
76,1001,126,OutpostBattleReward,Locale_Trigger:trigger_desc_OutpostBattleReward,0,1,R,10
77,1001,126,SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,0,10,SR,20
78,1001,126,PointRewardDaily,Locale_Trigger:trigger_desc_PointRewardDaily,0,100,SSR,30
79,1101,1000,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,3,R,10
80,1101,1000,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,4,SR,20
81,1101,1000,SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,0,5,SSR,30
82,1101,1000,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,1,R,10
83,1101,1000,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,2,SR,20
84,1101,1000,InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,0,3,SSR,30
85,1101,1000,OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,0,1,R,10
