id,package_shop_id,package_order,product_id,name_localkey,description_localkey,product_resource_id,buy_limit_type,is_limit,buy_limit_count,is_active
200201,2002,2,200201,Locale_InAppShopProduct:PACKAGESHOP_SERVEROPEN_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_server_open_01,Account,True,1,True
200202,2002,3,200202,Locale_InAppShopProduct:PACKAGESHOP_SERVEROPEN_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_server_open_02,Account,True,1,True
200203,2002,4,200203,Locale_InAppShopProduct:PACKAGESHOP_SERVEROPEN_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_server_open_03,Account,True,1,True
200204,2002,5,200204,Locale_InAppShopProduct:PACKAGESHOP_SERVEROPEN_PRODUCT_04_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_server_open_04,Account,True,1,True
200205,2002,1,200205,Locale_InAppShopProduct:PACKAGESHOP_SERVEROPEN_PRODUCT_05_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_server_open_05,Account,True,1,True
200301,2003,1,200301,Locale_InAppShopProduct:PACKAGESHOP_LIMIT_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_limit_01,Account,True,1,True
200302,2003,2,200302,Locale_InAppShopProduct:PACKAGESHOP_LIMIT_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_limit_02,Account,True,1,True
200303,2003,3,200303,Locale_InAppShopProduct:PACKAGESHOP_LIMIT_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_limit_03,Account,True,1,True
200304,2003,4,200304,Locale_InAppShopProduct:PACKAGESHOP_LIMIT_PRODUCT_04_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_limit_04,Account,True,1,True
200401,2004,1,200401,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_01,Account,True,1,True
200402,2004,2,200402,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_02,Account,True,1,True
200403,2004,3,200403,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_03_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_03,Account,True,1,True
200404,2004,4,200404,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_04_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_04,Account,True,1,True
200405,2004,5,200405,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_05_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_05,Account,True,1,True
200501,2005,10,200501,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_01_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_01,Account,True,1,True
200502,2005,11,200502,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_02_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_02,Account,True,1,True
200503,2005,4,200503,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_06_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_06,Account,True,1,True
200504,2005,5,200504,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_07_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_07,Account,True,1,True
200505,2005,6,200505,Locale_InAppShopProduct:PACKAGESHOP_PICKUP_PRODUCT_08_NAME,Locale_InAppShopProduct:PACKAGESHOP_PRODUCT_DESC,icn_inappshop_package_pickup_08,Account,True,1,True
