id,group_id,item_group,is_opened,item_order,item_price,item_id,SBOpenConditionData/0/open_condition_type,SBOpenConditionData/0/open_condition_value,SBOpenConditionData/1/open_condition_type,SBOpenConditionData/1/open_condition_value
10001,1,ExoSpine,True,3,12000,100101,,,,
10002,1,ExoSpine,True,4,15000,100102,,,,
10003,1,ExoSpine,True,2,8000,100103,,,,
10004,1,ExoSpine,True,1,5000,100104,,,,
10005,1,ExoSpine,True,5,15000,100105,,,,
10006,1,ExoSpine,True,6,15000,100106,,,,
20001,1,Gear,True,1,2500,200101,,,,
20002,1,Gear,False,13,5000,200201,GainItem,200101.0,StageClear,1.0
20003,1,Gear,False,25,10000,200301,GainItem,200201.0,StageClear,1.0
20004,1,Gear,True,2,2500,200102,,,,
20005,1,Gear,False,14,5000,200202,GainItem,200102.0,StageClear,1.0
20006,1,Gear,False,26,10000,200302,GainItem,200202.0,StageClear,1.0
20007,1,Gear,True,3,2500,200103,,,,
20008,1,Gear,False,15,5000,200203,GainItem,200103.0,StageClear,1.0
20009,1,Gear,False,27,10000,200303,GainItem,200203.0,StageClear,1.0
20010,1,Gear,True,4,2500,200104,,,,
20011,1,Gear,False,16,5000,200204,GainItem,200104.0,StageClear,1.0
20012,1,Gear,False,28,10000,200304,GainItem,200204.0,StageClear,1.0
20013,1,Gear,True,5,2500,200105,,,,
20014,1,Gear,False,17,5000,200205,GainItem,200105.0,StageClear,1.0
20015,1,Gear,False,29,10000,200305,GainItem,200205.0,StageClear,1.0
20016,1,Gear,True,6,2500,200106,,,,
20017,1,Gear,False,18,5000,200206,GainItem,200106.0,StageClear,1.0
20018,1,Gear,False,30,10000,200306,GainItem,200206.0,StageClear,1.0
20019,1,Gear,True,7,2500,200107,,,,
20020,1,Gear,False,19,5000,200207,GainItem,200107.0,StageClear,1.0
20021,1,Gear,False,31,10000,200307,GainItem,200207.0,StageClear,1.0
20022,1,Gear,True,8,2500,200108,,,,
20023,1,Gear,False,20,5000,200208,GainItem,200108.0,StageClear,1.0
20024,1,Gear,False,32,10000,200308,GainItem,200208.0,StageClear,1.0
20025,1,Gear,True,9,2500,200109,,,,
20026,1,Gear,False,21,5000,200209,GainItem,200109.0,StageClear,1.0
20027,1,Gear,False,33,10000,200309,GainItem,200209.0,StageClear,1.0
20028,1,Gear,True,10,2500,200110,,,,
20029,1,Gear,False,22,5000,200210,GainItem,200110.0,StageClear,1.0
20030,1,Gear,False,34,10000,200310,GainItem,200210.0,StageClear,1.0
20031,1,Gear,True,11,2500,200111,,,,
20032,1,Gear,False,23,5000,200211,GainItem,200111.0,StageClear,1.0
20033,1,Gear,False,35,10000,200311,GainItem,200211.0,StageClear,1.0
20034,1,Gear,True,12,2500,200112,,,,
20035,1,Gear,False,24,5000,200212,GainItem,200112.0,StageClear,1.0
20036,1,Gear,False,36,10000,200312,GainItem,200212.0,StageClear,1.0
