id,event_id,pass_point_id,name_localkey,description_localkey,midas_product_id,infracore_point,pass_premium_name_localkey,pass_premium_description_localkey,rank_skip_id,pass_logo_resource_id,pass_lobby_button_resource_id,is_character_active,shop_npc_resource_id,npc_costume_id,product_info_description,use_placeholder,prefab_id,is_display_lobby
1000001,100001,10001,Locale_Trigger:EVENT_PASS_NAME,Locale_Trigger:EVENT_PASS_DESCRIPTION,71000001,0,Locale_Trigger:CHRISMAS_PREMIUM_PASS_NAME,Locale_Trigger:CHRISMAS_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_season_pass_01,True,90,40001,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_winter_pass_popup,True
1000002,100002,10002,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000002,0,Locale_Event:NEW_YEAR_PREMIUM_PASS_NAME,Locale_Event:NEW_YEAR_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,True,352,50003,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_sunrise_pass_popup,True
1000003,100003,11001,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000003,0,Locale_Event:CE_01_PREMIUM_PASS_NAME,Locale_Event:CE_01_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,False,0,0,Locale_Event:CE_01_PASS_DESCRIPTION,False,event_ce_01_pass_popup,True
1000004,100004,11002,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000004,0,Locale_Event:HALF_PREMIUM_PASS_NAME,Locale_Event:HALF_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,True,191,30015,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_half_pass_popup,True
1000005,100005,11003,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000005,0,Locale_Event:BLUEWATER_ISLAND_PREMIUM_PASS_NAME,Locale_Event:BLUEWATER_ISLAND_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,True,131,10004,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_summer_pass_popup,True
1000006,100006,11004,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000006,0,Locale_Event:SEA_YOU_AGAIN_PREMIUM_PASS_NAME,Locale_Event:SEA_YOU_AGAIN_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,True,82,10001,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_mightysummer_pass_popup,True
1000007,100007,11005,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000007,0,Locale_Event:CE002_PREMIUM_PASS_NAME,Locale_Event:CE002_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,True,811,90004,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_ce002_pass_popup,True
1000008,100008,11006,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000008,0,Locale_Event:1ST_ANNI_PREMIUM_PASS_NAME,Locale_Event:1ST_ANNI_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_season_pass_05,True,230,50006,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_1_anniversary_pass_popup,True
1000009,100009,11007,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000009,0,Locale_Event:WINTER_PREMIUM_PASS_NAME,Locale_Event:WINTER_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pass_neverland,True,270,30021,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_bunny_lucky_pass_popup,True
1000010,100010,10003,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000010,0,Locale_Event:NEW_YEAR_PREMIUM_PASS_NAME,Locale_Event:NEW_YEAR_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_sunrise_pass_2024,True,82,50008,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_sunrise_pass_2024_popup,True
1000011,100011,10002,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000011,0,Locale_Event:VILLAIN_PREMIUM_PASS_NAME,Locale_Event:VILLAIN_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,event_banner_villainpassforu,True,101,60002,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_villain_pass_for_u_popup,True
1000012,100012,11008,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000012,0,Locale_Event:CE003_PREMIUM_PASS_NAME,Locale_Event:CE003_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pass_refresh,True,820,110002,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_ReFRESH_pass_popup,True
1000013,100013,11009,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000013,0,Locale_Event:1.5_ANNI_PREMIUM_PASS_NAME,Locale_Event:1.5_ANNI_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_1.5_anniversary_pass,True,220,30026,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_1.5anniversary_pass_popup,True
1000014,100014,11010,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000014,0,Locale_Event:BUNNY_PREMIUM_PASS_NAME,Locale_Event:BUNNY_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_doctor_bunny_pass,True,130,70004,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_doctor_bunny_pass_popup,True
1000015,100015,11011,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000015,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_doctor_bunny_pass,True,350,10010,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_dave_pass_for_u_popup,False
1000016,100016,11012,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000016,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_watermelon_pass,True,400,10008,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_watermelon_pass_popup,True
1000017,100017,11013,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000017,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pilotinsummer01_pass,True,830,110008,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_pilotinsummer01_pass_popup,True
1000018,100018,11014,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000018,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pilotinsummer02_pass,True,831,110009,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_pilotinsummer02_pass_popup,True
1000019,100019,11015,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000019,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pilotinsummer03_pass,True,832,110010,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_pilotinsummer03_pass_popup,True
1000020,100020,11016,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000020,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_2anniversary_pass,True,231,50014,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_2anniversary_pass_popup,True
1000021,100021,11017,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000021,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_arkmage_pass,True,91,130002,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_arkmage_pass_popup,True
1000022,100022,11018,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000022,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_2025newyear_pass,True,391,30035,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_2025newyear_pass_popup,True
1000023,100023,11019,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000023,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_backstreetmaid_pass,True,401,60004,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_backstreetmaid_pass_popup,True
1000024,100024,11020,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000024,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_passioncanon01_pass,True,835,110013,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_passioncanon01_pass_popup,True
