id,mission_trigger_data_group_id,step,trigger,condition_sector,condition_id,condition_value,print_value,name_localkey,description_localkey,reward_id,shortcut_type,shortcut_value
100101,1001,1,EvlaPurificationComplete,0,1002,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_EVLA,Locale_Surface:SURFACE_MISSION_TRIGGER_EVLA_PURIFICATION_COMPLETE,24070101,EvlaPurificationLevelUpPopup,0
100102,1001,2,BuildingLevelUpCompleteStack,0,401000102,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070102,HeadquartersLevelUpPopup,0
100103,1001,3,BuildingLevelUpCompleteStack,0,401000902,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070103,None,0
100104,1001,4,ItemCraft,0,4000001,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070104,None,0
100105,1001,5,OccupationComplete,0,401001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070105,Occupation,401001
100106,1001,6,ClearQuest,4001001,0,2,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_QUEST,Locale_Surface:SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_01,24070106,None,0
100107,1001,7,ItemCraft,0,4000401,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070107,None,0
100108,1001,8,GatewayOpen,0,4001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_GATEWAY,Locale_Surface:SURFACE_MISSION_TRIGGER_GATEWAY_OPEN,24070108,Gateway,4001
100109,1001,9,EvlaPurificationComplete,0,1003,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_EVLA,Locale_Surface:SURFACE_MISSION_TRIGGER_EVLA_PURIFICATION_COMPLETE,24070201,EvlaPurificationLevelUpPopup,0
100110,1001,10,BuildingLevelUpCompleteStack,0,401000103,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070202,HeadquartersLevelUpPopup,0
100111,1001,12,BuildingLevelUpCompleteStack,0,401000202,5,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK_DUPLICATION,24070203,None,0
100112,1001,13,ResearchComplete,0,401010101,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_RESEARCH,Locale_Surface:SURFACE_MISSION_TRIGGER_RESEARCH_COMPLETE,24070204,SurfaceResearchLevelUpPopup,401010101
100113,1001,11,BuildingLevelUpCompleteStack,0,401000903,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070205,None,0
100114,1001,14,ItemCraft,0,4000002,3,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070206,None,0
100115,1001,15,OccupationComplete,0,402001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070207,Occupation,402001
100116,1001,16,OccupationComplete,0,402002,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070208,Occupation,402002
100117,1001,17,OccupationComplete,0,402003,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070209,Occupation,402003
100118,1001,18,ClearQuest,4001002,0,3,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_QUEST,Locale_Surface:SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_02,24070210,None,0
100119,1001,19,ItemCraft,0,4000402,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070211,None,0
100120,1001,20,GatewayOpen,0,4002,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_GATEWAY,Locale_Surface:SURFACE_MISSION_TRIGGER_GATEWAY_OPEN,24070212,Gateway,4002
100121,1001,21,EvlaPurificationComplete,0,1004,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_EVLA,Locale_Surface:SURFACE_MISSION_TRIGGER_EVLA_PURIFICATION_COMPLETE,24070301,EvlaPurificationLevelUpPopup,0
100122,1001,22,BuildingLevelUpCompleteStack,0,401000104,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070302,HeadquartersLevelUpPopup,0
100123,1001,23,ResearchComplete,0,401020201,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_RESEARCH,Locale_Surface:SURFACE_MISSION_TRIGGER_RESEARCH_COMPLETE,24070303,SurfaceResearchLevelUpPopup,401020201
100124,1001,24,BuildingLevelUpCompleteStack,0,401000904,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070304,None,0
100125,1001,25,ItemCraft,0,4000003,3,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070305,None,0
100126,1001,26,OccupationComplete,0,403001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070306,Occupation,403001
100127,1001,27,OccupationComplete,0,403002,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070307,Occupation,403002
100128,1001,28,OccupationComplete,0,403003,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070308,Occupation,403003
100129,1001,29,ClearQuest,4001003,0,6,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_QUEST,Locale_Surface:SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_03,24070309,None,0
100130,1001,30,ItemCraft,0,4000403,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070310,None,0
100131,1001,31,GatewayOpen,0,4003,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_GATEWAY,Locale_Surface:SURFACE_MISSION_TRIGGER_GATEWAY_OPEN,24070311,Gateway,4003
100132,1001,32,EvlaPurificationComplete,0,1005,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_EVLA,Locale_Surface:SURFACE_MISSION_TRIGGER_EVLA_PURIFICATION_COMPLETE,24070401,EvlaPurificationLevelUpPopup,0
100133,1001,33,BuildingLevelUpCompleteStack,0,401000105,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070402,HeadquartersLevelUpPopup,0
100134,1001,34,ResearchComplete,0,401030201,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_RESEARCH,Locale_Surface:SURFACE_MISSION_TRIGGER_RESEARCH_COMPLETE,24070403,SurfaceResearchLevelUpPopup,401030201
