id,rewardtype,item_id,min,max
101,EdenItems,1101,10,0
102,EdenItems,1102,10,50
103,EdenItems,5001,2,3
104,EdenItems,5002,1,4
106,EdenUnits,101,1,0
107,EdenUnits,102,1,0
108,EdenUnits,103,1,0
1001,EdenItems,1101,50,0
1002,EdenItems,1102,10,0
1003,EdenItems,1101,500,0
1004,EdenItems,1102,100,0
2001,EdenUnits,8001,1,0
2002,EdenUnits,8002,1,0
3001,EdenItems,1101,32,40
3002,EdenItems,1101,40,48
3003,EdenItems,1101,42,50
3004,EdenItems,1101,44,52
3005,EdenItems,1101,48,56
3006,EdenItems,1101,51,59
3007,EdenItems,1101,53,61
3008,EdenItems,1101,60,68
3009,EdenItems,1101,63,71
3010,EdenItems,1101,66,74
3011,EdenItems,1101,67,75
3012,EdenItems,1101,70,78
3013,EdenItems,1101,71,79
3014,EdenItems,1101,75,83
3015,EdenItems,1101,79,87
3016,EdenItems,1101,83,91
3017,EdenItems,1101,84,92
3018,EdenItems,1101,85,93
3019,EdenItems,1101,94,102
3020,EdenItems,1101,100,108
3021,EdenItems,1101,105,113
3022,EdenItems,1101,110,118
3023,EdenItems,1101,115,123
3024,EdenItems,1101,117,125
3025,EdenItems,1101,119,127
3026,EdenItems,1101,120,128
3027,EdenItems,1101,122,130
3028,EdenItems,1101,125,133
4001,EdenItems,1102,26,34
4002,EdenItems,1102,28,36
4003,EdenItems,1102,29,37
4004,EdenItems,1102,32,40
4005,EdenItems,1102,33,41
4006,EdenItems,1102,36,44
4007,EdenItems,1102,38,46
4008,EdenItems,1102,42,50
4009,EdenItems,1102,43,51
4010,EdenItems,1102,46,54
4011,EdenItems,1102,49,57
4012,EdenItems,1102,52,60
4013,EdenItems,1102,55,63
4014,EdenItems,1102,58,66
4015,EdenItems,1102,59,67
4016,EdenItems,1102,65,73
4017,EdenItems,1102,69,77
4018,EdenItems,1102,72,80
4019,EdenItems,1102,74,82
4020,EdenItems,1102,78,86
4021,EdenItems,1102,81,89
4022,EdenItems,1102,85,93
4023,EdenItems,1102,89,97
4024,EdenItems,1102,92,100
4025,EdenItems,1102,98,106
4026,EdenItems,1102,100,108
4027,EdenItems,1102,104,112
4028,EdenItems,1102,108,116
5001,EdenItems,1103,18,26
5002,EdenItems,1103,22,30
5003,EdenItems,1103,24,32
5004,EdenItems,1103,25,33
5005,EdenItems,1103,26,34
5006,EdenItems,1103,29,37
5007,EdenItems,1103,30,38
5008,EdenItems,1103,34,42
5009,EdenItems,1103,35,43
5010,EdenItems,1103,37,45
5011,EdenItems,1103,42,50
10100,EdenItems,1101,50,0
10101,EdenItems,1101,60,0
10102,EdenItems,1101,70,0
10103,EdenItems,1101,80,0
10104,EdenItems,1101,100,0
10105,EdenItems,1101,120,0
10106,EdenItems,1101,150,0
10107,EdenItems,1101,180,0
10108,EdenItems,1101,210,0
10109,EdenItems,1101,260,0
10110,EdenItems,1101,310,0
10111,EdenItems,1101,370,0
10112,EdenItems,1101,480,0
10113,EdenItems,1101,630,0
10114,EdenItems,1101,820,0
10115,EdenItems,1101,1060,0
10116,EdenItems,1101,1500,0
10117,EdenItems,1101,2080,0
10118,EdenItems,1101,2910,0
10119,EdenItems,1101,4080,0
10120,EdenItems,1101,5700,0
10121,EdenItems,1101,17500,0
10200,EdenItems,1102,20,0
10201,EdenItems,1102,12,0
10202,EdenItems,1102,15,0
10203,EdenItems,1102,18,0
10204,EdenItems,1102,20,0
10205,EdenItems,1102,25,0
10206,EdenItems,1102,30,0
10207,EdenItems,1102,40,0
10208,EdenItems,1102,50,0
10209,EdenItems,1102,60,0
10210,EdenItems,1102,80,0
10211,EdenItems,1102,120,0
10212,EdenItems,1102,170,0
10213,EdenItems,1102,235,0
10214,EdenItems,1102,330,0
10215,EdenItems,1102,460,0
10216,EdenItems,1102,1400,0
10300,EdenItems,1103,10,0
10301,EdenItems,1103,12,0
10302,EdenItems,1103,15,0
10303,EdenItems,1103,18,0
10304,EdenItems,1103,20,0
10305,EdenItems,1103,30,0
10306,EdenItems,1103,40,0
10307,EdenItems,1103,50,0
