id,group_id,lv,min_lv,max_lv,exp,level_up_select_passive_id
1,1,1,True,False,150,0
2,1,2,False,False,150,1
3,1,3,False,False,150,1
4,1,4,False,False,150,1
5,1,5,False,False,150,1
6,1,6,False,False,300,2
7,1,7,False,False,300,2
8,1,8,False,False,300,2
9,1,9,False,False,300,2
10,1,10,False,False,300,3
11,1,11,False,False,450,3
12,1,12,False,False,450,3
13,1,13,False,False,450,3
14,1,14,False,False,450,4
15,1,15,False,False,450,4
16,1,16,False,False,600,4
17,1,17,False,False,600,4
18,1,18,False,False,600,5
19,1,19,False,False,600,5
20,1,20,False,False,600,5
21,1,21,False,False,750,5
22,1,22,False,False,750,6
23,1,23,False,False,750,6
24,1,24,False,False,750,6
25,1,25,False,False,750,7
26,1,26,False,False,1000,7
27,1,27,False,False,1000,7
28,1,28,False,False,1000,8
29,1,29,False,False,1000,8
30,1,30,False,True,1250,8
31,2,1,True,False,150,0
32,2,2,False,False,150,9
33,2,3,False,False,150,9
34,2,4,False,False,150,9
35,2,5,False,False,150,9
36,2,6,False,False,300,10
37,2,7,False,False,300,10
38,2,8,False,False,300,10
39,2,9,False,False,300,10
40,2,10,False,False,300,11
41,2,11,False,False,450,11
42,2,12,False,False,450,11
43,2,13,False,False,450,11
44,2,14,False,False,450,12
45,2,15,False,False,450,12
46,2,16,False,False,600,12
47,2,17,False,False,600,12
48,2,18,False,False,600,13
49,2,19,False,False,600,13
50,2,20,False,False,600,13
51,2,21,False,False,750,13
52,2,22,False,False,750,14
53,2,23,False,False,750,14
54,2,24,False,False,750,14
55,2,25,False,False,750,15
56,2,26,False,False,1000,15
57,2,27,False,False,1000,15
58,2,28,False,False,1000,16
59,2,29,False,False,1000,16
60,2,30,False,True,1250,16
61,3,1,True,False,150,0
62,3,2,False,False,150,17
63,3,3,False,False,150,17
64,3,4,False,False,150,17
65,3,5,False,False,150,17
66,3,6,False,False,300,18
67,3,7,False,False,300,18
68,3,8,False,False,300,18
69,3,9,False,False,300,18
70,3,10,False,False,300,19
71,3,11,False,False,450,19
72,3,12,False,False,450,19
73,3,13,False,False,450,19
74,3,14,False,False,450,20
75,3,15,False,False,450,20
76,3,16,False,False,600,20
77,3,17,False,False,600,20
78,3,18,False,False,600,21
79,3,19,False,False,600,21
80,3,20,False,False,600,21
81,3,21,False,False,750,21
82,3,22,False,False,750,22
83,3,23,False,False,750,22
84,3,24,False,False,750,22
85,3,25,False,False,750,23
86,3,26,False,False,1000,23
87,3,27,False,False,1000,23
88,3,28,False,False,1000,24
89,3,29,False,False,1000,24
90,3,30,False,True,1250,24
