id,event_type,tid,resource_id,name_localkey,enter_scenario_id,exit_scenario_id,stamina_value,reward_id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value
1010101,Outpost,10101,5014,Locale_SuddenStory:d_ex_observationpost_01_title,d_ex_observationpost_01,,1,3000003,ObtainCharacter,5015,1,ObtainCharacter,3003,1,ObtainCharacter,5014,1,None,0,0,None,0,0,None,0,0
1010102,Outpost,10101,5015,Locale_SuddenStory:d_ex_observationpost_02_title,d_ex_observationpost_02,,1,3000003,ObtainCharacter,5015,1,ObtainCharacter,3003,1,ObtainCharacter,5026,1,None,0,0,None,0,0,None,0,0
1010103,Outpost,10101,5012,Locale_SuddenStory:d_ex_observationpost_03_title,d_ex_observationpost_03,,1,3000003,ObtainCharacter,5012,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1010104,Outpost,10101,5074,Locale_SuddenStory:d_ex_observationpost_04_title,d_ex_observationpost_04,,1,3000003,ObtainCharacter,5015,1,ObtainCharacter,3003,1,ObtainCharacter,5074,1,None,0,0,None,0,0,None,0,0
1020101,Outpost,10201,5016,Locale_SuddenStory:d_ex_police_01_title,d_ex_police_01,,1,3000003,ObtainCharacter,5016,1,ObtainCharacter,5017,1,None,0,0,None,0,0,None,0,0,None,0,0
1020102,Outpost,10201,5024,Locale_SuddenStory:d_ex_police_02_title,d_ex_police_02,,1,3000003,ObtainCharacter,5016,1,ObtainCharacter,5017,1,ObtainCharacter,5024,1,None,0,0,None,0,0,None,0,0
1020103,Outpost,10201,5042,Locale_SuddenStory:d_ex_police_03_title,d_ex_police_03,,1,3000003,ObtainCharacter,5042,1,ObtainCharacter,5017,1,None,0,0,None,0,0,None,0,0,None,0,0
1030101,Outpost,10301,3005,Locale_SuddenStory:d_ex_hotel_01_title,d_ex_hotel_01,,1,3000003,ObtainCharacter,3001,1,ObtainCharacter,3005,1,ObtainCharacter,3002,1,None,0,0,None,0,0,None,0,0
1030102,Outpost,10301,5011,Locale_SuddenStory:d_ex_hotel_02_title,d_ex_hotel_02,,1,3000003,ObtainCharacter,5021,1,ObtainCharacter,5011,1,None,0,0,None,0,0,None,0,0,None,0,0
1030103,Outpost,10301,5036,Locale_SuddenStory:d_ex_hotel_03_title,d_ex_hotel_03,,1,3000003,ObtainCharacter,5036,1,ObtainCharacter,5025,1,ObtainCharacter,5014,1,None,0,0,None,0,0,None,0,0
1050101,Outpost,10501,5019,Locale_SuddenStory:d_ex_toyshop_01_title,d_ex_toyshop_01,,1,3000003,ObtainCharacter,3007,1,ObtainCharacter,3008,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0
1050102,Outpost,10501,5032,Locale_SuddenStory:d_ex_toyshop_02_title,d_ex_toyshop_02,,1,3000003,ObtainCharacter,3007,1,ObtainCharacter,3008,1,ObtainCharacter,5032,1,None,0,0,None,0,0,None,0,0
1050103,Outpost,10501,5020,Locale_SuddenStory:d_ex_toyshop_03_title,d_ex_toyshop_03,,1,3000003,ObtainCharacter,5020,1,ObtainCharacter,5030,1,ObtainCharacter,5004,1,None,0,0,None,0,0,None,0,0
1060101,Outpost,10601,5018,Locale_SuddenStory:d_ex_trainstation_01_title,d_ex_trainstation_01,,1,3000003,ObtainCharacter,5020,1,ObtainCharacter,5018,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0
1060102,Outpost,10601,5019,Locale_SuddenStory:d_ex_trainstation_02_title,d_ex_trainstation_02,,1,3000003,ObtainCharacter,5020,1,ObtainCharacter,5019,1,ObtainCharacter,5003,1,ObtainCharacter,5037,1,ObtainCharacter,5018,1,None,0,0
1060103,Outpost,10601,5007,Locale_SuddenStory:d_ex_trainstation_03_title,d_ex_trainstation_03,,1,3000003,ObtainCharacter,5001,1,ObtainCharacter,5007,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0
1070101,Outpost,10701,5043,Locale_SuddenStory:d_ex_workshop_01_title,d_ex_workshop_01,,1,3000003,ObtainCharacter,5021,1,ObtainCharacter,5043,1,None,0,0,None,0,0,None,0,0,None,0,0
1070102,Outpost,10701,5021,Locale_SuddenStory:d_ex_workshop_02_title,d_ex_workshop_02,,1,3000003,ObtainCharacter,5011,1,ObtainCharacter,5021,1,ObtainCharacter,5016,1,ObtainCharacter,5002,1,None,0,0,None,0,0
1070103,Outpost,10701,5032,Locale_SuddenStory:d_ex_workshop_03_title,d_ex_workshop_03,,1,3000003,ObtainCharacter,5011,1,ObtainCharacter,5032,1,None,0,0,None,0,0,None,0,0,None,0,0
1080101,Outpost,10801,5022,Locale_SuddenStory:d_ex_armory_01_title,d_ex_armory_01,,1,3000003,ObtainCharacter,5005,1,ObtainCharacter,5022,1,None,0,0,None,0,0,None,0,0,None,0,0
1080102,Outpost,10801,5023,Locale_SuddenStory:d_ex_armory_02_title,d_ex_armory_02,,1,3000003,ObtainCharacter,3002,1,ObtainCharacter,5023,1,None,0,0,None,0,0,None,0,0,None,0,0
1080103,Outpost,10801,5012,Locale_SuddenStory:d_ex_armory_03_title,d_ex_armory_03,,1,3000003,ObtainCharacter,5012,1,ObtainCharacter,5023,1,None,0,0,None,0,0,None,0,0,None,0,0
1090101,Outpost,10901,5033,Locale_SuddenStory:d_ex_powerplant_01_title,d_ex_powerplant_01,,1,3000003,ObtainCharacter,5001,1,ObtainCharacter,5033,1,None,0,0,None,0,0,None,0,0,None,0,0
1090103,Outpost,10901,5010,Locale_SuddenStory:d_ex_powerplant_03_title,d_ex_powerplant_03,,1,3000003,ObtainCharacter,5010,1,ObtainCharacter,5028,1,None,0,0,None,0,0,None,0,0,None,0,0
1100101,Outpost,11001,5025,Locale_SuddenStory:d_ex_modernbar_01_title,d_ex_modernbar_01,,1,3000003,ObtainCharacter,5025,1,ObtainCharacter,5036,1,None,0,0,None,0,0,None,0,0,None,0,0
1100102,Outpost,11001,5041,Locale_SuddenStory:d_ex_modernbar_02_title,d_ex_modernbar_02,,1,3000003,ObtainCharacter,5041,1,ObtainCharacter,5018,1,ObtainCharacter,5029,1,None,0,0,None,0,0,None,0,0
1100103,Outpost,11001,5040,Locale_SuddenStory:d_ex_modernbar_03_title,d_ex_modernbar_03,,1,3000003,ObtainCharacter,5040,1,ObtainCharacter,5002,1,None,0,0,None,0,0,None,0,0,None,0,0
1110101,Outpost,11101,5034,Locale_SuddenStory:d_ex_library_01_title,d_ex_library_01,,1,3000003,ObtainCharacter,5034,1,ObtainCharacter,5024,1,ObtainCharacter,5023,1,None,0,0,None,0,0,None,0,0
1110102,Outpost,11101,5005,Locale_SuddenStory:d_ex_library_02_title,d_ex_library_02,,1,3000003,ObtainCharacter,5005,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1110103,Outpost,11101,5027,Locale_SuddenStory:d_ex_library_03_title,d_ex_library_03,,1,3000003,ObtainCharacter,5027,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1110104,Outpost,11101,5070,Locale_SuddenStory:d_ex_library_04_title,d_ex_library_04,,1,3000003,ObtainCharacter,5070,1,ObtainCharacter,5014,1,None,0,0,None,0,0,None,0,0,None,0,0
1120101,Outpost,11201,5038,Locale_SuddenStory:d_ex_hospital_01_title,d_ex_hospital_01,,1,3000003,ObtainCharacter,5026,1,ObtainCharacter,5038,1,None,0,0,None,0,0,None,0,0,None,0,0
1120102,Outpost,11201,5027,Locale_SuddenStory:d_ex_hospital_02_title,d_ex_hospital_02,,1,3000003,ObtainCharacter,5026,1,ObtainCharacter,5027,1,ObtainCharacter,5041,1,None,0,0,None,0,0,None,0,0
1120103,Outpost,11201,5026,Locale_SuddenStory:d_ex_hospital_03_title,d_ex_hospital_03,,1,3000003,ObtainCharacter,5026,1,ObtainCharacter,5043,1,None,0,0,None,0,0,None,0,0,None,0,0
1130101,Outpost,11301,5010,Locale_SuddenStory:d_ex_cafe_01_title,d_ex_cafe_01,,1,3000003,ObtainCharacter,5010,1,ObtainCharacter,5002,1,ObtainCharacter,5028,1,None,0,0,None,0,0,None,0,0
1130102,Outpost,11301,5002,Locale_SuddenStory:d_ex_cafe_02_title,d_ex_cafe_02,,1,3000003,ObtainCharacter,5010,1,ObtainCharacter,5002,1,ObtainCharacter,5028,1,None,0,0,None,0,0,None,0,0
1130103,Outpost,11301,5028,Locale_SuddenStory:d_ex_cafe_03_title,d_ex_cafe_03,,1,3000003,ObtainCharacter,5028,1,ObtainCharacter,5002,1,ObtainCharacter,3007,1,ObtainCharacter,5005,1,ObtainCharacter,5010,1,None,0,0
1140101,Outpost,11401,5014,Locale_SuddenStory:d_ex_theater_01_title,d_ex_theater_01,,1,3000003,ObtainCharacter,5014,1,ObtainCharacter,5041,1,None,0,0,None,0,0,None,0,0,None,0,0
1140102,Outpost,11401,5030,Locale_SuddenStory:d_ex_theater_02_title,d_ex_theater_02,,1,3000003,ObtainCharacter,5030,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1140103,Outpost,11401,5025,Locale_SuddenStory:d_ex_theater_03_title,d_ex_theater_03,,1,3000003,ObtainCharacter,5025,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0
1140104,Outpost,11401,5020,Locale_SuddenStory:d_ex_theater_04_title,d_ex_theater_04,,1,3000003,ObtainCharacter,5025,1,ObtainCharacter,5074,1,ObtainCharacter,5020,1,None,0,0,None,0,0,None,0,0
1150101,Outpost,11501,3006,Locale_SuddenStory:d_ex_mysteryclub_01_title,d_ex_mysteryclub_01,,1,3000003,ObtainCharacter,3006,1,ObtainCharacter,5006,1,None,0,0,None,0,0,None,0,0,None,0,0
1150102,Outpost,11501,5006,Locale_SuddenStory:d_ex_mysteryclub_02_title,d_ex_mysteryclub_02,,1,3000003,ObtainCharacter,3006,1,ObtainCharacter,5006,1,ObtainCharacter,5019,1,None,0,0,None,0,0,None,0,0
1150103,Outpost,11501,5021,Locale_SuddenStory:d_ex_mysteryclub_03_title,d_ex_mysteryclub_03,,1,3000003,ObtainCharacter,3006,1,ObtainCharacter,5006,1,ObtainCharacter,5021,1,None,0,0,None,0,0,None,0,0
1150104,Outpost,11501,5070,Locale_SuddenStory:d_ex_mysteryclub_04_title,d_ex_mysteryclub_04,,1,3000003,ObtainCharacter,5070,1,ObtainCharacter,3006,1,None,0,0,None,0,0,None,0,0,None,0,0
