level,exp,reward_id
1,100,30
2,300,30
3,600,30
4,1000,30
5,1500,30
6,2100,30
7,2700,30
8,3400,30
9,4100,30
10,5000,30
11,5800,30
12,6800,30
13,7800,30
14,8800,30
15,9900,30
16,11100,30
17,12300,30
18,13600,30
19,14900,30
20,16200,30
21,17600,30
22,19100,30
23,20600,30
24,22200,30
25,23700,30
26,25400,30
27,27100,30
28,28800,30
29,30600,30
30,32400,30
31,34300,30
32,36200,30
33,38100,30
34,40100,30
35,42100,30
36,44200,30
37,46300,30
38,48400,30
39,50600,30
40,52900,30
41,55100,30
42,57400,30
43,59800,30
44,62200,30
45,64600,30
46,67000,30
47,69500,30
48,72100,30
49,74700,30
50,77300,30
51,79900,30
52,82600,30
53,85300,30
54,88100,30
55,90900,30
56,93700,30
57,96600,30
58,99500,30
59,102400,30
60,105400,30
61,108400,30
62,111400,30
63,114500,30
64,117600,30
65,120700,30
66,123900,30
67,127100,30
68,130300,30
69,133600,30
70,136900,30
71,140300,30
72,143700,30
73,147100,30
74,150500,30
75,154000,30
76,157500,30
77,161000,30
78,164600,30
79,168200,30
80,171800,30
81,175500,30
82,179200,30
83,182900,30
84,186700,30
85,190500,30
86,194300,30
87,198200,30
88,202100,30
89,206000,30
90,209900,30
91,213900,30
92,217900,30
93,222000,30
94,226100,30
95,230200,30
96,234300,30
97,238500,30
98,242700,30
99,246900,30
100,251100,30
101,255400,30
102,259700,30
103,264100,30
104,268500,30
105,272900,30
106,277300,30
107,281800,30
108,286200,30
109,290800,30
110,295300,30
111,299900,30
112,304500,30
113,309100,30
114,313800,30
115,318500,30
116,323200,30
117,328000,30
118,332800,30
119,337600,30
120,342400,30
121,347300,30
122,352200,30
123,357100,30
124,362000,30
125,367000,30
126,372000,30
127,377100,30
128,382100,30
129,387200,30
130,392300,30
131,397500,30
132,402600,30
133,407800,30
134,413100,30
135,418300,30
136,423600,30
137,428900,30
138,434300,30
139,439600,30
140,445000,30
141,450400,30
142,455900,30
143,461300,30
144,466800,30
145,472400,30
146,477900,30
147,483500,30
148,489100,30
149,494700,30
150,500400,30
151,506100,30
152,511800,30
153,517500,30
154,523300,30
155,529100,30
156,534900,30
157,540700,30
158,546600,30
159,552500,30
160,558400,30
161,564400,30
162,570300,30
163,576300,30
164,582400,30
165,588400,30
166,594500,30
167,600600,30
168,606700,30
169,612900,30
170,619100,30
171,625300,30
172,631500,30
173,637700,30
174,644000,30
175,650300,30
176,656700,30
177,663000,30
178,669400,30
179,675800,30
180,682200,30
181,688700,30
182,695200,30
183,701700,30
184,708200,30
185,714800,30
186,721300,30
187,727900,30
188,734600,30
189,741200,30
190,747900,30
191,754600,30
192,761300,30
193,768100,30
194,774900,30
195,781700,30
196,788500,30
197,795400,30
198,802200,30
199,809100,30
200,816100,30
201,823000,30
202,830000,30
203,837000,30
204,844000,30
205,851100,30
206,858100,30
207,865200,30
208,872300,30
209,879500,30
210,886600,30
211,893800,30
212,901000,30
213,908300,30
214,915500,30
215,922800,30
216,930100,30
217,937500,30
218,944800,30
219,952200,30
220,959600,30
221,967000,30
222,974500,30
223,982000,30
224,989500,30
225,997000,30
226,1004500,30
227,1012100,30
228,1019700,30
229,1027300,30
230,1034900,30
231,1042600,30
232,1050300,30
233,1058000,30
