id,manager_id,icon_resource,item_name_localkey,item_description_localkey
100101,1001,icn_event_story_item_whitememory_1,Locale_Event:whitememory_item_1_name,Locale_Event:whitememory_item_1_description
100102,1001,icn_event_story_item_whitememory_2,Locale_Event:whitememory_item_2_name,Locale_Event:whitememory_item_2_description
100103,1001,icn_event_story_item_whitememory_3,Locale_Event:whitememory_item_3_name,Locale_Event:whitememory_item_3_description
100104,1001,icn_event_story_item_whitememory_4,Locale_Event:whitememory_item_4_name,Locale_Event:whitememory_item_4_description
100105,1001,icn_event_story_item_whitememory_5,Locale_Event:whitememory_item_5_name,Locale_Event:whitememory_item_5_description
100106,1001,icn_event_story_item_whitememory_6,Locale_Event:whitememory_item_6_name,Locale_Event:whitememory_item_6_description
100107,1001,icn_event_story_item_whitememory_7,Locale_Event:whitememory_item_7_name,Locale_Event:whitememory_item_7_description
100108,1001,icn_event_story_item_whitememory_8,Locale_Event:whitememory_item_8_name,Locale_Event:whitememory_item_8_description
100109,1001,icn_event_story_item_whitememory_9,Locale_Event:whitememory_item_9_name,Locale_Event:whitememory_item_9_description
100110,1001,icn_event_story_item_whitememory_10,Locale_Event:whitememory_item_10_name,Locale_Event:whitememory_item_10_description
100111,1001,icn_event_story_item_whitememory_11,Locale_Event:whitememory_item_11_name,Locale_Event:whitememory_item_11_description
100112,1001,icn_event_story_item_whitememory_12,Locale_Event:whitememory_item_12_name,Locale_Event:whitememory_item_12_description
100113,1001,icn_event_story_item_whitememory_13,Locale_Event:whitememory_item_13_name,Locale_Event:whitememory_item_13_description
100114,1001,icn_event_story_item_whitememory_14,Locale_Event:whitememory_item_14_name,Locale_Event:whitememory_item_14_description
10100101,101001,icn_event_story_item_whitememory_1,Locale_Event:whitememory_item_1_name,Locale_Event:whitememory_item_1_description
10100102,101001,icn_event_story_item_whitememory_2,Locale_Event:whitememory_item_2_name,Locale_Event:whitememory_item_2_description
10100103,101001,icn_event_story_item_whitememory_3,Locale_Event:whitememory_item_3_name,Locale_Event:whitememory_item_3_description
10100104,101001,icn_event_story_item_whitememory_4,Locale_Event:whitememory_item_4_name,Locale_Event:whitememory_item_4_description
10100105,101001,icn_event_story_item_whitememory_5,Locale_Event:whitememory_item_5_name,Locale_Event:whitememory_item_5_description
10100106,101001,icn_event_story_item_whitememory_6,Locale_Event:whitememory_item_6_name,Locale_Event:whitememory_item_6_description
10100107,101001,icn_event_story_item_whitememory_7,Locale_Event:whitememory_item_7_name,Locale_Event:whitememory_item_7_description
10100108,101001,icn_event_story_item_whitememory_8,Locale_Event:whitememory_item_8_name,Locale_Event:whitememory_item_8_description
10100109,101001,icn_event_story_item_whitememory_9,Locale_Event:whitememory_item_9_name,Locale_Event:whitememory_item_9_description
10100110,101001,icn_event_story_item_whitememory_10,Locale_Event:whitememory_item_10_name,Locale_Event:whitememory_item_10_description
10100111,101001,icn_event_story_item_whitememory_11,Locale_Event:whitememory_item_11_name,Locale_Event:whitememory_item_11_description
10100112,101001,icn_event_story_item_whitememory_12,Locale_Event:whitememory_item_12_name,Locale_Event:whitememory_item_12_description
10100113,101001,icn_event_story_item_whitememory_13,Locale_Event:whitememory_item_13_name,Locale_Event:whitememory_item_13_description
10100114,101001,icn_event_story_item_whitememory_14,Locale_Event:whitememory_item_14_name,Locale_Event:whitememory_item_14_description
