id,field_type,field_difficulty,field_id,is_archive_data,trigger_type,is_show_approach_signal,marker_resource,dialog_filter_resource,dialog_group_id,dialog_group_start_delay,dialog_group_end_delay,is_awake_load,spawn_condition_stage,condition_check_stage_event_id,spawn_condition_time,spawn_condition_echo_trigger,is_change_jukebox,jukebox_id,jukebox_start_position,environmental_sound_decrease
31601,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31601,0,150,True,0,0,-207705728,0,False,0,0,0
31602,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31602,0,150,True,0,0,-207705728,0,False,0,0,0
31603,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31603,0,150,False,106110105,40061,-207705728,0,False,0,0,0
31604,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31604,0,150,False,106110105,40061,-207705728,0,False,0,0,0
31605,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31605,0,150,False,106110105,40061,-207705728,0,False,0,0,0
31606,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31606,0,150,False,106110110,40061,-207705728,0,False,0,0,0
31607,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31607,0,150,False,106110112,40061,-207705728,0,False,0,0,0
31608,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31608,0,150,False,106210105,40062,-1748055680,0,False,0,0,0
31609,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31609,0,150,False,106210105,40062,-1748055680,0,False,0,0,0
31610,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31610,0,150,False,106210105,40062,-1748055680,0,False,0,0,0
31611,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31611,0,150,False,106210110,40062,-1748055680,0,False,0,0,0
31612,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31612,0,150,False,106210110,40062,-1748055680,0,False,0,0,0
31613,Event,None,10016,False,Manual,True,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31613,0,150,False,106210110,40062,-1748055680,0,False,0,0,0
31614,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31614,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31615,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31615,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31616,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31616,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31617,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31617,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31618,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31618,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31619,Event,None,10016,False,Auto,False,sprite_btn_echo_trigger_oldtales,echo_dialogfilter_oldtales_01,31619,0,150,False,106220112,40062,-1748055680,0,False,0,0,0
31901,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31901,0,150,False,107510101,40075,-207705728,0,False,0,0,0
31902,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31902,0,150,False,107510105,40075,-207705728,0,False,0,0,0
31903,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31903,0,150,False,107510105,40075,-207705728,0,False,0,0,0
31904,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31904,0,150,False,107510105,40075,-207705728,0,False,0,0,0
31905,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31905,0,150,False,107510105,40075,-207705728,0,False,0,0,0
31906,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31906,0,150,False,107510110,40075,-207705728,0,False,0,0,0
31907,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31907,0,150,False,107510110,40075,-207705728,0,False,0,0,0
31908,Event,None,10019,False,Manual,True,sprite_btn_echo_trigger_aquarium,echo_dialogfilter_uSphere_01,31908,0,150,False,107510110,40075,-207705728,0,False,0,0,0
