id,group_id,timeline_value,timeline_isloop,timeline_spawn_group,timeline_loop_count,timeline_loop_interval,timeline_actiontype,timeline_actiontype_value/0/timeline_actiontype_value,timeline_actiontype_value/1/timeline_actiontype_value,timeline_actiontype_value/10/timeline_actiontype_value,timeline_actiontype_value/11/timeline_actiontype_value,timeline_actiontype_value/2/timeline_actiontype_value,timeline_actiontype_value/3/timeline_actiontype_value,timeline_actiontype_value/4/timeline_actiontype_value,timeline_actiontype_value/5/timeline_actiontype_value,timeline_actiontype_value/6/timeline_actiontype_value,timeline_actiontype_value/7/timeline_actiontype_value,timeline_actiontype_value/8/timeline_actiontype_value,timeline_actiontype_value/9/timeline_actiontype_value
110001,101001,0,False,0,0,0,Countdown,,,,,,,,,,,,
110002,101001,0,False,800500,0,0,ItemSpawn,,,,,,,,,,,,
110003,101001,0,True,110101,-1,700,MonsterGroupSpawn,,,,,,,,,,,,
110004,101001,6000,True,112001,-1,4000,MonsterGroupSpawn,,,,,4000,,,,,,,
110005,101001,12000,False,110101,0,0,StopMonsterGroupSpawn,,,,,1,,,,,,,
110006,101001,12000,True,110102,-1,600,MonsterGroupSpawn,,,,,2,,,,,,,
110007,101001,18000,False,119001,0,0,TargetNormalMonsterSpawn,,,,,3,,,,,,,
110008,101001,24000,False,110102,0,0,StopMonsterGroupSpawn,,,,,4,,,,,,,
110009,101001,24000,True,110103,-1,500,MonsterGroupSpawn,,,,,5,,,,,,,
110010,101001,30000,False,112001,0,0,StopMonsterGroupSpawn,,,,,4000,,,,,,,
110011,101001,30000,True,112002,-1,4000,MonsterGroupSpawn,,,,,,,,,,,,
110012,101001,30000,True,118001,-1,4000,MonsterGroupSpawn,,,,,6,,,,,,,
110013,101001,36000,False,119002,0,0,TargetNormalMonsterSpawn,,,,,7,,,,,,,
110014,101001,36000,False,110103,0,0,StopMonsterGroupSpawn,,,,,8,,,,,,,
110015,101001,36000,True,110104,-1,350,MonsterGroupSpawn,,,,,9,,,,,,,
110016,101001,48000,False,110104,0,0,StopMonsterGroupSpawn,,,,,10,,,,,,,
110017,101001,48000,True,110105,-1,250,MonsterGroupSpawn,,,,,11,,,,,,,
110018,101001,53990,False,0,0,0,Balloon,NKS_Balloon_SNW_Group_22,,,,,,,,,,,
110019,101001,53990,False,0,0,0,Balloon,NKS_Balloon_DRT_Group_22,,,,,,,,,,,
110020,101001,53990,False,0,0,0,Balloon,NKS_Balloon_SCR_Group_22,,,,,,,,,,,
110021,101001,53990,False,0,0,0,Balloon,NKS_Balloon_RPZ_Group_22,,,,,,,,,,,
110022,101001,53990,False,0,0,0,Balloon,NKS_Balloon_RHD_Group_22,,,,,,,,,,,
110023,101001,54000,False,119003,0,0,TargetNormalMonsterSpawn,,,,,12,,,,,,,
110024,101001,59990,False,0,0,0,Dialog,1ann_mini_ending_snowwhite,,,,,,,,,,,
110025,101001,60000,False,0,0,0,Stage_Clear,,,,,,,,,,,,
120001,102001,0,False,0,0,0,Countdown,,,,,,,,,,,,
120002,102001,0,False,800100,0,0,ItemSpawn,,,,,,,,,,,,
120003,102001,0,True,110101,-1,700,MonsterGroupSpawn,,,,,,,,,,,,
120004,102001,6000,True,112001,-1,4000,MonsterGroupSpawn,,,,,4000,,,,,,,
120005,102001,12000,False,110101,0,0,StopMonsterGroupSpawn,,,,,1,,,,,,,
120006,102001,12000,True,110102,-1,600,MonsterGroupSpawn,,,,,2,,,,,,,
120007,102001,18000,False,119001,0,0,TargetNormalMonsterSpawn,,,,,3,,,,,,,
120008,102001,24000,False,110102,0,0,StopMonsterGroupSpawn,,,,,4,,,,,,,
120009,102001,24000,True,110103,-1,500,MonsterGroupSpawn,,,,,5,,,,,,,
120010,102001,30000,False,112001,0,0,StopMonsterGroupSpawn,,,,,4000,,,,,,,
120011,102001,30000,True,112002,-1,4000,MonsterGroupSpawn,,,,,,,,,,,,
120012,102001,30000,True,118001,-1,4000,MonsterGroupSpawn,,,,,6,,,,,,,
120013,102001,36000,False,119002,0,0,TargetNormalMonsterSpawn,,,,,7,,,,,,,
120014,102001,36000,False,110103,0,0,StopMonsterGroupSpawn,,,,,8,,,,,,,
120015,102001,36000,True,110104,-1,350,MonsterGroupSpawn,,,,,9,,,,,,,
120016,102001,48000,False,110104,0,0,StopMonsterGroupSpawn,,,,,10,,,,,,,
120017,102001,48000,True,110105,-1,250,MonsterGroupSpawn,,,,,11,,,,,,,
