id,group_id,event_id,event_target,condition_missionclear,condition_stageclear,condition_time,event_type,event_value,event_check_condition
10100301,101003,0,Field,0,0,-1059938304,TimeLineAction,febg_lostcity_001_timeline_introaction,None
10100302,101003,0,Field,0,101310101,-207705728,IncreaseDummy,7,None
10100303,101003,0,Field,0,101310103,-207705728,IncreaseDummy,1,None
10100304,101003,0,Field,0,101310106,-207705728,IncreaseDummy,0,None
10100305,101003,0,Field,0,101410101,-207705728,IncreaseDummy,1,None
10100306,101003,0,Field,0,101410106,-207705728,IncreaseDummy,0,None
10100307,101003,0,Field,0,101410110,-207705728,IncreaseDummy,0,None
1020030101,10200301,0,NPC,0,0,-1059938304,Spawn,,None
1020030102,10200301,0,NPC,0,101310108,-207705728,Despawn,,None
1020030201,10200302,0,NPC,0,0,1206140928,Despawn,,None
1020030202,10200302,0,NPC,0,101310108,-207705728,Spawn,,None
1020030203,10200302,0,NPC,0,101310112,-207705728,Despawn,,None
1020030301,10200303,0,NPC,0,0,1206140928,Despawn,,None
1020030302,10200303,0,NPC,0,101310112,-207705728,Spawn,,None
1020030303,10200303,0,NPC,0,101410101,-207705728,Despawn,,None
1020030401,10200304,0,NPC,0,0,1206140928,Despawn,,None
1020030402,10200304,0,NPC,0,101410101,-207705728,Spawn,,None
1020030403,10200304,0,NPC,0,101410106,-207705728,Despawn,,None
1020030501,10200305,0,NPC,0,0,1206140928,Despawn,,None
1020030502,10200305,0,NPC,0,101410106,-207705728,Spawn,,None
1020030503,10200305,0,NPC,0,101410108,-207705728,Despawn,,None
1020030601,10200306,0,NPC,0,0,1206140928,Despawn,,None
1020030602,10200306,0,NPC,0,101410108,-207705728,Spawn,,None
1020030603,10200306,0,NPC,0,101410110,-207705728,Despawn,,None
1020030701,10200307,0,NPC,0,0,-1059938304,Spawn,,None
1020030702,10200307,0,NPC,0,101310110,-207705728,Despawn,,None
1020030801,10200308,0,NPC,0,0,1206140928,Despawn,,None
1020030802,10200308,0,NPC,0,101310110,-207705728,Spawn,,None
1020030803,10200308,0,NPC,0,101310112,-207705728,Despawn,,None
1020030901,10200309,0,NPC,0,0,1206140928,Despawn,,None
1020030902,10200309,0,NPC,0,101310112,-207705728,Spawn,,None
1020030903,10200309,0,NPC,0,101410101,-207705728,Despawn,,None
1020031001,10200310,0,NPC,0,0,1206140928,Despawn,,None
1020031002,10200310,0,NPC,0,101410101,-207705728,Spawn,,None
1020031003,10200310,0,NPC,0,101410106,-207705728,Despawn,,None
1020031101,10200311,0,NPC,0,0,1206140928,Despawn,,None
1020031102,10200311,0,NPC,0,101410106,-207705728,Spawn,,None
1020031103,10200311,0,NPC,0,101410108,-207705728,Despawn,,None
1020031201,10200312,0,NPC,0,0,1206140928,Despawn,,None
1020031202,10200312,0,NPC,0,101410108,-207705728,Spawn,,None
1020031203,10200312,0,NPC,0,101410110,-207705728,Despawn,,None
1020031301,10200313,0,NPC,0,0,-1059938304,Spawn,,None
1020031302,10200313,0,NPC,0,101310110,-207705728,Despawn,,None
1020031401,10200314,0,NPC,0,0,1206140928,Despawn,,None
1020031402,10200314,0,NPC,0,101310110,-207705728,Spawn,,None
1020031403,10200314,0,NPC,0,101310112,-207705728,Despawn,,None
1020031501,10200315,0,NPC,0,0,1206140928,Despawn,,None
1020031502,10200315,0,NPC,0,101310112,-207705728,Spawn,,None
1020031503,10200315,0,NPC,0,101410101,-207705728,Despawn,,None
1020031601,10200316,0,NPC,0,0,1206140928,Despawn,,None
