Key,Value
1000_skin_group,Default Theme
2000_skin_group,Special Theme
1000_10801_name,Armory Lv. 1
1000_10802_name,Armory Lv. 2
1000_10803_name,Armory Lv. 3
1000_10804_name,Armory Lv. 4
1000_10805_name,Armory Lv. 5
1000_22401_name,Command Center Lv. 1
1000_22402_name,Command Center Lv. 2
1000_22403_name,Command Center Lv. 3
1000_22404_name,Command Center Lv. 4
1000_22405_name,Command Center Lv. 5
1000_12001_name,Radio Tower Lv. 1
1000_12002_name,Radio Tower Lv. 2
1000_12003_name,Radio Tower Lv. 3
1000_12004_name,Radio Tower Lv. 4
1000_12005_name,Radio Tower Lv. 5
1000_11301_name,Cafe Lv. 1
1000_11302_name,Cafe Lv. 2
1000_11303_name,Cafe Lv. 3
1000_11304_name,Cafe Lv. 4
1000_11305_name,Cafe Lv. 5
1000_23201_name,Bulletin Board Lv. 1
1000_23202_name,Bulletin Board Lv. 2
1000_23203_name,Bulletin Board Lv. 3
1000_23204_name,Bulletin Board Lv. 4
1000_23205_name,Bulletin Board Lv. 5
1000_23206_name,Bulletin Board Lv. 6
1000_23207_name,Bulletin Board Lv. 7
1000_11201_name,Hospital Lv. 1
1000_11202_name,Hospital Lv. 2
1000_11203_name,Hospital Lv. 3
1000_11204_name,Hospital Lv. 4
1000_11205_name,Hospital Lv. 5
1000_11901_name,Shopping Mall Lv. 1
1000_11902_name,Shopping Mall Lv. 2
1000_11903_name,Shopping Mall Lv. 3
1000_11904_name,Shopping Mall Lv. 4
1000_11905_name,Shopping Mall Lv. 5
1000_12301_name,Fitness Club Lv. 1
1000_12302_name,Fitness Club Lv. 2
1000_12303_name,Fitness Club Lv. 3
1000_12304_name,Fitness Club Lv. 4
1000_12305_name,Fitness Club Lv. 5
1000_10201_name,Police Station Lv. 1
1000_10202_name,Police Station Lv. 2
1000_10203_name,Police Station Lv. 3
1000_10204_name,Police Station Lv. 4
1000_10205_name,Police Station Lv. 5
1000_11001_name,Trendy Bar Lv. 1
1000_11002_name,Trendy Bar Lv. 2
1000_11003_name,Trendy Bar Lv. 3
1000_11004_name,Trendy Bar Lv. 4
1000_11005_name,Trendy Bar Lv. 5
1000_10301_name,Hotel Lv. 1
1000_10302_name,Hotel Lv. 2
1000_10303_name,Hotel Lv. 3
1000_10304_name,Hotel Lv. 4
1000_10305_name,Hotel Lv. 5
1000_10101_name,Observatory Lv. 1
1000_10102_name,Observatory Lv. 2
1000_10103_name,Observatory Lv. 3
1000_10104_name,Observatory Lv. 4
1000_10105_name,Observatory Lv. 5
1000_10701_name,Workshop Lv. 1
1000_10702_name,Workshop Lv. 2
1000_10703_name,Workshop Lv. 3
1000_10704_name,Workshop Lv. 4
1000_10705_name,Workshop Lv. 5
1000_10601_name,Train Station Lv. 1
1000_10602_name,Train Station Lv. 2
1000_10603_name,Train Station Lv. 3
1000_10604_name,Train Station Lv. 4
1000_10605_name,Train Station Lv. 5
1000_23101_name,Elevator Lv. 1
1000_23102_name,Elevator Lv. 2
1000_23103_name,Elevator Lv. 3
1000_23104_name,Elevator Lv. 4
1000_23105_name,Elevator Lv. 5
1000_22700_name,Synchro Device Lv. 0
1000_22701_name,Synchro Device Lv. 1
1000_22702_name,Synchro Device Lv. 2
1000_22703_name,Synchro Device Lv. 3
1000_22704_name,Synchro Device Lv. 4
1000_22705_name,Synchro Device Lv. 5
1000_22800_name,Recycling Room Lv. 0
1000_22801_name,Recycling Room Lv. 1
1000_22802_name,Recycling Room Lv. 2
1000_22803_name,Recycling Room Lv. 3
1000_22804_name,Recycling Room Lv. 4
1000_22805_name,Recycling Room Lv. 5
1000_22900_name,Tactics Academy Lv. 0
1000_22901_name,Tactics Academy Lv. 1
1000_22902_name,Tactics Academy Lv. 2
1000_22903_name,Tactics Academy Lv. 3
1000_22904_name,Tactics Academy Lv. 4
1000_22905_name,Tactics Academy Lv. 5
1000_23001_name,Infrastructure Core Lv. 1
1000_10401_name,Maid Cafe Lv. 1
1000_10402_name,Maid Cafe Lv. 2
1000_10403_name,Maid Cafe Lv. 3
1000_10404_name,Maid Cafe Lv. 4
1000_10405_name,Maid Cafe Lv. 5
1000_10501_name,Toy Store Lv. 1
1000_10502_name,Toy Store Lv. 2
1000_10503_name,Toy Store Lv. 3
1000_10504_name,Toy Store Lv. 4
1000_10505_name,Toy Store Lv. 5
1000_10901_name,Generator Lv. 1
1000_10902_name,Generator Lv. 2
1000_10903_name,Generator Lv. 3
