Key,Value
m_subquest_1011_s_1,Hi!
m_subquest_1011_s_2,"You must be {AccountData.NickName}, right?"
m_subquest_1011_s_3,Who are you?
m_subquest_1011_s_4,Chilipepper
m_subquest_1011_s_5,Someone who's very curious about you.
m_subquest_1011_s_6,How did you get my number?
m_subquest_1011_s_7,??
m_subquest_1011_s_8,What?
m_subquest_1011_s_9,Don't you know?
m_subquest_1011_s_10,"Well, I didn't think the military academy would tell students about it. Haha."
m_subquest_1011_s_11,Military academy graduates are highly sought after.
m_subquest_1011_s_12,It's safe to say that you graduates have the attention of all the people in Ark.
m_subquest_1011_s_13,"Talk about elite, right? Haha."
m_subquest_1011_s_14,Not to mention that you can ask Nikkes to do whatever you want.
m_subquest_1011_s_15,"There are many opportunistic people in the Ark, you know."
m_subquest_1011_s_16,Including myself.
m_subquest_1011_s_17,So the info of military academy graduates
m_subquest_1011_s_18,naturally gets leaked and put up for sale the moment they graduate.
m_subquest_1011_s_19,How much?
m_subquest_1011_s_20,Cheap.
m_subquest_1011_s_21,A lot cheaper than you think.
m_subquest_1011_s_22,You'd be surprised.
m_subquest_1011_s_23,So I guess I'm not the only one who has the information.
m_subquest_1011_s_24,"Like I said, there are many opportunistic people in the Ark."
m_subquest_1011_s_25,So what are you after?
m_subquest_1011_s_26,Whoa.
m_subquest_1011_s_27,"You're a fast thinker, aren't you?"
m_subquest_1011_s_28,Elite indeed. Haha.
m_subquest_1011_s_29,I need a favor from you.
m_subquest_1011_s_30,Remember the place where you did your first mission?
m_subquest_1011_s_31,I need you to confirm something there.
m_subquest_1011_s_32,Confirm?
m_subquest_1011_s_33,Okay.
m_subquest_1011_s_34,I'll give you the coordinates.
m_subquest_1011_s_35,You should find a ceramic tile that's different from others there.
m_subquest_1011_s_36,I need you to confirm what is under that tile.
m_subquest_1011_s_37,Ah.
m_subquest_1011_s_38,I'll make the trip worth your while.
m_subquest_1011_s_39,"I do have good conscience, you know. Hahaha."
m_subquest_1011_s_40,What do you say? Interested?
m_subquest_1011_s_41,"All right, I got it."
m_subquest_1011_s_42,Oh.
m_subquest_1011_s_43,I'll be waiting.
d_subquest_1011_1,"What's their name again? Chilipepper? Chalipepper? Whatever. This is the place she talked about, right?"
d_subquest_1011_2,"Yes, the coordinates led us here."
d_subquest_1011_3,"Commander, the floor."
d_subquest_1011_4,One of the tiles is indeed different from others.
d_subquest_1011_5,"There's a little handle, too. It looks like the tile can be opened."
d_subquest_1011_6,So should we open it?
d_subquest_1011_7,I don't feel good about this. Can we trust her?
d_subquest_1011_8,It doesn't look dangerous.
d_subquest_1011_9,Hm... That's true.
d_subquest_1011_10,Then I'll open it.
d_subquest_1011_11,*Creak*
d_subquest_1011_12,*Bang*
d_subquest_1011_13,Ah!
d_subquest_1011_14,Did I frighten you?
d_subquest_1011_15,"Yes, you did!"
d_subquest_1011_16,"Check this out, Commander."
d_subquest_1011_17,Rapi passes me a wine bottle.
d_subquest_1011_18,... A wine bottle?
d_subquest_1011_19,A wine bottle.
d_subquest_1011_20,"Oh, that's boring."
d_subquest_1011_21,*Bang*
d_subquest_1011_22,... What the hell?
d_subquest_1011_23,"You said it was boring, so I thought I could spice things up a little."
d_subquest_1011_24,"Well, ain't you clever?"
m_subquest_1011_e_1,This is your reward.
