Key,Value
m_ex_absolut_01_1,Ta-da!
m_ex_absolut_01_2,This is the chat room of Absolute!
m_ex_absolut_01_3,Woah!
m_ex_absolut_01_4,Was Commander added just now?
m_ex_absolut_01_5,Already in the group chat?
m_ex_absolut_01_6,Yup.
m_ex_absolut_01_7,"Oh, dear."
m_ex_absolut_01_8,They're really in here. T_T
m_ex_absolut_01_9,D:
m_ex_absolut_01_10,This idiot can join our chat?
m_ex_absolut_01_11,I'm gonna mute the notifications.
m_ex_absolut_01_12,Why add me to the group chat?
m_ex_absolut_01_13,Ah-
m_ex_absolut_01_14,Haha.
m_ex_absolut_01_15,Vesti said that...
m_ex_absolut_01_16,DM-ing you is too...
m_ex_absolut_01_17,embarrassing?
m_ex_absolut_01_18,So I decided...
m_ex_absolut_01_19,to be the middleman for you guys.
m_ex_absolut_01_20,Argh!
m_ex_absolut_01_21,How could you just say that up front T_T
m_ex_absolut_01_22,Vesti
m_ex_absolut_01_23,Eh?
m_ex_absolut_01_24,You can relax.
m_ex_absolut_01_25,Huh?
m_ex_absolut_01_26,Just think of me as your friend.
m_ex_absolut_01_27,Hahahaha.
m_ex_absolut_01_28,"Aww, our Vesti..."
m_ex_absolut_01_29,is so cute! Really!
m_ex_absolut_01_30,??
m_ex_absolut_01_31,Whaa! Look at Vesti's face!
m_ex_absolut_01_32,... She's beaming with joy.
m_ex_absolut_01_33,"Vesti, she..."
m_ex_absolut_01_34,took away my phone T_T
m_ex_absolut_01_35,Emma?
m_ex_absolut_01_36,Commander~ T_T
m_ex_absolut_01_37,I take back what I said. T_T
m_ex_absolut_01_38,I did not smile like that.
m_ex_absolut_01_39,Is it Vesti this time?
m_ex_absolut_01_40,Yep T_T
m_ex_absolut_01_41,In case Emma says anything weird in the group chat...
m_ex_absolut_01_42,Please don't take it seriously! OK?
m_ex_absolut_01_43,Why~
m_ex_absolut_01_44,What does it matter if I say anything weird ^_^!
m_ex_absolut_01_45,"Actually, Vesti said that"
m_ex_absolut_01_46,if only someone as gentle as Commander were to be my elder sibling...
m_ex_absolut_01_47,You're so annoying we 589u65^%$&
m_ex_absolut_01_48,... Seems like Emma's phone was taken away again.
m_ex_absolut_02_1,"Hey,"
m_ex_absolut_02_2,has anyone seen Eunhwa?
m_ex_absolut_02_3,Nope.
m_ex_absolut_02_4,Me neither T_T
m_ex_absolut_02_5,Hmm...
m_ex_absolut_02_6,What do I do?
m_ex_absolut_02_7,"I bought a bunch of clothes,"
