Key,Value
d_nikke_admi_01_title,Lost Child
d_nikke_admi_01_1,*Stomach growling*
d_nikke_admi_01_2,Gotta fill my empty stomach
d_nikke_admi_01_3,before returning to the Outpost...
d_nikke_admi_01_4,*Crunch*
d_nikke_admi_01_5,Meow!
d_nikke_admi_01_6,???
d_nikke_admi_01_7,I walk towards the sound.
d_nikke_admi_01_8,*Crunch*
d_nikke_admi_01_9,Don't be in such a hurry.
d_nikke_admi_01_10,It's all yours.
d_nikke_admi_01_11,Meow!
d_nikke_admi_01_12,Admi?
d_nikke_admi_01_13,!!!
d_nikke_admi_01_14,Commander...?
d_nikke_admi_01_15,Why are you here...
d_nikke_admi_01_16,Meow?
d_nikke_admi_01_17,A kitten?
d_nikke_admi_01_18,"Ah, I don't know what that's doing here!"
d_nikke_admi_01_19,"After my mission, I was just walking around..."
d_nikke_admi_01_20,"While on my way back to rest, this kitten suddenly showed up...!"
d_nikke_admi_01_21,Just calm down.
d_nikke_admi_01_22,Sorry. I got carried away...
d_nikke_admi_01_23,...
d_nikke_admi_01_24,"I mean, I happened to meet this little thing on my way back."
d_nikke_admi_01_25,"Surprisingly, she didn't run away from me. She approached me and started reaching for my pocket."
d_nikke_admi_01_26,"I realized that she probably was looking for food.
But, I heard that animals can't eat Splendamin..."
d_nikke_admi_01_27,So I bought some cat food.
d_nikke_admi_01_28,Wait. Do you know who the owner is?
d_nikke_admi_01_29,"Well at first, I thought she was lost. I was actually looking for the owner."
d_nikke_admi_01_30,But her neck caught my attention.
d_nikke_admi_01_31,Neck?
d_nikke_admi_01_32,Every pet in the Ark has a collar
d_nikke_admi_01_33,with a tag of their owner.
d_nikke_admi_01_34,"Using that, we can tell"
d_nikke_admi_01_35,whether a pet is legal or not.
d_nikke_admi_01_36,"If a pet runs away, just like this kitten,"
d_nikke_admi_01_37,we can easily send it back to its owner.
d_nikke_admi_01_38,"However, this kitten has no tag."
d_nikke_admi_01_39,"But, there is a collar."
d_nikke_admi_01_40,... So she was abandoned?
d_nikke_admi_01_41,...
d_nikke_admi_01_42,I'm afraid so. Her owner took the tag and abandoned her.
d_nikke_admi_01_43,...
d_nikke_admi_01_44,Meow—
d_nikke_admi_01_45,"She looks so hungry, how could I not feed her..."
d_nikke_admi_01_46,You have a gentle heart.
d_nikke_admi_01_47,What?
d_nikke_admi_01_48,Why not take her with you?
d_nikke_admi_01_49,That's... impossible.
d_nikke_admi_01_50,We're not allowed to have pets
d_nikke_admi_01_51,because we're just seen as tools...
d_nikke_admi_01_52,...
d_nikke_admi_01_53,"Besides, if I did whatever I wanted, things would be more difficult for Yulha."
d_nikke_admi_01_54,She already has her hands full handling the operations of Privaty and looking after me.
d_nikke_admi_01_55,I can't put more pressure on her.
d_nikke_admi_01_56,"So, I'm not supposed to..."
d_nikke_admi_01_57,Admi stares at the kitten silently.
d_nikke_admi_01_58,Meow?
d_nikke_admi_01_59,We should better report this right away.
d_nikke_admi_01_60,What's the rush? We don't have to report it immediately.
d_nikke_admi_01_61,Huh?
d_nikke_admi_01_62,"I mean, it would be better if we report this to A.C.P.U. later, don't you think?"
d_nikke_admi_01_63,I... I guess.
d_nikke_admi_01_64,Don't you want to stay with her a little longer?
d_nikke_admi_01_65,Well...
d_nikke_admi_01_66,...
d_nikke_admi_01_67,You're right. At least till all the food's been finished.
d_nikke_admi_01_68,Poor little thing... She's really hungry.
d_nikke_admi_01_69,Then we'll wait.
d_nikke_admi_01_70,Thank you! Comman...
d_nikke_admi_01_71,*Growl*
d_nikke_admi_01_72,!!
d_nikke_admi_01_73,!!
d_nikke_admi_01_74,Are you hungry too?
d_nikke_admi_01_75,Nope...
d_nikke_admi_01_76,*Stomach growling—*
d_nikke_admi_01_77,"... Well, I guess I can't hide it."
d_nikke_admi_01_78,Do you want this?
d_nikke_admi_01_79,Admi takes some Splendamin out of her pocket and hands it to me.
d_nikke_admi_01_80,What about you?
d_nikke_admi_01_81,I'm good. You're more likely to need it.
d_nikke_admi_01_82,... Thanks.
d_nikke_admi_01_83,I take a bite of the Splendamin she gave me.
d_nikke_admi_01_84,I can feel it bringing life back into my body!
d_nikke_admi_01_85,*Crunch*
d_nikke_admi_01_86,The chewing noises the kitten and I make last for a while.
d_nikke_admi_01_87,Later.
d_nikke_admi_01_88,"I'm full. Thanks to you, I feel much better."
d_nikke_admi_01_89,Meow—
d_nikke_admi_01_90,Great! You both look like you gave so much energy!
d_nikke_admi_01_91,Meow—
d_nikke_admi_01_92,The kitten approaches Admi's hand.
d_nikke_admi_01_93,Admi reaches out gently...
d_nikke_admi_01_94,!!
d_nikke_admi_01_95,but her hand stops in mid-air.
d_nikke_admi_01_96,Meow?
d_nikke_admi_01_97,??
d_nikke_admi_01_98,Why don't you touch her?
d_nikke_admi_01_99,Ah...
d_nikke_admi_01_100,"For me, physical touch is a love language."
d_nikke_admi_01_101,"It's also a signal, I guess. It shows that I care, and therefore they can trust me."
d_nikke_admi_01_102,"However, with this kitten, there's no way I can really take care of her."
d_nikke_admi_01_103,"If this bond will be broken eventually, it's better if I don't start it at all."
d_nikke_admi_01_104,"Can you imagine? If I show affection through my touch, that kitten will grow fond of me."
d_nikke_admi_01_105,What she doesn't know is that she can be abandoned at any moment. How miserable...
d_nikke_admi_01_106,"I know abandonment, and I wouldn't want the kitten to experience that."
d_nikke_admi_01_107,...
d_nikke_admi_01_108,"Ah, forgive me if you're finding all of this too weird."
d_nikke_admi_01_109,I think we can report to A.C.P.U. now.
d_nikke_admi_01_110,"Thank you for going through this with me, Commander."
d_nikke_admi_01_111,No problem.
d_nikke_admi_01_112,I report the lost kitten to A.C.P.U.
d_nikke_admi_01_113,A member of A.C.P.U. arrives not long after.
d_nikke_admi_01_114,Wowza! Another stray!
d_nikke_admi_01_115,"Being granted a pet permit is not easy, you know? People should take better care of their pets."
d_nikke_admi_01_116,People who abandon their pets are so irresponsible!
d_nikke_admi_01_117,...
d_nikke_admi_01_118,Poli reaches out to the kitten.
d_nikke_admi_01_119,"Come on, li'l kitty! Let's go!"
d_nikke_admi_01_120,Meow!
d_nikke_admi_01_121,"Ignoring Poli's hand, the kitten locks her eyes on Admi."
d_nikke_admi_01_122,You should go now.
d_nikke_admi_01_123,Meow?
d_nikke_admi_01_124,Bye.
d_nikke_admi_01_125,Please be happy...
d_nikke_admi_01_126,Admi turns around and leaves.
d_nikke_admi_01_127,Her bitter smile...
d_nikke_admi_01_128,lingers in my memory.
d_nikke_admi_02_title,Happy Meteor
d_nikke_admi_02_1,Ehemmm...
d_nikke_admi_02_2,??
d_nikke_admi_02_3,Ehemmmmmm...
d_nikke_admi_02_4,"Commander, what's troubling you?"
d_nikke_admi_02_5,I was just wondering what it's like to raise a kitten.
d_nikke_admi_02_6,A kitten?
d_nikke_admi_02_7,"You know, it's illegal to keep a pet without permission."
d_nikke_admi_02_8,"But to answer you, it's difficult..."
d_nikke_admi_02_9,Hey! You! Wanna raise a kitten?
d_nikke_admi_02_10,??
d_nikke_admi_02_11,"Oh, it's a Mr. Mustang commercial."
d_nikke_admi_02_12,Um... What's that...
d_nikke_admi_02_13,I watch the commercial carefully.
d_nikke_admi_02_14,Buy the Happy Meteor Set and get a STAR badge now!
d_nikke_admi_02_15,You can exchange 10 STAR badges for an extremely cute kitten doll!
d_nikke_admi_02_16,"This doll is cuter than you could possibly imagine! When you touch her head, she meows!"
d_nikke_admi_02_17,"And if you touch her chin, she will purr!
All this and more is waiting for you!"
d_nikke_admi_02_18,"We set new standards for Splendamin Burgers!
It's time for Cosmo Taste!!!"
d_nikke_admi_02_19,Cosmo Burger★
d_nikke_admi_02_20,That's it!
d_nikke_admi_02_21,??
m_nikke_admi_02_1,Are you free tonight?
m_nikke_admi_02_2,Commander?
m_nikke_admi_02_3,Yes. Why are you asking?
m_nikke_admi_02_4,Let's go look for a kitten.
m_nikke_admi_02_5,A kitten?
m_nikke_admi_02_6,Another abandoned kitten?
m_nikke_admi_02_7,Nope.
m_nikke_admi_02_8,That's a relief.
m_nikke_admi_02_9,We'll find a kitten you can keep. I hope.
m_nikke_admi_02_10,Huh?
m_nikke_admi_02_11,.
m_nikke_admi_02_12,.
m_nikke_admi_02_13,.
m_nikke_admi_02_14,I already told you...
m_nikke_admi_02_15,I can't.
m_nikke_admi_02_16,I'm sorry.
m_nikke_admi_02_17,Not necessarily. I think there's a way that you can.
m_nikke_admi_02_18,Huh?
m_nikke_admi_02_19,See you tonight.
d_nikke_admi_02_22,I'm meeting Admi tonight.
d_nikke_admi_02_23,In the evening.
d_nikke_admi_02_24,At the fast food restaurant Cosmo Burger.
d_nikke_admi_02_25,"Commander, isn't this..."
d_nikke_admi_02_26,a fast-food restaurant? Are you sure there are kittens here?
d_nikke_admi_02_27,Trust me. I'm sure.
d_nikke_admi_02_28,Here?
d_nikke_admi_02_29,Everybody! It's time for Cosmo Taste★!
d_nikke_admi_02_30,"Welcome to Cosmo Burger★!
What can I get you?"
d_nikke_admi_02_31,"Two Happy Meteor Sets, please."
d_nikke_admi_02_32,"Two Happy Meteor Sets?
OK. I'll be right back with that."
d_nikke_admi_02_33,Did you also order for me?
d_nikke_admi_02_34,Yep.
d_nikke_admi_02_35,"You know, it's all right if I don't eat."
d_nikke_admi_02_36,"Sorry to have kept you waiting.
Please enjoy your Happy Meteor Sets!"
d_nikke_admi_02_37,"Also, our sets come with a gift: a STAR badge!"
d_nikke_admi_02_38,I take the Happy Meteor Set and the STAR badge.
d_nikke_admi_02_39,"If you collect 10 STAR badges, you can exchange them for a cute kitten doll!"
d_nikke_admi_02_40,!!!
d_nikke_admi_02_41,Please enjoy your food!
