Key,Value
d_counseling_admi_01_1,"Commander, if you could only choose one..."
d_counseling_admi_01_2,Which do you prefer: dogs or cats?
d_counseling_admi_01_3,I prefer dogs.
d_counseling_admi_01_4,I'm more fond of cats.
d_counseling_admi_01_5,"I see. So you are a dog person, not a cat person."
d_counseling_admi_01_6,Dogs are quite adorable.
d_counseling_admi_01_7,I am fond of cats as well.
d_counseling_admi_01_8,"They may not look like it, but actually they're pretty sad."
d_counseling_admi_01_9,That's why I want to shower them with as much love as possible.
d_counseling_admi_01_10,I talk to Admi about animals.
d_counseling_admi_02_1,"Because of Privaty and me, Yulha ended up overworking herself."
d_counseling_admi_02_2,I'm quite concerned about her.
d_counseling_admi_02_3,Is there anything I can do to help her out?
d_counseling_admi_02_4,Just say 'Thank you.' She would appreciate that.
d_counseling_admi_02_5,Tell her you'll help her with her work from now on.
d_counseling_admi_02_6,Say 'Thank you'?
d_counseling_admi_02_7,I imagine she would be pretty embarrassed to hear me say that...
d_counseling_admi_02_8,"But, you're right. I really should say it to her."
d_counseling_admi_02_9,"That was very helpful. Thank you very much, Commander."
d_counseling_admi_02_10,Hm... I think Yulha would be furious.
d_counseling_admi_02_11,She'd probably tell me to just worry about doing my own job instead of messing with hers.
d_counseling_admi_02_12,"But, thank you anyway. I'll take it into consideration."
d_counseling_admi_02_13,I talk with Admi about Yulha.
d_counseling_admi_03_1,... Privaty.
d_counseling_admi_03_2,When will she ever grow up?
d_counseling_admi_03_3,It'd be better if you just gave up on that idea.
d_counseling_admi_03_4,"Someday, she will. Someday..."
d_counseling_admi_03_5,You think so?
d_counseling_admi_03_6,"So, it is just wishful thinking... It will never happen."
d_counseling_admi_03_7,...
d_counseling_admi_03_8,"Thank you, Commander. Letting go of false hope makes me feel much better."
d_counseling_admi_03_9,Right. Someday...
d_counseling_admi_03_10,...
d_counseling_admi_03_11,*Sigh*
d_counseling_admi_03_12,I pat Admi's back to show some moral support.
d_counseling_admi_04_1,The Outpost is such a weird place.
d_counseling_admi_04_2,"It's smaller than average, but we have a police station and a courthouse."
d_counseling_admi_04_3,"We have a hospital and a train station, too."
d_counseling_admi_04_4,"What's your favorite place in the Outpost, Commander?"
d_counseling_admi_04_5,The Commander's Room.
d_counseling_admi_04_6,"The courthouse, because it's where you are."
d_counseling_admi_04_7,"Oh... I like it, too."
d_counseling_admi_04_8,Because that's where I can see you.
d_counseling_admi_04_9,!!
d_counseling_admi_04_10,"Oh, really? Thank you, Commander..."
d_counseling_admi_04_11,I'm quite glad you feel that way.
d_counseling_admi_04_12,I spend some time talking about the Outpost with Admi.
d_counseling_admi_05_1,"Commander, what kind of weather do you like?"
d_counseling_admi_05_2,Sunny skies.
d_counseling_admi_05_3,Rainy days.
d_counseling_admi_05_4,I see. Sunshine really does seem to make you happy.
d_counseling_admi_05_5,It's the perfect weather for having fun outside.
d_counseling_admi_05_6,I feel the same way. You know how hard combat can be
d_counseling_admi_05_7,"on a rainy day... But, I do enjoy hearing the sound of the rain."
d_counseling_admi_05_8,The melody of rain helps me cope with my loneliness.
d_counseling_admi_05_9,I talk with Admi about the weather.
d_counseling_admi_06_1,"Commander, we are under the command of the Central Government."
d_counseling_admi_06_2,We must treat their orders as our top priority.
d_counseling_admi_06_3,"Are there times when that makes you feel sad, or even hateful toward us?"
d_counseling_admi_06_4,"Yes, there are times."
d_counseling_admi_06_5,Never.
d_counseling_admi_06_6,I knew it. That's entirely normal.
d_counseling_admi_06_7,"But, Commander, you have been always so sincere and kind to us. Thank you."
d_counseling_admi_06_8,Thank you for staying true to us.
d_counseling_admi_06_9,Really?
d_counseling_admi_06_10,...
d_counseling_admi_06_11,"Even if you are not really being honest, thank you for saying that."
d_counseling_admi_06_12,I spend some more quality time with Admi.
d_counseling_admi_07_1,"Commander, do you have an ideal type?"
d_counseling_admi_07_2,Someone who is mature.
d_counseling_admi_07_3,Someone who is cute.
d_counseling_admi_07_4,"Oh, is that so?"
d_counseling_admi_07_5,It is physically impossible for me to look mature.
d_counseling_admi_07_6,I... understand.
d_counseling_admi_07_7,"Then, I guess I'm lucky to look like this."
d_counseling_admi_07_8,"I'm not saying I'm cute, but..."
d_counseling_admi_07_9,"... I feel that if I work hard, I can be closer to the kind of woman you like."
d_counseling_admi_07_10,I talk to Admi about ideal types.
d_counseling_admi_08_1,People always say that no love lasts forever...
d_counseling_admi_08_2,Do you agree with that?
d_counseling_admi_08_3,Eternal love does exist.
d_counseling_admi_08_4,Eternal love is a lie.
d_counseling_admi_08_5,"I knew you would say that, Commander."
d_counseling_admi_08_6,"To be honest, I'm also hoping that such a love really exists."
d_counseling_admi_08_7,"... Thank you, Commander."
d_counseling_admi_08_8,"So, Commander, you feel the same as everyone else..."
d_counseling_admi_08_9,"Even so, I always like to think it might be real."
d_counseling_admi_08_10,But... I don't know. Maybe it's not...
d_counseling_admi_08_11,I have a conversation about love with Admi.
d_counseling_admi_09_1,"Commander, where do you go when you want to relax and unwind?"
d_counseling_admi_09_2,"Downtown, somewhere crowded."
d_counseling_admi_09_3,A park without too many people.
d_counseling_admi_09_4,Ah... You like places with a lot of people.
d_counseling_admi_09_5,"When I go to crowded places, I get tired very quickly."
d_counseling_admi_09_6,"But there are plenty of things to keep you entertained downtown. Maybe, that's why you like it."
d_counseling_admi_09_7,I also enjoy quiet places with very few people.
d_counseling_admi_09_8,I feel at peace.
d_counseling_admi_09_9,"Perhaps, when I want to relax, I'll go to the same place as you."
d_counseling_admi_09_10,I have a conversation with Admi about places to relax.
d_counseling_admi_10_1,"They say that to have peace of mind, having a hobby is important."
d_counseling_admi_10_2,I'm thinking of getting one.
d_counseling_admi_10_3,But... I'm not quite sure what kind of hobby to choose.
d_counseling_admi_10_4,What about looking at cat pictures? Or taking cat pictures?
d_counseling_admi_10_5,What about exercising?
d_counseling_admi_10_6,Pictures of cats?
d_counseling_admi_10_7,...
d_counseling_admi_10_8,That sounds nice. I will start today.
d_counseling_admi_10_9,Working out might be too hard for me.
d_counseling_admi_10_10,It would feel too much like training.
d_counseling_admi_10_11,Oh! I'm sorry.
d_counseling_admi_10_12,Let... let me think about it.
d_counseling_admi_10_13,I have a conversation with Admi about hobbies.
d_counseling_admi_11_1,Every beginning has an end.
d_counseling_admi_11_2,"If everything is bound to end, then why bother trying?"
d_counseling_admi_11_3,"What are your thoughts, Commander?"
d_counseling_admi_11_4,You just need to start fresh.
d_counseling_admi_11_5,"I can't give up, not until I know how it all ends."
d_counseling_admi_11_6,You think so?
d_counseling_admi_11_7,"Even if you start something new, it will end eventually."
d_counseling_admi_11_8,Don't you find the repetition exhausting?
d_counseling_admi_11_9,It's a little hard to understand.
d_counseling_admi_11_10,How it all ends...
d_counseling_admi_11_11,"I suppose you could define ""end"" in various ways."
