Key,Value
dispatch_description_1001,Start a Lv. 1 dispatch mission.
dispatch_description_1002,Start a Lv. 1 dispatch mission.
dispatch_description_1003,Start a Lv. 1 dispatch mission.
dispatch_description_2001,Start a Lv. 2 dispatch mission.
dispatch_description_2002,Start a Lv. 2 dispatch mission.
dispatch_description_2003,Start a Lv. 2 dispatch mission.
dispatch_description_2004,Start a Lv. 2 dispatch mission.
dispatch_description_3001,Start a Lv. 3 dispatch mission.
dispatch_description_3002,Start a Lv. 3 dispatch mission.
dispatch_description_3003,Start a Lv. 3 dispatch mission.
dispatch_description_3004,Start a Lv. 3 dispatch mission.
dispatch_description_3005,Start a Lv. 3 dispatch mission.
dispatch_description_4001,Start a Lv. 4 dispatch mission.
dispatch_description_4002,Start a Lv. 4 dispatch mission.
dispatch_description_4003,Start a Lv. 4 dispatch mission.
dispatch_description_4004,Start a Lv. 4 dispatch mission.
dispatch_description_4005,Start a Lv. 4 dispatch mission.
dispatch_description_5001,Start a Lv. 5 dispatch mission.
dispatch_description_5002,Start a Lv. 5 dispatch mission.
dispatch_description_5003,Start a Lv. 5 dispatch mission.
dispatch_description_5004,Start a Lv. 5 dispatch mission.
dispatch_description_5005,Start a Lv. 5 dispatch mission.
dispatch_description_1101,Start a Lv. 1 Elite dispatch mission.
dispatch_description_1102,Start a Lv. 1 Elite dispatch mission.
dispatch_description_1103,Start a Lv. 1 Elite dispatch mission.
dispatch_description_2101,Start a Lv. 2 Elite dispatch mission.
dispatch_description_2102,Start a Lv. 2 Elite dispatch mission.
dispatch_description_2103,Start a Lv. 2 Elite dispatch mission.
dispatch_description_2104,Start a Lv. 2 Elite dispatch mission.
dispatch_description_3101,Start a Lv. 3 Elite dispatch mission.
dispatch_description_3102,Start a Lv. 3 Elite dispatch mission.
dispatch_description_3103,Start a Lv. 3 Elite dispatch mission.
dispatch_description_3104,Start a Lv. 3 Elite dispatch mission.
dispatch_description_3105,Start a Lv. 3 Elite dispatch mission.
dispatch_description_4101,Start a Lv. 4 Elite dispatch mission.
dispatch_description_4102,Start a Lv. 4 Elite dispatch mission.
dispatch_description_4103,Start a Lv. 4 Elite dispatch mission.
dispatch_description_4104,Start a Lv. 4 Elite dispatch mission.
dispatch_description_4105,Start a Lv. 4 Elite dispatch mission.
dispatch_description_5101,Start a Lv. 5 Elite dispatch mission.
dispatch_description_5102,Start a Lv. 5 Elite dispatch mission.
dispatch_description_5103,Start a Lv. 5 Elite dispatch mission.
dispatch_description_5104,Start a Lv. 5 Elite dispatch mission.
dispatch_description_5105,Start a Lv. 5 Elite dispatch mission.
