Key,Value
condition_ui_localkey_court,Courthouse
condition_ui_localkey_andersen,Deputy Chief's Room
condition_ui_localkey_datacenter,Data Center
condition_ui_localkey_government,Central Government Command
condition_ui_localkey_mmr,M.M.R.
condition_ui_localkey_missilys,Missilis Headquarters
condition_ui_localkey_hospital,Hospital
condition_ui_localkey_enikk,Enikk's room
condition_ui_localkey_outerrim,Outer Rim
condition_ui_localkey_cityroad,Downtown Area
condition_ui_localkey_briefingroom,Briefing Room
condition_ui_localkey_missilyslaboratory,Missilis Laboratory
condition_ui_localkey_elysion,Elysion Headquarters
condition_ui_localkey_elysionlaboratory,Elysion Laboratory
condition_ui_localkey_baddream,Ephialtes
condition_ui_localkey_practiceroom,Practice Room
condition_ui_localkey_tetraline,Tetra Line Headquarters
condition_ui_localkey_hiddenroom,Hidden Room
main_quest_name_localkey_1,Clear Stage 0-1
main_quest_name_localkey_2,Clear Stage 0-2
main_quest_name_localkey_3,Clear Stage 0-3
main_quest_name_localkey_4,Clear Stage 1-1
main_quest_name_localkey_5,Clear Stage 1-2
main_quest_name_localkey_6,Clear Stage 1-3
main_quest_name_localkey_7,Clear Stage 1-4
main_quest_name_localkey_8,Go to the Ark
main_quest_name_localkey_9,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_10,Go to the Simulation Room in the Ark
main_quest_name_localkey_11,Back to the Lobby
main_quest_name_localkey_12,Go to the Surface
main_quest_name_localkey_13,Clear Stage 2-1
main_quest_name_localkey_14,Clear Stage 2-3
main_quest_name_localkey_15,Clear Stage 2-5
main_quest_name_localkey_16,Clear Stage 2-6
main_quest_name_localkey_17,Clear Stage 2-8
main_quest_name_localkey_18,Clear Stage 2-9
main_quest_name_localkey_19,Clear Stage 2-11
main_quest_name_localkey_20,Clear Stage 2-12
main_quest_name_localkey_21,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_22,Go to the Outpost
main_quest_name_localkey_23,Go to the Command Center
main_quest_name_localkey_24,Enter the Command Center
main_quest_name_localkey_25,Go to the Outpost
main_quest_name_localkey_26,Clear Stage 3-1
main_quest_name_localkey_27,Clear Stage 3-5
main_quest_name_localkey_28,Clear Stage 3-8
main_quest_name_localkey_29,Clear Stage 3-11
main_quest_name_localkey_30,Clear Stage 3-12
main_quest_name_localkey_31,Clear Stage 3-14
main_quest_name_localkey_32,Clear Stage 3-16
main_quest_name_localkey_33,Clear Stage 4-1
main_quest_name_localkey_34,Clear Stage 4-3
main_quest_name_localkey_35,Clear Stage 4-4
main_quest_name_localkey_36,Clear Stage 4-6
main_quest_name_localkey_37,Clear Stage 4-9
main_quest_name_localkey_38,Clear Stage 4-12
main_quest_name_localkey_39,Clear Stage 4-15
main_quest_name_localkey_40,Clear Stage 4-16
main_quest_name_localkey_41,Clear Stage 4-18
main_quest_name_localkey_42,Go to the Courthouse in the Ark
main_quest_name_localkey_43,Go to the Command Center
main_quest_name_localkey_44,Go to the Outpost
main_quest_name_localkey_45,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_46,Go to the Command Center
main_quest_name_localkey_47,Go to the Outpost
main_quest_name_localkey_48,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_49,Go to the Surface
main_quest_name_localkey_50,Clear Stage 5-1
main_quest_name_localkey_51,Clear Stage 5-3
main_quest_name_localkey_52,Clear Stage 5-4
main_quest_name_localkey_53,Clear Stage 5-6
main_quest_name_localkey_54,Clear Stage 5-7
main_quest_name_localkey_55,Clear Stage 5-10
main_quest_name_localkey_56,Clear Stage 5-12
main_quest_name_localkey_57,Clear Stage 5-15
main_quest_name_localkey_58,Clear Stage 5-18
main_quest_name_localkey_59,Clear Stage 5-19
main_quest_name_localkey_60,Clear Stage 5-20
main_quest_name_localkey_61,Clear Stage 6-1
main_quest_name_localkey_62,Clear Stage 6-4
main_quest_name_localkey_63,Clear Stage 6-6
main_quest_name_localkey_64,Clear Stage 6-9
main_quest_name_localkey_65,Clear Stage 6-12
main_quest_name_localkey_66,Clear Stage 6-15
main_quest_name_localkey_67,Clear Stage 6-21
main_quest_name_localkey_68,Clear Stage 6-24
main_quest_name_localkey_69,Clear Stage 7-3
main_quest_name_localkey_70,Clear Stage 7-9
main_quest_name_localkey_71,Clear Stage 7-12
main_quest_name_localkey_72,Clear Stage 7-18
main_quest_name_localkey_73,Clear Stage 7-21
main_quest_name_localkey_74,Clear Stage 7-24
main_quest_name_localkey_75,Back to the Lobby
main_quest_name_localkey_76,Go to the Outpost
main_quest_name_localkey_77,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_78,Go to the Outpost
main_quest_name_localkey_79,Go to the Data Center in the Ark
main_quest_name_localkey_80,Clear Stage 8-1
main_quest_name_localkey_81,Clear Stage 8-6
main_quest_name_localkey_82,Clear Stage 8-9
main_quest_name_localkey_83,Clear Stage 8-12
main_quest_name_localkey_84,Clear Stage 8-18
main_quest_name_localkey_85,Clear Stage 8-21
main_quest_name_localkey_86,Clear Stage 8-27
main_quest_name_localkey_87,Clear Stage 9-1
main_quest_name_localkey_88,Clear Stage 9-6
main_quest_name_localkey_89,Clear Stage 9-12
main_quest_name_localkey_90,Clear Stage 9-15
main_quest_name_localkey_91,Clear Stage 9-21
main_quest_name_localkey_92,Clear Stage 9-27
main_quest_name_localkey_93,Back to Lobby
main_quest_name_localkey_94,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_95,Go to the Outpost
main_quest_name_localkey_96,Go to the Command Center
main_quest_name_localkey_97,Go to the Data Center in the Ark
main_quest_name_localkey_98,Go to the Deputy Chief's room in the Ark
main_quest_name_localkey_99,Clear Stage 10-1
main_quest_name_localkey_100,Clear Stage 10-4
