Key,Value
live_wallpaper_name_3,AK Missile
live_wallpaper_desc_3,"Target locked, commence bombardment!"
live_wallpaper_name_10,First Aid
live_wallpaper_name_11,To the Ark
live_wallpaper_name_12,What are we to you?
live_wallpaper_name_13,"Absolute, coming through."
live_wallpaper_name_14,EEEEEntertainment
live_wallpaper_name_10001,NO CALLER ID
live_wallpaper_name_10002,Rupee and Anne
live_wallpaper_name_10003,D-OUTSIDERS
live_wallpaper_name_10004,BRAND NEW YEAR
live_wallpaper_name_10005,HIGHTECH TOY
live_wallpaper_name_15,After Valentine
live_wallpaper_name_16,Bow Wow Paradise
live_wallpaper_name_17,Sakura Blossom
live_wallpaper_name_18,Return To Darkness
live_wallpaper_name_19,Goddess Squad Ready
live_wallpaper_name_20,A Kiss from the Bunny Twins
live_wallpaper_name_21,Blood for Blood
live_wallpaper_name_22,Salutary Summer
live_wallpaper_name_23,NYA NYA PARADISE
live_wallpaper_name_24,Ocean's Treasure
live_wallpaper_name_25,Aegis Squad
live_wallpaper_name_26,OUTER AUTOMATA
live_wallpaper_name_27,Login
live_wallpaper_name_28,Exciting Times with Naga
live_wallpaper_name_29,Happy Times with Tia
live_wallpaper_name_30,Freeze! It's the A.C.P.U.!
live_wallpaper_name_31,REDASH
live_wallpaper_name_32,ALONE SURVIVOR
live_wallpaper_name_33,Welcome to Snowfield Hot Spring
live_wallpaper_name_34,"You can do it, Mica!"
live_wallpaper_desc_34,"Leave Snowfield Hot Spring to me!
... It's squeaky clean now!"
live_wallpaper_name_35,Snowfall Oasis
live_wallpaper_name_36,NEW YEAR NEW SWORD
live_wallpaper_name_37,LION HEART
live_wallpaper_name_38,DIRTY BACKYARD
live_wallpaper_name_39,PERFECT MAID
live_wallpaper_name_40,BOOMS DAY
live_wallpaper_name_41,Re:CIPE FOR YOU
live_wallpaper_name_42,KILL THE LORD
live_wallpaper_name_43,ONE MORE TIME
live_wallpaper_name_44,LAST KINGDOM
live_wallpaper_name_45,D.ARK HERO
live_wallpaper_name_46,GOLDEN COIN RUSH
live_wallpaper_name_47,"CLAY, MORE!"
live_wallpaper_name_48,BEAUTY FULL SHOT
live_wallpaper_name_49,Aegis the Diver
live_wallpaper_name_50,JUVENILE DAYS
live_wallpaper_name_51,COLORLESS
live_wallpaper_name_52,YOU CAN (NOT) EVADE
live_wallpaper_name_53,JINX PLAYER
live_wallpaper_name_54,Phantom Thief VS Detective
live_wallpaper_name_55,LIFE AGAIN
live_wallpaper_name_56,OLD TALES
live_wallpaper_name_57,SECRET GARDEN
live_wallpaper_name_58,ICE DRAGON SAGA
live_wallpaper_name_59,"FOOTSTEP, WALK, RUN"
live_wallpaper_name_60,WISDOM SPRING
live_wallpaper_name_61,ROMANTIC VALENTINE
live_wallpaper_name_62,SECOND QUEST
live_wallpaper_name_63,Long-Haired Rei Ayanami
live_wallpaper_name_64,FOR REST
live_wallpaper_name_65,NEW FLAVOR
live_wallpaper_name_66,TRUE FLAVOR
live_wallpaper_name_67,UNBREAKABLE SPHERE
live_wallpaper_name_68,ARCANE ARCHIVE
live_wallpaper_name_69,"LORD, FOR JUSTICE"
live_wallpaper_name_70,MEMORIES TELLER I
live_wallpaper_name_71,MEMORIES TELLER II
live_wallpaper_name_72,OVER THE HORIZON
live_wallpaper_name_73,BOOM! THE GHOST!
live_wallpaper_name_74,ABSOLUTE
live_wallpaper_name_200,Warhead Volley
live_wallpaper_desc_200,Focus fire!
live_wallpaper_name_201,Firepower Rules!
live_wallpaper_desc_201,Time for the grand finale!
live_wallpaper_name_202,Pinpoint Missile
live_wallpaper_desc_202,Let's get this party started!
live_wallpaper_name_203,Realization
live_wallpaper_desc_203,"I will protect you, Commander!"
live_wallpaper_name_204,Emergency Signal
live_wallpaper_desc_204,D-danger! Please! Requesting backup!
live_wallpaper_name_205,Poli's Defense Line
live_wallpaper_desc_205,Police officer Poli is here! Let me be your escort!
live_wallpaper_name_206,Powering up!
live_wallpaper_desc_206,"Harder! Harder, I said! Yes, more power!"
live_wallpaper_name_207,AZX
live_wallpaper_desc_207,Aim for the target! Maximum output! Fire!
live_wallpaper_name_208,"My Word, My Bond!"
live_wallpaper_desc_208,"I'll take care of this, and you can take that to the bank!"
