Key,Value
parts_buff_01_skill_name,Land Adapter Lv. 1
parts_buff_02_skill_name,Land Adapter Lv. 2
parts_buff_03_skill_name,Land Adapter Lv. 3
parts_buff_04_skill_name,Land Adapter Lv. 4
parts_buff_05_skill_name,Land Adapter Lv. 5
parts_buff_06_skill_name,Land Adapter Lv. 6
parts_buff_07_skill_name,Land Adapter Lv. 7
parts_buff_hp_01_skill_name,HP Part Buff
parts_buff_stamina_01_skill_name,Stamina Part Buff
parts_buff_01_skill_desc,"■ Affects Nikkes in the squad.
ATK ▲ {0} for {1} hour(s).
Max HP ▲ {2} for {3} hour(s)."
parts_buff_hp_01_skill_desc,"■ Affects this unit's squad.
Squad Max HP ▲ {0}% for {1} sec."
parts_buff_stamina_01_skill_desc,"■ Affects this unit's squad.
Squad Stamina ▲ {0}% for {1} sec."
field_buff_01_skill_name,Field Buff
field_buff_01_skill_desc,"■ Affects this unit's squad.
Squad ATK ▲ {0}% for {1} sec."
stamina_debuff_skill_name,Stamina Depletion Debuff
stamina_debuff_skill_desc,"■ Activates only when at least one Nikke in this unit's squad is out of stamina. Affects this unit's squad.
Squad's ATK ▼ {0}% continuously.
Squad's Max HP ▼ {1}% continuously."
11130101_name,Normal Attack
11130102_name,Cluster Strike
11130103_name,Precision Strike
11130104_name,Seismic Wave
11130101_desc,Fires a normal attack at a single Nikke squad.
11130102_desc,Thermite deals massive damage to the nearest Nikke squad and to all Nikke squads within 1 tile around it.
11130103_desc,Thermite deals massive damage to all Nikke squads within the combat area.
11130104_desc,Thermite deals massive damage to all Nikke squads within 2 tiles around itself.
10101_skill_desc,"■ Activates when attacking a radial enemy. Affects this unit's squad only during battle.
<color=#00AEFF>Squad ATK ▲ {0}% continuously.</color>"
10102_skill_desc,"■ Activates when attacking radial enemies. Affects the target only while it is under attack.
<color=#00AEFF>Damage Taken ▲ {0}% continuously.</color>"
10103_skill_desc,"■ Activates only when in non-combat areas. Affects this unit's squad.
<color=#00AEFF>Normal attack range ▲ {0} tile(s) continuously.</color>"
10104_skill_desc,"■ Activates when killing a radial enemy. Affects this unit's squad.
<color=#00AEFF>Recovers {0}% of damage dealt in battle as HP.</color>"
10105_skill_desc,"■ Activates at the start of battle against radial enemies. Affects this unit's squad only if there are 5 Nikkes with the same code in the squad.
<color=#00AEFF>Damage as strong element ▲ {0}% continuously.</color>"
10106_skill_desc,"■ Activates when attacking a radial enemy. Affects this unit's squad only during battle.
<color=#00AEFF>Max HP ▲ {0}% continuously.</color>"
10107_skill_desc,"■ Activates only when in non-combat areas. Affects this unit's squad.
<color=#00AEFF>Squad movement speed ▲ {0}% continuously.</color>"
10108_skill_desc,"■ Activates when killing a radial enemy. Affects this unit's squad.
<color=#00AEFF>Recovers {0}% of final max stamina as HP.</color>"
10109_skill_desc,"■ Activates only when in non-combat areas. Affects this unit's squad.
<color=#00AEFF>Squad field of view ▲ {0} tile(s) continuously.</color>"
10110_skill_desc,"■ Activates only when moving in non-combat areas. Affects this unit's squad.
<color=#00AEFF>Damage taken ▼ {0}% continuously.</color>"
10111_skill_desc,"■ Activates at the start of battle against radial enemies. Affects this unit's squad.
<color=#00AEFF>Distributes all allies' HP equally when a Nikke is incapacitated. 10 sec cooldown after activation.</color>"
10112_skill_desc,"■ Activates at the start of battle against radial enemies. Affects this unit's squad only if there are 5 Nikkes using weapons with the same effective range bonus in the squad.
<color=#00AEFF>Damage within effective range ▲ {0}% continuously.</color>"
20101_skill_desc,"■ Activates when entering battle in combat areas. Affects this unit's squad.
<color=#00AEFF>Squad ATK ▲ {0}% continuously.</color>"
20102_skill_desc,"■ Activates only when attacking enemies in combat areas. Affects the target.
<color=#00AEFF>Damage Taken ▲ {0}% continuously.</color>"
20104_skill_desc,"■ Activates when killing an enemy in combat areas. Affects this unit's squad.
<color=#00AEFF>Recovers {0}% of damage dealt in battle as HP.</color>"
20105_skill_desc,"■ Activates at the start of battle in combat areas. Affects this unit's squad only if there are 5 Nikkes with the same code in the squad.
<color=#00AEFF>Damage as strong element ▲ {0}% continuously.</color>"
20106_skill_desc,"■ Activates at the start of battle in combat areas. Affects this unit's squad only during battle.
<color=#00AEFF>Max HP ▲ {0}% continuously.</color>"
20110_skill_desc,"■ Activates only when moving in combat areas. Affects this unit's squad.
<color=#00AEFF>Damage taken ▼ {0}% continuously.</color>"
20107_skill_desc,"■ Activates only when in combat areas. Affects this unit's squad.
<color=#00AEFF>Squad movement speed ▲ {0}% continuously.</color>"
20113_skill_desc,"■ Activates at the start of battle in combat areas. Affects this unit's squad.
<color=#00AEFF>Damage Taken ▼ {0}% continuously.</color>
<color=#00AEFF>Taunt: Converts all enemies within {1} tile(s) around the squad into normal attack targets continuously.</color>"
