Key,Value
YX002_MAIN/PAUSE_BTN,Pause
YX002_MAIN/GIVEUP_BTN,Quit
YX002_MAIN/BACKGAME_BTN,Back to Home
YX002_MAIN/RESTART_BTN,Continue
YX002_MAIN/SCORING,Final score
YX002_MAIN/GAME_OVER,Game Over
YX002_MAIN/EXIT_GAME,Leave battle
YX002_MAIN/PASS_GAME,Stage cleared
YX002_MAIN/SCORING_REACHED,Final score obtained
YX002_MAIN/SCORINGR_BASE,Basic score
YX002_MAIN/SCORING_COLLECT,Collection score
YX002_MAIN/TIMERE_MAINING,Remaining time
YX002_MAIN/LIFE_REMAINING,Remaining HP
YX002_MAIN/LIFE_TIME,Time survived
YX002_MAIN/SCORING_FINAL,Final score
YX002_MAIN/CLICK_CONTINUE,Tap to continue
YX002_MAIN/CONTENT_REWARD,Rewards
YX002_MAIN/FIRST_PASS,First
YX002_MAIN/SCORE_REACH,Final score obtained
YX002_MAIN/GAME_CONTINUE_CLICK,Tap to continue
YX002_MAIN_INTERFACE_LOGO,"EVANGELION
RedSea Scout"
YX002_LEVEL_TAB_01,EASY
YX002_LEVEL_TAB_02,HARD
YX002_LEVEL_TAB_03,CHALLENGE
YX002_MISSION_BUTTON_GET,Claim
YX002_MISSION_BUTTON_INCOMPLETE,Uncompleted
YX002_MISSION_BUTTON_COMPLETE,Claimed
YX002_STAR_MISSION_DESC,Complete {0} stage mission(s) {1}/{0}
YX002_STAR_MISSION_TIPS_1,Unable to claim reward.
YX002_STAR_MISSION_TIPS_2,Not enough items. Unable to level up.
YX002_LEVEL_LOCKED_TIPS,Unlock Condition
YX002_LEVEL_LOCKED_TIME,Unlock Stage {0}
YX002_LEVEL_LOCKED_PRELEVEL,Clear Stage {0}
YX002_LEVEL_LOCKED_CLOSE,Stage ended
YX002_TALENT_TREE_BTN,Part Upgrade
YX002_BOOK_BTN,List
YX002_START_BTN,Battle
YX002_MISSION_BTN,Missions
YX002_GUIDE_BTN,Help
YX002_RANK_BTN,Search
YX002_INFO_BTN,Info
YX002_START_BTN_TIPS_01,EMERGENCY
YX002_START_BTN_TIPS_02,NEW STAGE START
YX002_BOOK_TAB_01,Collection Items
YX002_BOOK_TAB_02,Mutant Raptures
YX002_BOOK_COLLECTION_01,Collection Items
