Key,Value
10_name,Rapi
11_name,Neon
12_name,Anis
13_name,Marian
20_name,Delta
22_name,Signal
30_name,Poli
32_name,Miranda
60_name,Belorta
61_name,Mica
70_name,Brid
71_name,Soline
72_name,Diesel
80_name,Centi
82_name,Liter
90_name,Emma
91_name,Vesti
92_name,Eunhwa
101_name,Drake
102_name,Maxwell
110_name,Crow
120_name,N102
130_name,Mary
131_name,Pepper
140_name,Sugar
141_name,Milk
142_name,Frima
150_name,Julia
160_name,Yuni
161_name,Mihara
170_name,Privaty
171_name,Yulha
172_name,Admi
180_name,Guillotine
181_name,Maiden
190_name,Ludmilla
191_name,Alice
200_name,Rupee
201_name,Yan
202_name,Dolla
210_name,Exia
212_name,Novel
241_name,Epinel
242_name,Folkwang
220_name,Snow White
221_name,Rapunzel
222_name,Scarlet
230_name,Harran
231_name,Isabel
232_name,Noah
260_name,Modernia
291_name,Ether
300_name,Soldier EG
301_name,Soldier FA
302_name,Product 08
303_name,Product 12
304_name,iDoll Flower
305_name,iDoll Ocean
306_name,Soldier OW
307_name,Product 23
308_name,iDoll Sun
100_name,Laplace
290_name,Mana
240_name,Rumani
111_name,Jackal
112_name,Viper
900_name,Ingrid
901_name,Syuen
902_name,Mustang
903_name,Andersen
904_name,Enikk
905_name,Rian
907_name,Shifty
908_name,Papillon
909_name,Burningum
910_name,Hologram
911_name,Adult Man
912_name,Adult Woman
913_name,Girl
914_name,Chatterbox
915_name,Modernia
925_name,Johan
926_name,Shawn
927_name,Chad
928_name,Einkk
929_name,Cecil
930_name,E.H.
931_name,Doban
932_name,Jin
933_name,Liliweiss
934_name,Pinne
935_name,Oswald
470_name,Red Hood
971_name,Rose
973_name,Jien
132_name,Mary: Bay Goddess
330_name,Crown
352_name,Helm
360_name,Milly
380_name,Nero
392_name,Rei
432_name,Aria
14_name,Neon: Blue Ocean
223_name,Nayuta
410_name,Leaf
430_name,Noise
431_name,Volume
270_name,Blanc
271_name,Noir
271_1_name,Blanc&Noir
40_name,D
41_name,K
282_name,Sakura
281_name,Moran
280_name,Rosanna
310_name,Ade
320_name,Bibli
321_name,Marciana
272_name,Rouge
311_name,Cocoa
312_name,Soda
331_name,Chime
361_name,Kilo
381_name,Biscuit
400_name,Guilty
261_name,Nihilister
340_name,Siren
342_name,Pin
401_name,Sin
371_name,Endless
233_name,Dorothy
262_name,Liberalio
351_name,Anchor
81_name,Acre
42_name,S
391_name,Ein
390_name,Zwei
402_name,Quency
350_name,Mast
151_name,Pia
192_name,Tove
33_name,Quiry
152_name,Forte
193_name,Neve
121_name,Anne: Miracle Fairy
341_name,X
203_name,Rupee: Winter Shopper
292_name,Soma
382_name,Leona
15_name,Anis: Sparkling Summer
353_name,Helm: Aquamarine
451_name,Tia
450_name,Naga
224_name,Snow White: Innocent Days
194_name,Ludmilla: Winter Owner
62_name,Mica: Snow Buddy
225_name,Scarlet: Black Shadow
441_name,Avistar
313_name,Privaty: Unkind Maid
500_name,Elegg
501_name,Trony
480_name,Liveryn
490_name,Hammering
510_name,Grave
820_name,Rem
821_name,Emilia
822_name,Ram
411_name,Flora
43_name,D: Killer Wife
