Key,Value
11200101_name,Shank
1120010111_name,Shank H.S.T.A.
1120010121_name,Shank P.S.I.D.
1120010131_name,Shank A.N.M.I.
1120010141_name,Shank Z.E.U.S.
1120010151_name,Shank D.M.T.R.
11100101_name,Skimmer
1110010111_name,Skimmer H.S.T.A.
1110010121_name,Skimmer P.S.I.D.
1110010131_name,Skimmer A.N.M.I.
1110010141_name,Skimmer Z.E.U.S.
1110010151_name,Skimmer D.M.T.R.
12100101_name,Oculus
1210010111_name,Oculus H.S.T.A.
1210010121_name,Oculus P.S.I.D.
1210010131_name,Oculus A.N.M.I.
1210010141_name,Oculus Z.E.U.S.
1210010151_name,Oculus D.M.T.R.
1210010911_name,1011219863 H.S.T.A.
1210010931_name,1011219863 A.N.M.I.
12100201_name,Lure
1210020111_name,Lure H.S.T.A.
1210020121_name,Lure P.S.I.D.
1210020131_name,Lure A.N.M.I.
1210020141_name,Lure Z.E.U.S.
1210020151_name,Lure D.M.T.R.
12100301_name,Bullwhip
1210030111_name,Bullwhip H.S.T.A.
1210030121_name,Bullwhip P.S.I.D.
1210030131_name,Bullwhip A.N.M.I.
1210030141_name,Bullwhip Z.E.U.S.
1210030151_name,Bullwhip D.M.T.R.
12100401_name,Lentigo
1210040111_name,Lentigo H.S.T.A.
1210040121_name,Lentigo P.S.I.D.
1210040131_name,Lentigo A.N.M.I.
1210040141_name,Lentigo Z.E.U.S.
1210040151_name,Lentigo D.M.T.R.
12100501_name,Volleyball
1210050111_name,Volleyball H.S.T.A.
1210050121_name,Volleyball P.S.I.D.
1210050131_name,Volleyball A.N.M.I.
1210050141_name,Volleyball Z.E.U.S.
1210050151_name,Volleyball D.M.T.R.
12200101_name,Pelican
1220010111_name,Pelican H.S.T.A.
1220010121_name,Pelican P.S.I.D.
1220010131_name,Pelican A.N.M.I.
1220010141_name,Pelican Z.E.U.S.
1220010151_name,Pelican D.M.T.R.
12200201_name,Leech
1220020111_name,Leech H.S.T.A.
1220020121_name,Leech P.S.I.D.
1220020131_name,Leech A.N.M.I.
1220020141_name,Leech Z.E.U.S.
1220020151_name,Leech D.M.T.R.
12200301_name,Razer Fin
1220030111_name,Razer Fin H.S.T.A.
1220030121_name,Razer Fin P.S.I.D.
1220030131_name,Razer Fin A.N.M.I.
1220030141_name,Razer Fin Z.E.U.S.
1220030151_name,Razer Fin D.M.T.R.
12200401_name,Star Fish
1220040111_name,Star Fish H.S.T.A.
1220040121_name,Star Fish P.S.I.D.
1220040131_name,Star Fish A.N.M.I.
