Key,Value
s001_01_title,Second Affection: 1
s001_01_1,Huff... Huff...
s001_01_2,...
s001_01_3,...
s001_01_4,Huff...! Huff...!
s001_01_5,"Hey, Snow White. Are you okay?"
s001_01_6,Oh... Huff... I'm okay.
s001_01_7,You certainly don't look it.
s001_01_8,Appearances can be deceiving.
s001_01_9,What drivel dost thee spew?
s001_01_10,Shall we switch? Snow White has had to carry Marian this whole time.
s001_01_11,Thine armor is also most prodigious.
s001_01_12,I am sure 'tis a most formidable weight to bear.
s001_01_13,"It's no picnic, that's for sure."
s001_01_14,Let's switch then.
s001_01_15,...
s001_01_16,As I live and breathe! She is sound asleep.
s001_01_17,Passed out is more like it.
s001_01_18,"Take a break, Snow White."
s001_01_19,...
s001_01_20,Do not blame thineself.
s001_01_21,You had nothing to do with her ending up this way.
s001_01_22,It's my fault.
s001_01_23,"Very well, let's say it is."
s001_01_24,"Be that as it may, we will share your burden."
s001_01_25,Both emotional and physical.
s001_01_26,...
s001_01_27,Is it so difficult to comprehend?
s001_01_28,Are we not comrades?
s001_01_29,"Come on, let me carry her."
s001_01_30,"It may not seem like it, but I'm quite adept at carrying things."
s001_01_31,When did thou develop such prowess?
s001_01_32,"Ah, I see. Thine skills must have blossomed whilst helping the others recuperate."
s001_01_33,"That too, but I've also hauled my fair share of deer..."
s001_01_34,A deer?
s001_01_35,Never mind.
s001_01_36,"Forget I said anything. Come on, hand her over to me."
s001_01_37,... Very well. Be gentle with her.
s001_01_38,"Snow White carefully hands over Marian, whom she had been carrying, to Rapunzel."
s001_01_39,"Let's see... gather the arms, then lift onto the shoulders like so..."
s001_01_40,Hrngh!
s001_01_41,!!
s001_01_42,Impressive.
s001_01_43,Haha. I told you so.
s001_01_44,"Let's get a move on, shall we?"
s001_01_45,Rapunzel starts to walk off.
s001_01_46,*Drag drag*
s001_01_47,Marian's feet drag on the ground.
s001_01_48,Her feet are being subjected to the most unusual punishment.
s001_01_49,"So long as it doesn't slow down the pace, it should be fine."
s001_01_50,... This is true.
s001_02_title,Second Affection: 2
s001_02_1,Mmm...
s001_02_2,Are you awake?
s001_02_3,Wha... where am I?
s001_02_4,!!
s001_02_5,Le-let go of me!!
s001_02_6,Marian squirms frantically and Rapunzel staggers as she attempts to restrain her.
s001_02_7,"Okay, okay! I'm putting you down, just relax."
s001_02_8,Ahhh! Let me go!
s001_02_9,"Chill out, will you? If you keep flopping around, you'll end up touching me...!"
s001_02_10,I said let go!
s001_02_11,"Oh, YES!"
s001_02_12,*Thud*
s001_02_13,Rapunzel collapses to the ground in a heap.
s001_02_14,"Hmph, hmph!"
s001_02_15,Where is the Commander? I want to see the Commander!
s001_02_16,You can't do that.
s001_02_17,"I'm going to see him, and that's final!"
s001_02_18,You can't.
s001_02_19,Commander! Commander! Where are you?!
s001_02_20,Rapi! Anis! Neon!
s001_02_21,Where are you?
s001_02_22,Anybody?
s001_02_23,Has everyone abandoned me...?
s001_02_24,This isn't real...
s001_02_25,Commander!
s001_02_26,I told you. He's not here.
s001_02_27,We're the only ones here.
s001_02_28,That... that's impossible.
s001_02_29,I want to go back. I want to see the Commander.
s001_02_30,I-is it this way...?
s001_02_31,No.
s001_02_32,I-I knew that! I was going to head in the opposite direction!
s001_02_33,"If you go back now, they'll have you dissected on an operating table within an hour."
s001_02_34,I can defend myself!
s001_02_35,I'm sure you can.
s001_02_36,But you wouldn't be the only one in danger. They would kill your precious Commander.
s001_02_37,...!
s001_02_38,He will do whatever it takes to protect you.
s001_02_39,"And as punishment for turning his back on the entire Ark,"
s001_02_40,they'll kill him.
s001_02_41,...
s001_02_42,"The situation truly is most unjust. A bitter pill to swallow, forsooth."
s001_02_43,"But what of the feelings of My Lord, who sent you to us?"
s001_02_44,"He has put you in our care, because he himself is powerless."
s001_02_45,Try to understand. Now is not the time to fuss.
s001_02_46,What he needs right now is time. Time to become stronger.
s001_02_47,So you must be patient.
s001_02_48,...
s001_02_49,What if he doesn't come back for me?
s001_02_50,Do you really take him for the mendacious type?
s001_02_51,No. The Commander would never lie to me.
s001_02_52,There you have it. Hence why we're asking you to wait a little longer.
s001_02_53,"He will come back for you, and until then, we will protect you. I promise."
s001_02_54,...
s001_02_55,...
s001_02_56,Keep walking.
s001_02_57,The road is long.
s001_03_title,Second Affection: 3
s001_03_1,She seems to have calmed down.
s001_03_2,"Praise the heavens. Had she continued to be so obstreperous, our journey would have been most trying."
s001_03_3,"Should she utilize her strength fully, it would be impossible for us to stop her."
s001_03_4,"If they had taught her the way of the sword, she would have been legendary."
s001_03_5,Are you tempted?
s001_03_6,"If I said no, it would be a lie. I've never seen someone with such physical prowess."
s001_03_7,We all know how interested you are in... physical strength.
s001_03_8,...
s001_03_9,"Oh, to be a mentor watching all the physical developments of their disciples' physiques..."
s001_03_10,"Perhaps teaching the pleasures of the flesh to the most learned disciples... yes, YES!"
s001_03_11,...
s001_03_12,Um...
s001_03_13,Where are we going?
s001_03_14,A safe place.
s001_03_15,What do you mean?
s001_03_16,Exactly what I said.
s001_03_17,Nowhere is safe up on the surface.
s001_03_18,So where are we going?
s001_03_19,...
s001_03_20,It's a place Raptures have no interest in.
s001_03_21,"That's where you'll be living,"
s001_03_22,until your prince charming comes back for you.
s001_03_23,...
s001_03_24,I see.
s001_03_25,How far do we have to go?
s001_03_26,"At our current speed, it will take about a week on foot."
s001_03_27,What?! A week?
s001_03_28,5 whole days?
s001_03_29,... A week is 7 days.
s001_03_30,"Oh, right. I knew that. I was just testing you."
s001_03_31,... I assure you that I'm well aware of how many days are in a week. You don't have to test me.
s001_03_32,What's waiting for us over there?
s001_03_33,You'll find out when you get there.
s001_03_34,...
s001_03_35,Keep walking.
s001_03_36,... All right.
s001_03_37,She really is pushing her hard.
s001_03_38,You're right.
s001_04_title,Second Affection: 4
s001_04_1,"Um, excuse me."
s001_04_2,...
s001_04_3,Hey!
s001_04_4,It's Snow White.
s001_04_5,Wha... is that your real name?
s001_04_6,Isn't that what you were about to ask me?
s001_04_7,"No... it's just that the sun is down, and..."
s001_04_8,Yes. Night has fallen.
s001_04_9,??
s001_04_10,??
s001_04_11,I was told I should sleep at night.
s001_04_12,By who?
s001_04_13,The Commander.
s001_04_14,That's because he's human.
s001_04_15,Something which we are not.
s001_04_16,Foregoing sleep will not pose a problem for us.
s001_04_17,So we just keep walking?
s001_04_18,Yes.
s001_04_19,"If we sleep, it will take twice as long, and as you're well aware, the surface is far from accommodating."
s001_04_20,We keep moving.
s001_04_21,...
s001_04_22,All right.
s001_04_23,"Snow White, we should rest a bit."
s001_04_24,I agree.
s001_04_25,"No. Unless we have no other choice, we should avoid camping outside altogether."
s001_04_26,Now would be a good time for us to rest.
s001_04_27,And what made you come to that conclusion?
s001_04_28,Marian is really struggling.
s001_04_29,It's all in her head. Nikkes do not experience fatigue.
s001_04_30,You know as well as I do that's not true.
s001_04_31,...
s001_04_32,We have to maintain a steady pace the entire way through.
s001_04_33,"If one of us increases the pace too much, it'll be too much for the others."
s001_04_34,*Gasp*
s001_04_35,If one side increases the pace... it'd be too much to handle...
s001_04_36,She would beg you to stop... she'd cry that she couldn't take it anymore...
s001_04_37,Oh yes... right there... that's it...
s001_04_38,...
s001_04_39,There's a stream nearby. We should rest here.
s001_04_40,...
s001_04_41,You mustn't underestimate the value of a good rest.
s001_04_42,"For hardy folks like us who wander the surface, we can disregard our physical conditions."
s001_04_43,But such a thing could be dangerous for normal Nikkes.
