id,group_id,manager_id,selection_localkey,open_condition_type,page_id,sound_effect,open_condition_value,is_hidden
100110101,1001101,1001,Locale_SubScenario:whitememory_location1_01_1,None,1001102,sfx_scn_snowwhiterifle,,
100110102,1001101,1001,Locale_SubScenario:whitememory_location1_01_2,None,1001103,sfx_wm_rifle,,
100110401,1001104,1001,Locale_SubScenario:whitememory_location1_04_1,None,1001105,sfx_wm_move,,
100110402,1001104,1001,Locale_SubScenario:whitememory_location1_04_2,None,1001106,sfx_wm_move,,
100110403,1001104,1001,Locale_SubScenario:whitememory_location1_04_3,None,1001107,sfx_wm_move,,
100110801,1001108,1001,Locale_SubScenario:whitememory_location1_08_1,None,1001109,sfx_wm_eat,,
100110802,1001108,1001,Locale_SubScenario:whitememory_location1_08_2,None,1001110,,,
100111301,1001113,1001,Locale_SubScenario:whitememory_location1_13_1,None,1001114,sfx_wm_eat,,
100111302,1001113,1001,Locale_SubScenario:whitememory_location1_13_2,None,1001115,,,
100111401,1001114,1001,Locale_SubScenario:whitememory_location1_14_1,None,1001116,,,
100111402,1001114,1001,Locale_SubScenario:whitememory_location1_14_2,Ending,1001117,sfx_scn_crackle,1001922.0,
100111601,1001116,1001,Locale_SubScenario:whitememory_location1_16_1,None,1001118,sfx_scn_heavytrip,,
100111602,1001116,1001,Locale_SubScenario:whitememory_location1_16_2,Ending,1001119,,1001915.0,
100112501,1001125,1001,Locale_SubScenario:whitememory_location1_25_1,None,1001126,,,
100112502,1001125,1001,Locale_SubScenario:whitememory_location1_25_2,None,1001127,,,
100112901,1001129,1001,Locale_SubScenario:whitememory_location1_29_1,None,1001130,sfx_wm_camo,,
100112902,1001129,1001,Locale_SubScenario:whitememory_location1_29_2,LootItem,1001131,sfx_wm_ghilliesuit,100102.0,
100120101,1001201,1001,Locale_SubScenario:whitememory_location2_01_1,None,1001202,,,
100120102,1001201,1001,Locale_SubScenario:whitememory_location2_01_2,None,1001203,,,
100120401,1001204,1001,Locale_SubScenario:whitememory_location2_04_1,None,1001205,sfx_wm_cutshort,,
100120402,1001204,1001,Locale_SubScenario:whitememory_location2_04_2,None,1001206,sfx_wm_cutlong,,
100120601,1001206,1001,Locale_SubScenario:whitememory_location2_06_1,None,1001207,,,
100120602,1001206,1001,Locale_SubScenario:whitememory_location2_06_2,LootItem,1001208,sfx_wm_steelwire,100101.0,
100121101,1001211,1001,Locale_SubScenario:whitememory_location2_11_1,None,1001212,sfx_scn_splash,,
100121102,1001211,1001,Locale_SubScenario:whitememory_location2_11_2,None,1001213,sfx_scn_splash,,
100121901,1001219,1001,Locale_SubScenario:whitememory_location2_19_1,None,1001220,,,
100121902,1001219,1001,Locale_SubScenario:whitememory_location2_19_2,None,1001221,sfx_wm_searchstones,,
100130201,1001302,1001,Locale_SubScenario:whitememory_location3_02_1,None,1001303,sfx_wm_move,,
100130202,1001302,1001,Locale_SubScenario:whitememory_location3_02_2,None,1001304,sfx_wm_move,,
100130401,1001304,1001,Locale_SubScenario:whitememory_location3_04_1,None,1001319,sfx_wm_move,,
100130402,1001304,1001,Locale_SubScenario:whitememory_location3_04_2,None,1001322,sfx_wm_move,,
100130403,1001304,1001,Locale_SubScenario:whitememory_location3_04_3,None,1001326,sfx_wm_move,,
100130501,1001305,1001,Locale_SubScenario:whitememory_location3_05_1,None,1001306,sfx_wm_doorcrash,,
100130502,1001305,1001,Locale_SubScenario:whitememory_location3_05_2,None,1001307,sfx_wm_move,,
100130601,1001306,1001,Locale_SubScenario:whitememory_location3_06_1,None,1001308,,,
100130602,1001306,1001,Locale_SubScenario:whitememory_location3_06_2,None,1001309,sfx_wm_book,,
100130701,1001307,1001,Locale_SubScenario:whitememory_location3_07_1,None,1001313,,,
100130702,1001307,1001,Locale_SubScenario:whitememory_location3_07_2,LootItem,1001314,sfx_wm_putphotoframe,100106.0,
100130801,1001308,1001,Locale_SubScenario:whitememory_location3_08_1,None,1001310,sfx_wm_cookownself,,
100130802,1001308,1001,Locale_SubScenario:whitememory_location3_08_2,LootItem,1001311,sfx_wm_cookrecipe,100105.0,
100131401,1001314,1001,Locale_SubScenario:whitememory_location3_14_1,None,1001315,,,
100131402,1001314,1001,Locale_SubScenario:whitememory_location3_14_2,Ending,1001316,sfx_wm_move,1001927.0,
100131601,1001316,1001,Locale_SubScenario:whitememory_location3_16_1,LootItem,1001317,sfx_wm_oldwoodenopen,100107.0,
100131602,1001316,1001,Locale_SubScenario:whitememory_location3_16_2,None,1001314,sfx_wm_move,,
100131901,1001319,1001,Locale_SubScenario:whitememory_location3_19_1,None,1001320,,,
100131902,1001319,1001,Locale_SubScenario:whitememory_location3_19_2,None,1001321,,,
100132001,1001320,1001,Locale_SubScenario:whitememory_location3_20_1,None,1001304,,,
100132002,1001320,1001,Locale_SubScenario:whitememory_location3_20_2,None,1001332,,,
100132101,1001321,1001,Locale_SubScenario:whitememory_location3_21_1,None,1001304,,,
100132102,1001321,1001,Locale_SubScenario:whitememory_location3_21_2,None,1001332,,,
100132201,1001322,1001,Locale_SubScenario:whitememory_location3_22_1,None,1001323,,,
100132202,1001322,1001,Locale_SubScenario:whitememory_location3_22_2,None,1001324,sfx_wm_oldwoodenopen,,
100132501,1001325,1001,Locale_SubScenario:whitememory_location3_25_1,None,1001304,,,
100132502,1001325,1001,Locale_SubScenario:whitememory_location3_25_2,None,1001332,,,
100132801,1001328,1001,Locale_SubScenario:whitememory_location3_28_1,None,1001329,sfx_wm_take,,
100132802,1001328,1001,Locale_SubScenario:whitememory_location3_28_2,None,1001330,,,
100133101,1001331,1001,Locale_SubScenario:whitememory_location3_31_1,None,1001304,sfx_wm_move,,
100133102,1001331,1001,Locale_SubScenario:whitememory_location3_31_2,None,1001332,sfx_wm_move,,
100140101,1001401,1001,Locale_SubScenario:whitememory_location4_01_1,None,1001402,sfx_wm_move,,
100140102,1001401,1001,Locale_SubScenario:whitememory_location4_01_2,LootItem,1001403,sfx_wm_move,100109.0,
100140103,1001401,1001,Locale_SubScenario:whitememory_location4_01_3,Ending,1001406,sfx_wm_move,1001937.0,True
100140104,1001401,1001,Locale_SubScenario:whitememory_location4_01_4,LootItem,1001408,sfx_wm_move,100114.0,True
100140401,1001404,1001,Locale_SubScenario:whitememory_location4_04_1,None,1001927,sfx_wm_stopmoving,,
100140402,1001404,1001,Locale_SubScenario:whitememory_location4_04_2,LootItem,1001405,sfx_wm_keepmoving,100113.0,
1100110101,11001101,101001,Locale_SubScenario:whitememory_location1_01_1,None,101001102,sfx_scn_snowwhiterifle,,
1100110102,11001101,101001,Locale_SubScenario:whitememory_location1_01_2,None,101001103,sfx_wm_rifle,,
1100110401,11001104,101001,Locale_SubScenario:whitememory_location1_04_1,None,101001105,sfx_wm_move,,
1100110402,11001104,101001,Locale_SubScenario:whitememory_location1_04_2,None,101001106,sfx_wm_move,,
1100110403,11001104,101001,Locale_SubScenario:whitememory_location1_04_3,None,101001107,sfx_wm_move,,
1100110801,11001108,101001,Locale_SubScenario:whitememory_location1_08_1,None,101001109,sfx_wm_eat,,
1100110802,11001108,101001,Locale_SubScenario:whitememory_location1_08_2,None,101001110,,,
1100111301,11001113,101001,Locale_SubScenario:whitememory_location1_13_1,None,101001114,sfx_wm_eat,,
1100111302,11001113,101001,Locale_SubScenario:whitememory_location1_13_2,None,101001115,,,
1100111401,11001114,101001,Locale_SubScenario:whitememory_location1_14_1,None,101001116,,,
1100111402,11001114,101001,Locale_SubScenario:whitememory_location1_14_2,Ending,101001117,sfx_scn_crackle,101001922.0,
1100111601,11001116,101001,Locale_SubScenario:whitememory_location1_16_1,None,101001118,sfx_scn_heavytrip,,
1100111602,11001116,101001,Locale_SubScenario:whitememory_location1_16_2,Ending,101001119,,101001915.0,
1100112501,11001125,101001,Locale_SubScenario:whitememory_location1_25_1,None,101001126,,,
1100112502,11001125,101001,Locale_SubScenario:whitememory_location1_25_2,None,101001127,,,
1100112901,11001129,101001,Locale_SubScenario:whitememory_location1_29_1,None,101001130,sfx_wm_camo,,
1100112902,11001129,101001,Locale_SubScenario:whitememory_location1_29_2,LootItem,101001131,sfx_wm_ghilliesuit,10100102.0,
1100120101,11001201,101001,Locale_SubScenario:whitememory_location2_01_1,None,101001202,,,
1100120102,11001201,101001,Locale_SubScenario:whitememory_location2_01_2,None,101001203,,,
1100120401,11001204,101001,Locale_SubScenario:whitememory_location2_04_1,None,101001205,sfx_wm_cutshort,,
1100120402,11001204,101001,Locale_SubScenario:whitememory_location2_04_2,None,101001206,sfx_wm_cutlong,,
1100120601,11001206,101001,Locale_SubScenario:whitememory_location2_06_1,None,101001207,,,
1100120602,11001206,101001,Locale_SubScenario:whitememory_location2_06_2,LootItem,101001208,sfx_wm_steelwire,10100101.0,
1100121101,11001211,101001,Locale_SubScenario:whitememory_location2_11_1,None,101001212,sfx_scn_splash,,
1100121102,11001211,101001,Locale_SubScenario:whitememory_location2_11_2,None,101001213,sfx_scn_splash,,
1100121901,11001219,101001,Locale_SubScenario:whitememory_location2_19_1,None,101001220,,,
1100121902,11001219,101001,Locale_SubScenario:whitememory_location2_19_2,None,101001221,sfx_wm_searchstones,,
1100130201,11001302,101001,Locale_SubScenario:whitememory_location3_02_1,None,101001303,sfx_wm_move,,
1100130202,11001302,101001,Locale_SubScenario:whitememory_location3_02_2,None,101001304,sfx_wm_move,,
1100130401,11001304,101001,Locale_SubScenario:whitememory_location3_04_1,None,101001319,sfx_wm_move,,
1100130402,11001304,101001,Locale_SubScenario:whitememory_location3_04_2,None,101001322,sfx_wm_move,,
1100130403,11001304,101001,Locale_SubScenario:whitememory_location3_04_3,None,101001326,sfx_wm_move,,
1100130501,11001305,101001,Locale_SubScenario:whitememory_location3_05_1,None,101001306,sfx_wm_doorcrash,,
1100130502,11001305,101001,Locale_SubScenario:whitememory_location3_05_2,None,101001307,sfx_wm_move,,
1100130601,11001306,101001,Locale_SubScenario:whitememory_location3_06_1,None,101001308,,,
1100130602,11001306,101001,Locale_SubScenario:whitememory_location3_06_2,None,101001309,sfx_wm_book,,
1100130701,11001307,101001,Locale_SubScenario:whitememory_location3_07_1,None,101001313,,,
1100130702,11001307,101001,Locale_SubScenario:whitememory_location3_07_2,LootItem,101001314,sfx_wm_putphotoframe,10100106.0,
1100130801,11001308,101001,Locale_SubScenario:whitememory_location3_08_1,None,101001310,sfx_wm_cookownself,,
1100130802,11001308,101001,Locale_SubScenario:whitememory_location3_08_2,LootItem,101001311,sfx_wm_cookrecipe,10100105.0,
1100131401,11001314,101001,Locale_SubScenario:whitememory_location3_14_1,None,101001315,,,
1100131402,11001314,101001,Locale_SubScenario:whitememory_location3_14_2,Ending,101001316,sfx_wm_move,101001927.0,
1100131601,11001316,101001,Locale_SubScenario:whitememory_location3_16_1,LootItem,101001317,sfx_wm_oldwoodenopen,10100107.0,
1100131602,11001316,101001,Locale_SubScenario:whitememory_location3_16_2,None,101001314,sfx_wm_move,,
1100131901,11001319,101001,Locale_SubScenario:whitememory_location3_19_1,None,101001320,,,
1100131902,11001319,101001,Locale_SubScenario:whitememory_location3_19_2,None,101001321,,,
1100132001,11001320,101001,Locale_SubScenario:whitememory_location3_20_1,None,101001304,,,
1100132002,11001320,101001,Locale_SubScenario:whitememory_location3_20_2,None,101001332,,,
1100132101,11001321,101001,Locale_SubScenario:whitememory_location3_21_1,None,101001304,,,
1100132102,11001321,101001,Locale_SubScenario:whitememory_location3_21_2,None,101001332,,,
1100132201,11001322,101001,Locale_SubScenario:whitememory_location3_22_1,None,101001323,,,
1100132202,11001322,101001,Locale_SubScenario:whitememory_location3_22_2,None,101001324,sfx_wm_oldwoodenopen,,
1100132501,11001325,101001,Locale_SubScenario:whitememory_location3_25_1,None,101001304,,,
1100132502,11001325,101001,Locale_SubScenario:whitememory_location3_25_2,None,101001332,,,
1100132801,11001328,101001,Locale_SubScenario:whitememory_location3_28_1,None,101001329,sfx_wm_take,,
1100132802,11001328,101001,Locale_SubScenario:whitememory_location3_28_2,None,101001330,,,
1100133101,11001331,101001,Locale_SubScenario:whitememory_location3_31_1,None,101001304,sfx_wm_move,,
1100133102,11001331,101001,Locale_SubScenario:whitememory_location3_31_2,None,101001332,sfx_wm_move,,
