id,trigger,condition_id,condition_value,before_trigger_id,handler_type,print_value,shortcut_type,shortcut_value,name_localkey,description_localkey,point_value,reward_id
10004,SimulationRoomStart,0,1,0,MissionDaily,True,None,0,Locale_System:trigger_name_SimulationRoomStart,Locale_Trigger:trigger_desc_SimulationRoomStart,20,
10005,InterceptStart,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,20,
10012,CharacterCounsel,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_CharacterCounsel,Locale_Trigger:trigger_desc_CharacterCounsel,20,
10011,SendDispatch,0,3,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,10,
10009,OutpostBattleReward,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_OutpostBattleReward,Locale_Trigger:trigger_desc_OutpostBattleReward,10,
10010,OutpostFastBattleReward,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_OutpostFastBattleReward,Locale_Trigger:trigger_desc_OutpostFastBattleReward,10,
10006,SendFriendShipPoint,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,10,
10001,CampaignStart,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_CampaignStart,Locale_Trigger:trigger_desc_CampaignStart,10,
10002,GachaCharacter,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,10,
10003,TowerAllStart,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_TowerAllStart,Locale_Trigger:trigger_desc_TowerAllStart,10,
10019,MainShopBuy,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,10,
10018,RookieArenaPlayCount,0,2,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_RookieArenaPlayCount,Locale_Trigger:trigger_desc_RookieArenaPlayCount,10,
10007,CharacterLevelUpCount,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_CharacterLevelUp,Locale_Trigger:trigger_desc_CharacterLevelUp,10,
10008,EquipItemLevelCount,0,1,0,MissionDaily,True,None,0,Locale_Trigger:trigger_name_EquipmentLevelExp,Locale_Trigger:trigger_desc_EquipItemLevelCount,10,
10013,PointRewardDaily,0,20,0,MissionDaily,True,None,0,,,0,25106.0
10014,PointRewardDaily,0,40,0,MissionDaily,True,None,0,,,0,25107.0
10015,PointRewardDaily,0,60,0,MissionDaily,True,None,0,,,0,25108.0
10016,PointRewardDaily,0,80,0,MissionDaily,True,None,0,,,0,25109.0
10017,PointRewardDaily,0,100,0,MissionDaily,True,None,0,,,0,25110.0
20001,GachaCharacter,0,20,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_GachaCharacter,Locale_Trigger:trigger_desc_GachaCharacter,20,
20002,CharacterGradeUpCount,0,1,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_CharacterGradeUp,Locale_Trigger:trigger_desc_CharacterGradeUp,20,
20003,SimulationRoomClearWithoutCondition,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_SimulationRoomClearWithoutCondition,Locale_Trigger:trigger_desc_SimulationRoomClearWithoutCondition,10,
20004,InterceptClear,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,10,
20005,SendDispatch,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,10,
20006,MainShopBuy,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,10,
20007,TowerAllStart,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_TowerAllStart,Locale_Trigger:trigger_desc_TowerAllStart,10,
20008,SendFriendShipPoint,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,10,
20009,CharacterCounsel,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_CharacterGradeUp,Locale_Trigger:trigger_desc_CharacterCounsel,10,
20010,CharacterAttractivePresent,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_CharacterGradeUp,Locale_Trigger:trigger_desc_CharacterAttractivePresent,10,
20011,PointRewardWeekly,0,20,0,MissionWeekly,True,None,0,,,0,25306.0
20012,PointRewardWeekly,0,40,0,MissionWeekly,True,None,0,,,0,25307.0
20013,PointRewardWeekly,0,60,0,MissionWeekly,True,None,0,,,0,25308.0
20014,PointRewardWeekly,0,80,0,MissionWeekly,True,None,0,,,0,25309.0
20015,PointRewardWeekly,0,100,0,MissionWeekly,True,None,0,,,0,25310.0
20016,RookieArenaPlayCount,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_RookieArenaPlayCount,Locale_Trigger:trigger_desc_RookieArenaPlayCount,10,
100001,PointRewardAchievement,0,10,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,10,2100001.0
100002,PointRewardAchievement,0,20,100001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,20,2100002.0
100003,PointRewardAchievement,0,30,100002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,30,2100003.0
100004,PointRewardAchievement,0,40,100003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,40,2100004.0
100005,PointRewardAchievement,0,50,100004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,50,2100005.0
100006,PointRewardAchievement,0,60,100005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,60,2100006.0
100007,PointRewardAchievement,0,70,100006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,70,2100007.0
100008,PointRewardAchievement,0,80,100007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,80,2100008.0
100009,PointRewardAchievement,0,90,100008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,90,2100009.0
100010,PointRewardAchievement,0,100,100009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,100,2100010.0
100011,PointRewardAchievement,0,110,100010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,110,2100011.0
100012,PointRewardAchievement,0,120,100011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,120,2100012.0
100013,PointRewardAchievement,0,130,100012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,130,2100013.0
100014,PointRewardAchievement,0,140,100013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,140,2100014.0
100015,PointRewardAchievement,0,150,100014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,150,2100015.0
100016,PointRewardAchievement,0,160,100015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,160,2100016.0
100017,PointRewardAchievement,0,170,100016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,170,2100017.0
100018,PointRewardAchievement,0,180,100017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,180,2100018.0
100019,PointRewardAchievement,0,190,100018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,190,2100019.0
100020,PointRewardAchievement,0,200,100019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,200,2100020.0
