id,mvg_id,mission_type,mission_sub_type,display_type,condition_type,condition_id,condition_value,order,name_localkey,point_value,is_reset,reward_id
10101,1,Daily,None,False,KillMonster,0,10,2,Locale_Event:EventMVG_daily_10101,30,False,0
10102,1,Daily,None,False,GetCurrency,1,100,3,Locale_Event:EventMVG_daily_10102,30,False,0
10103,1,Daily,None,False,KillBossMonster,0,1,4,Locale_Event:EventMVG_daily_10103,100,False,0
10104,1,Daily,None,False,PlayMVG,0,1,1,Locale_Event:EventMVG_daily_10104,40,False,0
10201,1,Daily,None,False,ClearAchievement,0,20,1,Locale_Event:EventMVG_TestLocale_01,0,False,8142045
10202,1,Daily,None,False,ClearAchievement,0,40,2,Locale_Event:EventMVG_TestLocale_01,0,False,8142046
10203,1,Daily,None,False,ClearAchievement,0,60,3,Locale_Event:EventMVG_TestLocale_01,0,False,8142047
10204,1,Daily,None,False,ClearAchievement,0,80,4,Locale_Event:EventMVG_TestLocale_01,0,False,8142048
10205,1,Daily,None,False,ClearAchievement,0,100,5,Locale_Event:EventMVG_TestLocale_01,0,False,8142049
20101,1,Achievement,ChapterClear,False,TargetPoint,1101,1,1,Locale_Event:EventMVG_achievement_chapter_clear_20101,0,False,8142050
20102,1,Achievement,ChapterClear,False,TargetPoint,1102,1,2,Locale_Event:EventMVG_achievement_chapter_clear_20102,0,False,8142051
20103,1,Achievement,ChapterClear,False,KillBossMonster,36205,1,3,Locale_Event:EventMVG_achievement_chapter_clear_20103,0,False,8142052
20104,1,Achievement,ChapterClear,False,TargetPoint,1104,1,4,Locale_Event:EventMVG_achievement_chapter_clear_20104,0,False,8142053
20105,1,Achievement,ChapterClear,False,TargetPoint,1105,1,5,Locale_Event:EventMVG_achievement_chapter_clear_20105,0,False,8142054
20106,1,Achievement,ChapterClear,False,TargetPoint,1106,1,6,Locale_Event:EventMVG_achievement_chapter_clear_20106,0,False,8142055
20107,1,Achievement,ChapterClear,False,KillBossMonster,76114,1,7,Locale_Event:EventMVG_achievement_chapter_clear_20107,0,False,8142056
20108,1,Achievement,ChapterClear,False,KillBossMonster,86101,1,8,Locale_Event:EventMVG_achievement_chapter_clear_20108,0,False,8142057
20109,1,Achievement,ChapterClear,True,ClearAchievement,0,8,1,Locale_Event:EventMVG_achievement_chapter_clear_20109,0,False,8142058
20201,1,Achievement,MonsterKill,False,KillMonster,0,200,1,Locale_Event:EventMVG_achievement_monster_kill_20201,0,False,8142059
20202,1,Achievement,MonsterKill,False,KillMonster,0,1000,2,Locale_Event:EventMVG_achievement_monster_kill_20202,0,False,8142060
20203,1,Achievement,MonsterKill,False,KillMonster,0,2000,3,Locale_Event:EventMVG_achievement_monster_kill_20203,0,False,8142061
20204,1,Achievement,MonsterKill,False,KillBossMonster,0,5,4,Locale_Event:EventMVG_achievement_monster_kill_20204,0,False,8142062
20205,1,Achievement,MonsterKill,False,KillBossMonster,0,10,5,Locale_Event:EventMVG_achievement_monster_kill_20205,0,False,8142063
20206,1,Achievement,MonsterKill,False,KillBossMonster,0,20,6,Locale_Event:EventMVG_achievement_monster_kill_20206,0,False,8142064
20207,1,Achievement,MonsterKill,False,TargetPoint,1104,1,7,Locale_Event:EventMVG_achievement_monster_kill_20207,0,False,8142065
20208,1,Achievement,MonsterKill,False,KillBossMonster,56212,1,8,Locale_Event:EventMVG_achievement_monster_kill_20208,0,False,8142066
20209,1,Achievement,MonsterKill,False,KillBossMonster,66213,1,9,Locale_Event:EventMVG_achievement_monster_kill_20209,0,False,8142067
20210,1,Achievement,MonsterKill,False,KillBossMonster,76114,1,10,Locale_Event:EventMVG_achievement_monster_kill_20210,0,False,8142068
20211,1,Achievement,MonsterKill,False,KillBossMonster,86101,1,11,Locale_Event:EventMVG_achievement_monster_kill_20211,0,False,8142069
20212,1,Achievement,MonsterKill,True,ClearAchievement,0,9,1,Locale_Event:EventMVG_achievement_monster_kill_20212,0,False,8142070
20301,1,Achievement,Explorer,False,ClearMap,0,2000,1,Locale_Event:EventMVG_achievement_explorer_20301,0,False,8142071
20302,1,Achievement,Explorer,False,ClearMap,0,5000,2,Locale_Event:EventMVG_achievement_explorer_20302,0,False,8142072
20303,1,Achievement,Explorer,False,GetUpgradeMax,0,1,5,Locale_Event:EventMVG_achievement_explorer_20303,0,False,8142073
20305,1,Achievement,Explorer,False,GetModule,0,3448,3,Locale_Event:EventMVG_achievement_explorer_20305,0,False,8142075
20306,1,Achievement,Explorer,False,GetModule,0,6896,4,Locale_Event:EventMVG_achievement_explorer_20306,0,False,8142076
20307,1,Achievement,Explorer,False,UseKey,0,5,7,Locale_Event:EventMVG_achievement_explorer_20307,0,False,8142077
