id,use_function_id_list/0,hurt_function_id_list/0,functions/0/function,functions/1/function,functions/2/function,functions/3/function,functions/4/function,functions/5/function,functions/6/function,functions/7/function,functions/8/function,functions/9/function,functions/10/function,functions/11/function,functions/12/function,functions/13/function,functions/14/function,functions/15/function,functions/16/function,functions/17/function,functions/18/function,functions/19/function,icon
2011101,0,0,201110101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011102,0,0,201110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011103,0,0,201110301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011104,0,0,201110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011105,0,0,201110501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011106,0,0,201110601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011107,0,0,201110701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011108,0,0,201110801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011109,0,0,201110901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011110,0,0,201111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011201,0,0,201120101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011202,0,0,201120201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011203,0,0,201120301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011204,0,0,201120401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011205,0,0,201120501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011206,0,0,201120601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011207,0,0,201120701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011208,0,0,201120801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011209,0,0,201120901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2011210,0,0,201121001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_statcritical_01
2032101,0,0,203210101,203210102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032102,0,0,203210201,203210202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032103,0,0,203210301,203210302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032104,0,0,203210401,203210402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032105,0,0,203210501,203210502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032106,0,0,203210601,203210602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032107,0,0,203210701,203210702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032108,0,0,203210801,203210802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032109,0,0,203210901,203210902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032110,0,0,203211001,203211002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_stataccuracycircle_01
2032201,0,0,203220101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032202,0,0,203220201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032203,0,0,203220301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032204,0,0,203220401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032205,0,0,203220501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032206,0,0,203220601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032207,0,0,203220701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032208,0,0,203220801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032209,0,0,203220901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
2032210,0,0,203221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icn_skill_criticaldamage_01
