id,name,description,shop_item_type,shop_item_id,product_group,bg_resource_table,bg_resource_id
1,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061001,1,event_old,EVENT_BANNER_COSTUME_GACHA_C200
2,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061003,2,event_old,EVENT_BANNER_COSTUME_GACHA_C101_01
3,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061004,3,event_old,EVENT_BANNER_COSTUME_GACHA_C810_02
4,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061005,4,event_old,EVENT_BANNER_COSTUME_GACHA_C200
5,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061006,5,event_old,EVENT_BANNER_COSTUME_GACHA_C233_01
6,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061007,6,event_old,EVENT_BANNER_COSTUME_GACHA_C430_02
7,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061007,7,event_old,EVENT_BANNER_COSTUME_GACHA_C430_02
8,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061008,8,event_240321,EVENT_BANNER_COSTUME_GACHA_C821_01
9,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061009,9,event_240425,EVENT_BANNER_COSTUME_GACHA_C260_02
10,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061011,10,event_240425,EVENT_BANNER_COSTUME_GACHA_C330_01
11,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061013,11,event_240704,EVENT_BANNER_COSTUME_GACHA_C112_02
12,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061014,12,event_240808,EVENT_BANNER_COSTUME_GACHA_C321_01
13,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061015,13,event_240822,EVENT_BANNER_COSTUME_GACHA_C830_03
14,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061016,14,event_241031,EVENT_BANNER_COSTUME_GACHA_C225_01
15,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061018,15,event_241031,EVENT_BANNER_COSTUME_GACHA_C511_01
16,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061020,16,event_241226,EVENT_BANNER_COSTUME_GACHA_C450_02
17,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061021,17,event_250220,EVENT_BANNER_COSTUME_GACHA_C352_02
18,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061022,18,event_250220,EVENT_BANNER_COSTUME_GACHA_RE_C830_03
19,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061023,19,event_250424,EVENT_BANNER_COSTUME_GACHA_C513_01
20,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061025,20,event_250424,EVENT_BANNER_COSTUME_GACHA_C162_01
21,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061027,21,event_250612,EVENT_BANNER_COSTUME_GACHA_C850_03
22,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061029,22,event_250612,EVENT_BANNER_COSTUME_GACHA_C222_01
23,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061031,23,event_250703,EVENT_BANNER_COSTUME_GACHA_RE_C810_02
24,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061032,24,event_250717,EVENT_BANNER_COSTUME_GACHA_C016_01
25,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_NAME,Locale_System:SHOP_BOX_GACHA_TICKET_BUY_DESC,Item,7061033,25,event_250904,EVENT_BANNER_COSTUME_GACHA_C272_01
