id,group_id,customer_name_localkey,customer_resource_prefab,customer_difficulty,customer_limit_time,bonus_type,customer_appearance_rate,skewer_stuff_id_1,skewer_stuff_id_2,skewer_stuff_id_3,condition_stage_event_id,customer_appearance_stage_condition,skewer_stuff_id_4,skewer_stuff_id_5
10011001,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,None,100,6,1,,,,,
10011002,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,None,100,3,6,,,,,
10011003,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,None,100,6,6,,,,,
10011004,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,None,100,1,5,6.0,,,,
10011005,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,None,100,6,6,3.0,,,,
10011006,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,FeverX2,30,1,1,6.0,,,,
10011007,1001,Locale_Character:352_name,spine/smol/c353/00,1,2000,PointX2,30,6,5,3.0,,,,
10011008,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,None,100,5,3,,,,,
10011009,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,None,100,2,5,,,,,
10011010,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,None,100,5,4,,,,,
10011011,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,None,100,5,1,5.0,,,,
10011012,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,None,100,3,5,2.0,,,,
10011013,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,FeverX2,30,4,5,1.0,,,,
10011014,1001,Locale_Character:130_name,spine/smol/c132/00,1,2000,PointX2,30,2,5,5.0,,,,
10011015,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,None,100,1,4,,,,,
10011016,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,None,100,3,1,,,,,
10011017,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,None,100,1,1,,,,,
10011018,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,None,100,3,1,2.0,,,,
10011019,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,None,100,2,1,6.0,,,,
10011020,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,FeverX2,30,4,1,3.0,,,,
10011021,1001,Locale_Character:131_name,spine/smol/c131/01,1,2000,PointX2,30,1,1,2.0,,,,
10011022,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,None,100,6,5,,,,,
10011023,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,None,100,5,1,,,,,
10011024,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,None,100,4,5,,,,,
10011025,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,None,100,5,2,5.0,,,,
10011026,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,None,100,6,1,6.0,,,,
10011027,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,FeverX2,30,1,5,5.0,,,,
10011028,1001,Locale_Character:10_name,spine/smol/c010/02,1,2000,PointX2,30,5,4,2.0,,,,
10011029,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,None,100,2,1,,,,,
10011030,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,None,100,4,2,,,,,
10011031,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,None,100,2,2,,,,,
10011032,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,None,100,1,2,4.0,,,,
10011033,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,None,100,2,5,2.0,,,,
10011034,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,FeverX2,30,2,1,6.0,,,,
10011035,1001,Locale_Character:201_name,spine/smol/c201/01,1,2000,PointX2,30,2,4,2.0,,,,
10011036,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,None,100,3,1,,,,,
10011037,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,None,100,4,3,,,,,
10011038,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,None,100,3,2,,,,,
10011039,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,None,100,3,1,3.0,,,,
10011040,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,None,100,4,3,1.0,,,,
10011041,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,FeverX2,30,5,3,1.0,,,,
10011042,1001,Locale_Character:142_name,spine/smol/c142/01,1,2000,PointX2,30,3,3,2.0,,,,
10011043,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,None,100,6,5,,,,,
10011044,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,None,100,1,6,,,,,
10011045,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,None,100,6,6,,,,,
10011046,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,None,100,6,2,5.0,,,,
10011047,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,None,100,5,6,1.0,,,,
10011048,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,FeverX2,30,6,4,6.0,,,,
10011049,1001,Locale_Character:82_name,spine/smol/c082/01,1,2000,PointX2,30,2,6,5.0,,,,
10011050,1001,Locale_Character:350_name,spine/smol/c350/01,1,2000,None,90,4,4,,40025.0,102510112.0,,
10011051,1001,Locale_Character:350_name,spine/smol/c350/01,1,2000,None,90,2,4,,40025.0,102510112.0,,
10011052,1001,Locale_Character:350_name,spine/smol/c350/01,1,2000,None,90,4,1,,40025.0,102510112.0,,
10011053,1001,Locale_Character:350_name,spine/smol/c350/01,1,2000,None,90,4,4,4.0,40025.0,102510112.0,,
