id,manager_id,dialog_event_id,selection_dialog_group_id,selection_dialog_id,is_consume_stamina,selection_event_type,selection_event_value_list/0/event_target_heroine,selection_event_value_list/0/event_value,selection_event_value_list/0/event_result_grade,selection_event_value_list/1/event_target_heroine,selection_event_value_list/1/event_value,selection_event_value_list/1/event_result_grade,selection_event_value_list/2/event_target_heroine,selection_event_value_list/2/event_value,selection_event_value_list/2/event_result_grade,selection_event_value_list/3/event_target_heroine,selection_event_value_list/3/event_value,selection_event_value_list/3/event_result_grade,selection_event_value_list/4/event_target_heroine,selection_event_value_list/4/event_value,selection_event_value_list/4/event_result_grade,is_use_select_condition,select_dialog_condition_list/0/select_condition_dialog_event
snowfall_episode_noir_01_3,1001,snowfall_episode_noir_01,snowfall_episode_noir_01,snowfall_episode_noir_01_3,True,,,,,,,,,,,,,,,,,,
snowfall_episode_blanc_01_5,1001,snowfall_episode_blanc_01,snowfall_episode_blanc_01,snowfall_episode_blanc_01_5,True,,,,,,,,,,,,,,,,,,
snowfall_episode_ludmilla_01_2,1001,snowfall_episode_ludmilla_01,snowfall_episode_ludmilla_01,snowfall_episode_ludmilla_01_2,True,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_01_e_2,1001,snowfall_episode_emma_01_e,snowfall_episode_emma_01_e,snowfall_episode_emma_01_e_2,True,,,,,,,,,,,,,,,,,,
snowfall_episode_mica_01_16,1001,snowfall_episode_mica_01,snowfall_episode_mica_01,snowfall_episode_mica_01_16,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_02_4,1001,snowfall_speech_noir_02,snowfall_speech_noir_02,snowfall_speech_noir_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_03_4,1001,snowfall_speech_noir_03,snowfall_speech_noir_03,snowfall_speech_noir_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_04_4,1001,snowfall_speech_noir_04,snowfall_speech_noir_04,snowfall_speech_noir_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_06_4,1001,snowfall_speech_noir_06,snowfall_speech_noir_06,snowfall_speech_noir_06_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_07_4,1001,snowfall_speech_noir_07,snowfall_speech_noir_07,snowfall_speech_noir_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_08_4,1001,snowfall_speech_noir_08,snowfall_speech_noir_08,snowfall_speech_noir_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_09_4,1001,snowfall_speech_noir_09,snowfall_speech_noir_09,snowfall_speech_noir_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_10_4,1001,snowfall_speech_noir_10,snowfall_speech_noir_10,snowfall_speech_noir_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_11_4,1001,snowfall_speech_noir_11,snowfall_speech_noir_11,snowfall_speech_noir_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_12_4,1001,snowfall_speech_noir_12,snowfall_speech_noir_12,snowfall_speech_noir_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_13_4,1001,snowfall_speech_noir_13,snowfall_speech_noir_13,snowfall_speech_noir_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_14_4,1001,snowfall_speech_noir_14,snowfall_speech_noir_14,snowfall_speech_noir_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_15_4,1001,snowfall_speech_noir_15,snowfall_speech_noir_15,snowfall_speech_noir_15_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_16_4,1001,snowfall_speech_noir_16,snowfall_speech_noir_16,snowfall_speech_noir_16_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noir_17_4,1001,snowfall_speech_noir_17,snowfall_speech_noir_17,snowfall_speech_noir_17_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_01_4,1001,snowfall_speech_blanc_01,snowfall_speech_blanc_01,snowfall_speech_blanc_01_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_02_4,1001,snowfall_speech_blanc_02,snowfall_speech_blanc_02,snowfall_speech_blanc_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_03_4,1001,snowfall_speech_blanc_03,snowfall_speech_blanc_03,snowfall_speech_blanc_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_04_4,1001,snowfall_speech_blanc_04,snowfall_speech_blanc_04,snowfall_speech_blanc_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_05_4,1001,snowfall_speech_blanc_05,snowfall_speech_blanc_05,snowfall_speech_blanc_05_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_06_4,1001,snowfall_speech_blanc_06,snowfall_speech_blanc_06,snowfall_speech_blanc_06_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_07_4,1001,snowfall_speech_blanc_07,snowfall_speech_blanc_07,snowfall_speech_blanc_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_08_4,1001,snowfall_speech_blanc_08,snowfall_speech_blanc_08,snowfall_speech_blanc_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_09_4,1001,snowfall_speech_blanc_09,snowfall_speech_blanc_09,snowfall_speech_blanc_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_10_4,1001,snowfall_speech_blanc_10,snowfall_speech_blanc_10,snowfall_speech_blanc_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_11_4,1001,snowfall_speech_blanc_11,snowfall_speech_blanc_11,snowfall_speech_blanc_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_12_4,1001,snowfall_speech_blanc_12,snowfall_speech_blanc_12,snowfall_speech_blanc_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_13_4,1001,snowfall_speech_blanc_13,snowfall_speech_blanc_13,snowfall_speech_blanc_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_blanc_14_4,1001,snowfall_speech_blanc_14,snowfall_speech_blanc_14,snowfall_speech_blanc_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_01_4,1001,snowfall_speech_noirblanc_01,snowfall_speech_noirblanc_01,snowfall_speech_noirblanc_01_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_02_4,1001,snowfall_speech_noirblanc_02,snowfall_speech_noirblanc_02,snowfall_speech_noirblanc_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_03_4,1001,snowfall_speech_noirblanc_03,snowfall_speech_noirblanc_03,snowfall_speech_noirblanc_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_04_4,1001,snowfall_speech_noirblanc_04,snowfall_speech_noirblanc_04,snowfall_speech_noirblanc_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_05_4,1001,snowfall_speech_noirblanc_05,snowfall_speech_noirblanc_05,snowfall_speech_noirblanc_05_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_06_4,1001,snowfall_speech_noirblanc_06,snowfall_speech_noirblanc_06,snowfall_speech_noirblanc_06_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_07_4,1001,snowfall_speech_noirblanc_07,snowfall_speech_noirblanc_07,snowfall_speech_noirblanc_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_08_4,1001,snowfall_speech_noirblanc_08,snowfall_speech_noirblanc_08,snowfall_speech_noirblanc_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_09_4,1001,snowfall_speech_noirblanc_09,snowfall_speech_noirblanc_09,snowfall_speech_noirblanc_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_10_4,1001,snowfall_speech_noirblanc_10,snowfall_speech_noirblanc_10,snowfall_speech_noirblanc_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_11_4,1001,snowfall_speech_noirblanc_11,snowfall_speech_noirblanc_11,snowfall_speech_noirblanc_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_12_4,1001,snowfall_speech_noirblanc_12,snowfall_speech_noirblanc_12,snowfall_speech_noirblanc_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_13_4,1001,snowfall_speech_noirblanc_13,snowfall_speech_noirblanc_13,snowfall_speech_noirblanc_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_14_4,1001,snowfall_speech_noirblanc_14,snowfall_speech_noirblanc_14,snowfall_speech_noirblanc_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_15_4,1001,snowfall_speech_noirblanc_15,snowfall_speech_noirblanc_15,snowfall_speech_noirblanc_15_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_noirblanc_16_4,1001,snowfall_speech_noirblanc_16,snowfall_speech_noirblanc_16,snowfall_speech_noirblanc_16_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_01_4,1001,snowfall_speech_ludmilla_01,snowfall_speech_ludmilla_01,snowfall_speech_ludmilla_01_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_02_4,1001,snowfall_speech_ludmilla_02,snowfall_speech_ludmilla_02,snowfall_speech_ludmilla_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_03_4,1001,snowfall_speech_ludmilla_03,snowfall_speech_ludmilla_03,snowfall_speech_ludmilla_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_04_4,1001,snowfall_speech_ludmilla_04,snowfall_speech_ludmilla_04,snowfall_speech_ludmilla_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_05_4,1001,snowfall_speech_ludmilla_05,snowfall_speech_ludmilla_05,snowfall_speech_ludmilla_05_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_06_4,1001,snowfall_speech_ludmilla_06,snowfall_speech_ludmilla_06,snowfall_speech_ludmilla_06_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_07_4,1001,snowfall_speech_ludmilla_07,snowfall_speech_ludmilla_07,snowfall_speech_ludmilla_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_08_4,1001,snowfall_speech_ludmilla_08,snowfall_speech_ludmilla_08,snowfall_speech_ludmilla_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_09_4,1001,snowfall_speech_ludmilla_09,snowfall_speech_ludmilla_09,snowfall_speech_ludmilla_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_10_4,1001,snowfall_speech_ludmilla_10,snowfall_speech_ludmilla_10,snowfall_speech_ludmilla_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_11_4,1001,snowfall_speech_ludmilla_11,snowfall_speech_ludmilla_11,snowfall_speech_ludmilla_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_12_4,1001,snowfall_speech_ludmilla_12,snowfall_speech_ludmilla_12,snowfall_speech_ludmilla_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_13_4,1001,snowfall_speech_ludmilla_13,snowfall_speech_ludmilla_13,snowfall_speech_ludmilla_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_14_4,1001,snowfall_speech_ludmilla_14,snowfall_speech_ludmilla_14,snowfall_speech_ludmilla_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_15_4,1001,snowfall_speech_ludmilla_15,snowfall_speech_ludmilla_15,snowfall_speech_ludmilla_15_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_16_4,1001,snowfall_speech_ludmilla_16,snowfall_speech_ludmilla_16,snowfall_speech_ludmilla_16_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_17_4,1001,snowfall_speech_ludmilla_17,snowfall_speech_ludmilla_17,snowfall_speech_ludmilla_17_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_18_4,1001,snowfall_speech_ludmilla_18,snowfall_speech_ludmilla_18,snowfall_speech_ludmilla_18_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_19_4,1001,snowfall_speech_ludmilla_19,snowfall_speech_ludmilla_19,snowfall_speech_ludmilla_19_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_20_4,1001,snowfall_speech_ludmilla_20,snowfall_speech_ludmilla_20,snowfall_speech_ludmilla_20_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_21_4,1001,snowfall_speech_ludmilla_21,snowfall_speech_ludmilla_21,snowfall_speech_ludmilla_21_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_22_4,1001,snowfall_speech_ludmilla_22,snowfall_speech_ludmilla_22,snowfall_speech_ludmilla_22_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_23_4,1001,snowfall_speech_ludmilla_23,snowfall_speech_ludmilla_23,snowfall_speech_ludmilla_23_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_24_4,1001,snowfall_speech_ludmilla_24,snowfall_speech_ludmilla_24,snowfall_speech_ludmilla_24_4,True,,,,,,,,,,,,,,,,,,
