stage_id,event_id,start_date,end_date,stage_type,need_stage_id,open_condition_event_story_stage,one_star_score,two_star_score,three_star_score,fix_reward_array/0/fix_reward_id,fix_reward_array/0/fix_reward_num,fix_reward_array/1/fix_reward_id,fix_reward_array/1/fix_reward_num,first_reward_array/0/first_reward_id,first_reward_array/0/first_reward_num,first_reward_array/1/first_reward_id,first_reward_array/1/first_reward_num,first_reward_array/2/first_reward_id,first_reward_array/2/first_reward_num,name_localkey,boss_icon,LevelAssetName,enter_scenario,exit_scenario
1001,81901,2025-02-19T16:00:00,2025-03-12T19:59:59,common,0,107010105,1,12000,18000,4002,3,0,0,4001,1,4002,3,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_01,MiniGameEVA/Enemy/eva_enemy_elite_icon_1.png,Level_Common/EVA9_Level_1-1-baigei,event_exnii1_03_s,event_exnii1_03_e
1002,81901,2025-02-19T16:00:00,2025-03-12T19:59:59,common,1001,0,1,14000,21000,4002,3,0,0,4001,1,4002,3,4003,1,Locale_EvaSystem:YX002_LEVEL_NAME_02,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,Level_Common/EVA9_Level_1-1-baigei2,,
1003,81901,2025-02-19T16:00:00,2025-03-12T19:59:59,common,1002,0,1,20000,30000,4002,3,0,0,4001,1,4002,3,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_03,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,Level_Common/EVA9_Level_1-1-commonElite,,
1004,81901,2025-02-19T16:00:00,2025-03-12T19:59:59,common,1003,0,1,25000,38000,4002,4,0,0,4001,1,4002,4,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_04,MiniGameEVA/Enemy/eva_enemy_boss_icon_4.png,Level_Common/EVA_Boss_mujin_Easy,,
1005,81901,2025-02-20T20:00:00,2025-03-12T19:59:59,common,1004,0,1,17000,25000,4002,4,0,0,4001,1,4002,4,4008,1,Locale_EvaSystem:YX002_LEVEL_NAME_05,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,Level_Common/EVA8_Level_1-1-baigei,,
1006,81901,2025-02-20T20:00:00,2025-03-12T19:59:59,common,1005,0,1,21000,31000,4002,4,0,0,4001,1,4002,4,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_06,MiniGameEVA/Enemy/eva_enemy_elite_icon_1.png,Level_Common/EVA8_Level_1-1-commonElite,,
1007,81901,2025-02-20T20:00:00,2025-03-12T19:59:59,common,1006,0,1,25000,37000,4002,4,0,0,4001,1,4002,4,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_07,MiniGameEVA/Enemy/eva_enemy_boss_icon_1.png,Level_Common/EVA_Boss_Q_Easy,,
1008,81901,2025-02-20T20:00:00,2025-03-12T19:59:59,common,1007,0,1,16000,24000,4002,5,0,0,4001,1,4002,5,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_08,MiniGameEVA/Enemy/eva_enemy_boss_icon_1.png,Level_Common/EVA_Boss_Q,,
1009,81901,2025-02-21T20:00:00,2025-03-12T19:59:59,common,1008,0,1,32000,48000,4002,5,0,0,4001,1,4002,5,4010,1,Locale_EvaSystem:YX002_LEVEL_NAME_09,MiniGameEVA/Enemy/eva_enemy_elite_icon_3.png,Level_Common/EVA2_Level_1-1-commonElite,,
1010,81901,2025-02-21T20:00:00,2025-03-12T19:59:59,common,1009,0,1,29000,44000,4002,5,0,0,4001,1,4002,5,4004,1,Locale_EvaSystem:YX002_LEVEL_NAME_10,MiniGameEVA/Enemy/eva_enemy_elite_icon_3.png,Level_Common/EVA2_Level_1-1-commonElite2,,
1011,81901,2025-02-21T20:00:00,2025-03-12T19:59:59,common,1010,0,1,33000,49000,4002,5,0,0,4001,1,4002,5,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_11,MiniGameEVA/Enemy/eva_enemy_boss_icon_3.png,Level_Common/EVA_Boss_shenfa_Easy,,
1012,81901,2025-02-21T20:00:00,2025-03-12T19:59:59,common,1011,0,1,16000,24000,4002,6,0,0,4001,1,4002,6,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_12,MiniGameEVA/Enemy/eva_enemy_boss_icon_3.png,Level_Common/EVA_Boss_shenfa,,
1013,81901,2025-02-22T20:00:00,2025-03-12T19:59:59,hard,1012,0,1,25000,40000,4002,6,0,0,4001,1,4002,6,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_13,MiniGameEVA/Enemy/eva_enemy_boss_icon_4.png,Level_Common/EVA_Boss_mujin,,
1014,81901,2025-02-22T20:00:00,2025-03-12T19:59:59,hard,1013,0,1,27000,45000,4002,6,0,0,4001,1,4002,6,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_14,MiniGameEVA/Enemy/eva_enemy_boss_icon_2.png,Level_Common/EVA_Boss_juemu_Easy,,
1015,81901,2025-02-22T20:00:00,2025-03-12T19:59:59,hard,1014,0,1,16000,26000,4002,6,0,0,4001,1,4002,6,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_15,MiniGameEVA/Enemy/eva_enemy_boss_icon_2.png,Level_Common/EVA_Boss_juemu,,
1016,81901,2025-02-23T20:00:00,2025-03-12T19:59:59,hard,1015,0,1,22000,35000,4002,6,0,0,4001,1,4002,6,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_16,MiniGameEVA/Enemy/eva_enemy_boss_icon_1.png,Level_Common/EVA_Boss_Q_Hard,,
1017,81901,2025-02-23T20:00:00,2025-03-12T19:59:59,hard,1016,0,1,38000,63000,4002,7,0,0,4001,1,4002,7,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_17,MiniGameEVA/Enemy/eva_enemy_boss_icon_5.png,Level_Common/EVA_Boss_kelakeng_Easy,,
1018,81901,2025-02-23T20:00:00,2025-03-12T19:59:59,hard,1017,0,1,16000,26000,4002,7,0,0,4001,1,4002,7,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_18,MiniGameEVA/Enemy/eva_enemy_boss_icon_5.png,Level_Common/EVA_Boss_kelakeng,,
1019,81901,2025-02-24T20:00:00,2025-03-12T19:59:59,hard,1018,0,1,25000,41000,4002,7,0,0,4001,1,4002,7,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_19,MiniGameEVA/Enemy/eva_enemy_boss_icon_3.png,Level_Common/EVA_Boss_shenfa_Hard,,
1020,81901,2025-02-24T20:00:00,2025-03-12T19:59:59,hard,1019,0,1,43000,72000,4002,7,0,0,4001,1,4002,7,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_20,MiniGameEVA/Enemy/eva_enemy_boss_icon_6.png,Level_Common/EVA_Boss_xiaocao_Easy,,
1021,81901,2025-02-24T20:00:00,2025-03-12T19:59:59,hard,1020,0,1,16000,27000,4002,8,0,0,4001,1,4002,8,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_21,MiniGameEVA/Enemy/eva_enemy_boss_icon_6.png,Level_Common/EVA_Boss_xiaocao,,
1022,81901,2025-02-25T20:00:00,2025-03-12T19:59:59,hard,1021,0,1,30000,50000,4002,8,0,0,4001,1,4002,8,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_22,MiniGameEVA/Enemy/eva_enemy_boss_icon_2.png,Level_Common/EVA_Boss_juemu_Hard,,
1023,81901,2025-02-25T20:00:00,2025-03-12T19:59:59,hard,1022,0,1,23000,38000,4002,8,0,0,4001,1,4002,8,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_23,MiniGameEVA/Enemy/eva_enemy_boss_icon_5.png,Level_Common/EVA_Boss_kelakeng_Hard,,
1024,81901,2025-02-26T20:00:00,2025-03-12T19:59:59,hard,1023,0,1,23000,39000,4002,8,0,0,4001,1,4002,8,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_24,MiniGameEVA/Enemy/eva_enemy_boss_icon_6.png,Level_Common/EVA_Boss_xiaocao_Hard,,
1025,81901,2025-02-19T16:00:00,2025-03-12T19:59:59,ranking,1001,0,1,20000,32000,0,0,0,0,0,0,0,0,0,0,Locale_EvaSystem:YX002_LEVEL_NAME_25,MiniGameEVA/Enemy/eva_enemy_boss_icon_0.png,Level_Common/EVA_Level_1025,,
