id,name_localkey,description_localkey,skill_icon,skill_ani_number,weapon_type,prefer_target,show_lock_on,attack_type,fire_type,casting_time,break_object_hp_raito,skill_value_type_01,skill_value_01,skill_value_type_02,skill_value_02,shot_count,delay_time,shot_timing,penetration,projectile_speed,projectile_hp_ratio,projectile_radius_object,projectile_radius,spot_explosion_range,is_destroyable_projectile,relate_anim,deceleration_rate,target_character_ratio,target_cover_ratio,target_nothing_ratio,calling_group_id,target_count,object_position_type,object_position/0,object_position/1,object_position/2,is_using_timeline,control_gauge,weapon_object_enum,object_resource/0,linked_parts,break_object/0,break_object/1,cancel_type,break_object/2,break_object/3,break_object/4,break_object/5,break_object/6,break_object/7,break_object/8,object_resource/1,object_position/3,object_position/4,object_position/5,break_object/9,break_object/10,break_object/11,control_parts/0,control_parts/1,move_object/0,move_object/1,move_object/2,move_object/3,control_parts/2,control_parts/3,control_parts/4,control_parts/5
130001,Locale_Skill:sk_name_m_sc3_pe0_ar_ins,Locale_Skill:sk_desc_m_sc3_pe0_ar_metal_ins,attack_default_ar,Shot_01,AR,None,False,Metal,Instant,0,0,Percent,500,None,0,3,80,None,0,1000.0,10000,0,0,0,False,False,30,25,25,50,0,0,None,0.0,0.0,0.0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130004,Locale_Skill:sk_name_f_sc1_pe0_ar_ins,Locale_Skill:sk_desc_f_sc1_pe0_ar_metal_ins,attack_default_ar,Shot_01,AR,None,False,Metal,Instant,150,0,Percent,5700,None,0,1,50,Sequence,0,1000.0,10000,0,0,0,False,True,0,80,20,0,0,0,None,0.0,0.0,0.0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,Locale_Skill:sk_name_swaord_Shot_01,Locale_Skill:sk_desc_swaord_None_Shot_01,buff_attack_up,Shot_01,AR,Random,False,None,Instant,300,0,Percent,0,None,0,1,10,Concurrence,1,0.0,0,0,0,0,False,True,0,0,0,100,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,Locale_Skill:sk_name_waller_Shot_01,Locale_Skill:sk_desc_waller_None_Shot_01,buff_defence_up,Shot_01,AR,Random,False,None,Instant,500,0,Percent,0,None,0,1,10,Concurrence,1,0.0,0,0,0,0,False,True,0,0,0,100,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,Locale_Skill:sk_name_atkdown_Shot_01,Locale_Skill:sk_desc_atkdown_None_Shot_01,debuff_atk_down,Shot_01,AR,Random,False,None,Instant,500,0,Percent,0,None,0,1,10,Concurrence,1,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004,Locale_Skill:sk_name_defdown_Shot_01,Locale_Skill:sk_desc_defdown_None_Shot_01,debuff_def_down,Shot_01,AR,Random,False,None,Instant,300,0,Percent,0,None,0,1,10,Concurrence,1,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,Locale_Skill:sk_name_heal_Shot_01,Locale_Skill:sk_desc_heal_None_Shot_01,heal,Shot_01,AR,Random,False,None,Instant,300,0,Percent,0,None,0,1,10,Sequence,0,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100006,Locale_Skill:sk_name_flower_Shot_02,Locale_Skill:sk_desc_flower_None_Shot_02,passive_heal_down,Shot_02,AR,Random,False,None,Instant,150,0,Percent,0,None,0,1,10,Concurrence,0,0.0,0,0,0,0,False,True,0,0,0,100,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100007,Locale_Skill:sk_name_berserker_Shot_03,Locale_Skill:sk_desc_berserker_None_Shot_03,buff_berserk,Shot_03,AR,Random,False,None,Instant,150,0,Percent,0,None,0,1,10,Sequence,0,0.0,0,0,0,0,False,False,0,0,0,100,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100008,Locale_Skill:sk_name_barbell_Shot_03,Locale_Skill:sk_desc_barbell_None_Shot_03,passive_def_up,Shot_03,AR,Random,False,None,Instant,150,0,Percent,0,None,0,1,10,Concurrence,0,0.0,0,0,0,0,False,True,0,0,0,100,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100009,Locale_Skill:sk_name_sphere_Shot_01,Locale_Skill:sk_desc_sphere_None_Shot_01,dead_bomb_attack,Shot_01,AR,Random,False,None,Range,0,0,Percent,0,Integer,1500,1,0,Sequence,0,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100010,Locale_Skill:sk_name_heal_Shot_01,Locale_Skill:sk_desc_heal_None_Shot_01,heal,Shot_01,AR,Random,False,None,Range,300,0,Percent,0,Integer,1000,1,0,Sequence,0,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,Locale_Skill:sk_name_f_sc1_pe0_ar_ins,Locale_Skill:sk_desc_f_sc1_pe0_ar_none_ins,attack_default_ar,Shot_01,AR,Random,False,None,Instant,100,0,Percent,400,None,0,1,0,Sequence,0,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100012,Locale_Skill:sk_name_atkdown_Shot_01,Locale_Skill:sk_desc_atkdown_None_Shot_01,debuff_atk_down,Shot_01,AR,Random,False,None,Instant,100,0,Percent,0,None,0,1,0,Concurrence,1,0.0,0,0,0,0,False,True,0,100,0,0,0,0,None,0.0,0.0,0.0,False,0,weapon_object_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
