id,group,is_outpost,category_name_localkey,category_description_localkey,name_tag_localkey,is_show_total_count
1000,1,True,Locale_System:ALBUM_CATEGORY_NAME_MAIN,Locale_System:ALBUM_CATEGORY_DESC_MAIN,Locale_System:ALBUM_NAMETAG_CHAPTER,True
2000,2,True,Locale_System:ALBUM_CATEGORY_NAME_SUDDENSTORY,Locale_System:ALBUM_CATEGORY_DESC_SUDDENSTORY,Locale_System:OUTPOST_EN,False
10001,1000,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10011,1001,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10021,1002,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10031,1003,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10041,1004,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10051,1005,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10061,1006,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10071,1007,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10081,1008,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10091,1009,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10101,1010,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10111,1011,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10121,1012,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10131,1013,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10141,1014,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10151,1015,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10201,1020,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
10211,1021,False,Locale_System:ALBUM_CATEGORY_NAME_STORY_EVENT,Locale_System:ALBUM_CATEGORY_DESC_STORY_EVENT,Locale_System:OUTPOST_EN,False
