id,group_id,page_type,page_order,is_available_in_arcade,image_resource,page_title_localkey,tutorial_localkey
1001010101,10010101,Basic,1,False,ele_fortheking_tutorial_playguide_01_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_01_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_01_01
1001010102,10010101,Basic,2,True,ele_fortheking_tutorial_playguide_01_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_01_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_01_02
1001010201,10010102,Basic,1,True,ele_fortheking_tutorial_playguide_02_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_02_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_02_01
1001010202,10010102,Basic,2,True,ele_fortheking_tutorial_playguide_02_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_02_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_02_02
1001010203,10010102,Basic,3,True,ele_fortheking_tutorial_playguide_02_03,Locale_Event:td_fortheking_tutorial_playguide_page_title_02_03,Locale_Event:td_fortheking_tutorial_playguide_page_description_02_03
1001010301,10010103,Basic,1,True,ele_fortheking_tutorial_playguide_03_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_03_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_03_01
1001010302,10010103,Basic,2,True,ele_fortheking_tutorial_playguide_03_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_03_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_03_02
1001010401,10010104,Basic,1,True,ele_fortheking_tutorial_playguide_04_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_04_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_04_01
1001010402,10010104,Basic,2,True,ele_fortheking_tutorial_playguide_04_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_04_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_04_02
1001010501,10010105,Basic,1,True,ele_fortheking_tutorial_playguide_05_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_05_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_05_01
1001010601,10010106,Basic,1,True,ele_fortheking_tutorial_playguide_06_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_06_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_06_01
1001010701,10010107,Basic,1,True,ele_fortheking_tutorial_playguide_07_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_07_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_07_01
1001010702,10010107,Basic,2,True,ele_fortheking_tutorial_playguide_07_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_07_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_07_02
1001010703,10010107,Basic,3,True,ele_fortheking_tutorial_playguide_07_03,Locale_Event:td_fortheking_tutorial_playguide_page_title_07_03,Locale_Event:td_fortheking_tutorial_playguide_page_description_07_03
1001010801,10010108,Basic,1,True,ele_fortheking_tutorial_playguide_08_01,Locale_Event:td_fortheking_tutorial_playguide_page_title_08_01,Locale_Event:td_fortheking_tutorial_playguide_page_description_08_01
1001010802,10010108,Basic,2,True,ele_fortheking_tutorial_playguide_08_02,Locale_Event:td_fortheking_tutorial_playguide_page_title_08_02,Locale_Event:td_fortheking_tutorial_playguide_page_description_08_02
1001020101,10010201,Picture,1,True,ele_fortheking_tutorial_monster_01_01,Locale_Event:td_fortheking_tutorial_monster_page_title_01_01,Locale_Event:td_fortheking_monster_description_pelican
1001020201,10010202,Picture,1,True,ele_fortheking_tutorial_monster_02_01,Locale_Event:td_fortheking_tutorial_monster_page_title_02_01,Locale_Event:td_fortheking_monster_description_eyeball
1001020301,10010203,Picture,1,True,ele_fortheking_tutorial_monster_03_01,Locale_Event:td_fortheking_tutorial_monster_page_title_03_01,Locale_Event:td_fortheking_monster_description_thief
1001020401,10010204,Picture,1,True,ele_fortheking_tutorial_monster_04_01,Locale_Event:td_fortheking_tutorial_monster_page_title_04_01,Locale_Event:td_fortheking_monster_description_lure
1001020501,10010205,Picture,1,True,ele_fortheking_tutorial_monster_05_01,Locale_Event:td_fortheking_tutorial_monster_page_title_05_01,Locale_Event:td_fortheking_monster_description_caphead
1001020601,10010206,Picture,1,True,ele_fortheking_tutorial_monster_06_01,Locale_Event:td_fortheking_tutorial_monster_page_title_06_01,Locale_Event:td_fortheking_monster_description_covered
1001020701,10010207,Picture,1,True,ele_fortheking_tutorial_monster_07_01,Locale_Event:td_fortheking_tutorial_monster_page_title_07_01,Locale_Event:td_fortheking_monster_description_ant
1001020801,10010208,Picture,1,True,ele_fortheking_tutorial_monster_08_01,Locale_Event:td_fortheking_tutorial_monster_page_title_08_01,Locale_Event:td_fortheking_monster_description_bird
1001020901,10010209,Picture,1,True,ele_fortheking_tutorial_monster_09_01,Locale_Event:td_fortheking_tutorial_monster_page_title_09_01,Locale_Event:td_fortheking_monster_description_fatleg
1001021001,10010210,Picture,1,True,ele_fortheking_tutorial_monster_10_01,Locale_Event:td_fortheking_tutorial_monster_page_title_10_01,Locale_Event:td_fortheking_monster_description_armored
1001021101,10010211,Picture,1,True,ele_fortheking_tutorial_monster_11_01,Locale_Event:td_fortheking_tutorial_monster_page_title_11_01,Locale_Event:td_fortheking_monster_description_heavymetal
1001021201,10010212,Picture,1,True,ele_fortheking_tutorial_monster_12_01,Locale_Event:td_fortheking_tutorial_monster_page_title_12_01,Locale_Event:td_fortheking_monster_description_cetus
1001021301,10010213,Picture,1,True,ele_fortheking_tutorial_monster_13_01,Locale_Event:td_fortheking_tutorial_monster_page_title_13_01,Locale_Event:td_fortheking_monster_description_chatterbox
1001021401,10010214,Picture,1,True,ele_fortheking_tutorial_monster_14_01,Locale_Event:td_fortheking_tutorial_monster_page_title_14_01,Locale_Event:td_fortheking_monster_description_indivilia
1001021501,10010215,Picture,1,True,ele_fortheking_tutorial_monster_15_01,Locale_Event:td_fortheking_tutorial_monster_page_title_15_01,Locale_Event:td_fortheking_monster_description_indivilia_2
1001030101,10010301,Basic,1,True,ele_fortheking_tutorial_challenge_01_01,Locale_Event:td_fortheking_tutorial_challenge_page_title_01_01,Locale_Event:td_fortheking_tutorial_challenge_page_description_01_01
1001030201,10010302,Basic,1,True,ele_fortheking_tutorial_challenge_02_01,Locale_Event:td_fortheking_tutorial_challenge_page_title_02_01,Locale_Event:td_fortheking_tutorial_challenge_page_description_02_01
1001030202,10010302,Basic,1,True,ele_fortheking_tutorial_challenge_02_02,Locale_Event:td_fortheking_tutorial_challenge_page_title_02_02,Locale_Event:td_fortheking_tutorial_challenge_page_description_02_02
1001030301,10010303,Basic,1,True,ele_fortheking_tutorial_challenge_03_01,Locale_Event:td_fortheking_tutorial_challenge_page_title_03_01,Locale_Event:td_fortheking_tutorial_challenge_page_description_03_01
1002010101,10020101,Basic,1,True,ele_foolsday_tutorial_playguide_01_01,Locale_Event:td_foolsday_tutorial_playguide_page_title_01_01,Locale_Event:td_foolsday_tutorial_playguide_page_description_01_01
1002010102,10020101,Basic,2,True,ele_foolsday_tutorial_playguide_01_02,Locale_Event:td_foolsday_tutorial_playguide_page_title_01_02,Locale_Event:td_foolsday_tutorial_playguide_page_description_01_02
1002010103,10020101,Basic,3,True,ele_foolsday_tutorial_playguide_01_03,Locale_Event:td_foolsday_tutorial_playguide_page_title_01_03,Locale_Event:td_foolsday_tutorial_playguide_page_description_01_03
1002020101,10020201,Picture,1,True,ele_foolsday_tutorial_monster_01_01,Locale_Event:td_foolsday_tutorial_monster_page_title_01_01,Locale_Event:td_fortheking_monster_description_minion_mecha_shifty
1002020201,10020202,Picture,1,True,ele_foolsday_tutorial_monster_02_01,Locale_Event:td_foolsday_tutorial_monster_page_title_02_01,Locale_Event:td_fortheking_monster_description_elite_mecha_shifty
1002020301,10020203,Picture,1,True,ele_foolsday_tutorial_monster_03_01,Locale_Event:td_foolsday_tutorial_monster_page_title_03_01,Locale_Event:td_fortheking_monster_description_centurion_mecha_shifty
1002020401,10020204,Picture,1,True,ele_foolsday_tutorial_monster_04_01,Locale_Event:td_foolsday_tutorial_monster_page_title_04_01,Locale_Event:td_fortheking_monster_description_mega_mecha_shifty
