id,group_id,fish_group,order,fish_point,fish_id
1,1,Small,1,500,1001
2,1,Small,2,500,1002
3,1,Small,3,500,1003
4,1,Small,4,500,1004
5,1,Small,5,500,1005
6,1,Small,6,500,1006
7,1,Small,7,500,1007
8,1,Small,8,500,1008
9,1,Small,9,500,1009
10,1,Small,10,500,1010
11,1,Small,11,500,1011
12,1,Small,12,500,1012
13,1,Small,13,500,1013
14,1,Small,14,500,1014
15,1,Small,15,500,1015
16,1,Small,16,500,1016
17,1,Small,17,500,1017
18,1,Small,18,500,1018
19,1,Small,19,500,1019
20,1,Small,20,500,1020
21,1,Small,21,500,1021
22,1,Small,22,500,1022
23,1,Small,23,500,1023
24,1,Small,24,500,1024
25,1,Small,25,500,1025
26,1,Middle,26,300,2001
27,1,Middle,27,300,2002
28,1,Middle,28,300,2003
29,1,Middle,29,300,2004
30,1,Middle,30,300,2005
31,1,Middle,31,300,2006
32,1,Middle,32,300,2007
33,1,Middle,33,300,2008
34,1,Middle,34,300,2009
35,1,Middle,35,300,2010
36,1,Middle,36,300,2011
37,1,Middle,37,300,2012
38,1,Middle,38,300,2013
39,1,Middle,39,300,2014
40,1,Middle,40,300,2015
41,1,Middle,41,300,2016
42,1,Middle,42,300,2017
43,1,Middle,43,300,2018
44,1,Middle,44,300,2019
45,1,Middle,45,300,2020
46,1,Middle,46,300,2021
47,1,Middle,47,300,2022
48,1,Middle,48,300,2023
49,1,Middle,49,300,2024
50,1,Middle,50,300,2025
51,1,Large,51,100,3001
52,1,Large,52,100,3002
53,1,Large,53,100,3003
54,1,Large,54,100,3004
55,1,Large,55,100,3005
56,1,Large,56,100,3006
57,1,Large,57,100,3007
58,1,Large,58,100,3008
59,1,Large,59,100,3009
60,1,Large,60,100,3010
61,1,Large,61,100,3011
62,1,Large,62,100,3012
63,1,Large,63,100,3013
64,1,Large,64,100,3014
65,1,Large,65,100,3015
66,1,Large,66,100,3016
67,1,Large,67,100,3017
68,1,Large,68,100,3018
69,1,Large,69,100,3019
70,1,Large,70,100,3020
71,1,Large,71,100,3021
72,1,Large,72,100,3022
73,1,Large,73,100,3023
74,1,Large,74,100,3024
75,1,Large,75,100,3025
