id,package_group_id,costume_id,start_date,end_date,midas_product_id,buy_limit_type,is_limit,buy_limit_count
130001,130001,60002,2025-01-30T03:00:00,2025-02-19T14:59:59,100130001,Account,True,1
130002,130002,110008,2025-02-19T16:00:00,2025-03-12T19:59:59,100130002,Account,True,1
130003,130003,110009,2025-02-19T16:00:00,2025-03-12T19:59:59,100130003,Account,True,1
130004,130004,110010,2025-02-19T16:00:00,2025-03-12T19:59:59,100130004,Account,True,1
130005,130005,30015,2025-04-23T16:00:00,2025-05-14T19:59:59,100130005,Account,True,1
130006,130006,50008,2025-04-23T16:00:00,2025-05-14T19:59:59,100130006,Account,True,1
130007,130007,30006,2025-04-23T16:00:00,2025-05-14T19:59:59,100130007,Account,True,1
130008,130008,50002,2025-04-23T16:00:00,2025-05-14T19:59:59,100130008,Account,True,1
130009,130009,50004,2025-04-23T16:00:00,2025-05-14T19:59:59,100130009,Account,True,1
130010,130010,30013,2025-04-23T16:00:00,2025-05-14T19:59:59,100130010,Account,True,1
130011,130011,90004,2025-07-03T03:00:00,2025-07-30T19:59:59,100130011,Account,True,1
130012,130012,10004,2025-07-17T03:00:00,2025-08-06T19:59:59,100130012,Account,True,1
130013,130013,10001,2025-07-17T03:00:00,2025-08-06T19:59:59,100130013,Account,True,1
130014,130014,10002,2025-07-17T03:00:00,2025-08-06T19:59:59,100130014,Account,True,1
130015,130015,10003,2025-07-17T03:00:00,2025-08-06T19:59:59,100130015,Account,True,1
130016,130016,70001,2025-09-04T03:00:00,2025-09-23T14:59:59,100130016,Account,True,1
130017,130017,70003,2025-09-04T03:00:00,2025-09-23T14:59:59,100130017,Account,True,1
130018,130018,70004,2025-09-04T03:00:00,2025-09-23T14:59:59,100130018,Account,True,1
