id,event_field_id,interaction_distance,interaction_marker,stage_id,condition_quest_id,minimap_hint_radius,move_x_coordinate,move_z_coordinate
100001,10005,300,sprite_btn_minigame_ce002,101,1001,1,0,0
100002,10005,300,sprite_btn_minigame_ce002,102,1002,1,0,0
100003,10005,300,sprite_btn_minigame_ce002,103,1003,1,0,0
100004,10005,300,sprite_btn_minigame_ce002,104,1004,1,0,0
100005,10005,300,sprite_btn_minigame_ce002,105,1005,1,0,0
100006,10005,300,sprite_btn_minigame_ce002,106,1006,1,0,0
100007,10005,300,sprite_btn_minigame_ce002,107,1007,1,0,0
100008,10005,300,sprite_btn_minigame_ce002,108,1008,1,0,0
100009,10005,300,sprite_btn_minigame_ce002,109,1009,1,0,0
100010,10005,300,sprite_btn_minigame_ce002,110,1010,1,0,0
100011,10005,300,sprite_btn_minigame_ce002,111,1011,1,0,0
100012,10005,300,sprite_btn_minigame_ce002,112,1012,1,0,0
100013,10005,300,sprite_btn_minigame_ce002,113,1013,1,0,0
100014,10005,300,sprite_btn_minigame_ce002,114,1014,1,0,0
100015,10005,300,sprite_btn_minigame_ce002,115,1015,1,0,0
100016,10005,300,sprite_btn_minigame_ce002,116,1016,1,0,0
100017,10005,300,sprite_btn_minigame_ce002,117,1017,1,0,0
100018,10005,200,sprite_btn_minigame_ce002,118,1018,1,0,0
100019,10005,300,sprite_btn_minigame_ce002,119,1019,1,0,0
100020,10005,300,sprite_btn_minigame_ce002,120,1020,1,0,0
100021,10005,300,sprite_btn_minigame_ce002,121,1021,1,0,0
100022,10005,300,sprite_btn_minigame_ce002,122,1022,1,0,0
100023,10005,300,sprite_btn_minigame_ce002,123,1023,1,-2,-2
200001,10021,300,sprite_btn_minigame_ce002,201,2001,1,0,0
200002,10021,300,sprite_btn_minigame_ce002,202,2002,1,0,0
200003,10021,300,sprite_btn_minigame_ce002,203,2003,1,0,0
200004,10021,300,sprite_btn_minigame_ce002,204,2004,1,0,0
200005,10021,300,sprite_btn_minigame_ce002,205,2005,1,0,0
200006,10021,300,sprite_btn_minigame_ce002,206,2006,1,0,0
200007,10021,300,sprite_btn_minigame_ce002,207,2007,1,0,0
200008,10021,300,sprite_btn_minigame_ce002,208,2008,1,0,0
200009,10021,300,sprite_btn_minigame_ce002,209,2009,1,0,0
200010,10021,300,sprite_btn_minigame_ce002,210,2010,1,0,0
200011,10021,300,sprite_btn_minigame_ce002,211,2011,1,0,0
200012,10021,300,sprite_btn_minigame_ce002,212,2012,1,0,0
200013,10021,300,sprite_btn_minigame_ce002,213,2013,1,0,0
200014,10021,300,sprite_btn_minigame_ce002,214,2014,1,0,0
200015,10021,300,sprite_btn_minigame_ce002,215,2015,1,0,0
200016,10021,300,sprite_btn_minigame_ce002,216,2016,1,0,0
200017,10021,300,sprite_btn_minigame_ce002,217,2017,1,0,0
200018,10021,200,sprite_btn_minigame_ce002,218,2018,1,0,0
200019,10021,300,sprite_btn_minigame_ce002,219,2019,1,0,0
200020,10021,300,sprite_btn_minigame_ce002,220,2020,1,0,0
200021,10021,300,sprite_btn_minigame_ce002,221,2021,1,0,0
200022,10021,300,sprite_btn_minigame_ce002,222,2022,1,0,0
200023,10021,300,sprite_btn_minigame_ce002,223,2023,1,-2,-2
