id,type,order_id,event_id,gacha_provide_count_type,use_daily_discount_one,daily_free_gacha_event_id,gacha_price_object_id,gacha_price_group/0/gacha_price_type,gacha_price_group/0/gacha_price_value_count_1,gacha_price_group/0/daily_gacha_discount_price_value_1,gacha_price_group/0/gacha_price_value_count_10,gacha_price_group/1/gacha_price_type,gacha_price_group/1/gacha_price_value_count_1,gacha_price_group/1/daily_gacha_discount_price_value_1,gacha_price_group/1/gacha_price_value_count_10,gacha_price_group/2/gacha_price_type,gacha_price_group/2/gacha_price_value_count_1,gacha_price_group/2/daily_gacha_discount_price_value_1,gacha_price_group/2/gacha_price_value_count_10,grade_prob_id,is_max_count,max_ceiling_count,fixed_char_amount,gacha_page_prefab,pickup_char_group_id,gacha_play_max_count,gacha_reward_id,gacha_play_max_count_reward_id,previous_gacha_id,gacha_prefab_type
1,GachaPremium,478999,0,OneAndTen,True,0,22002,5100,1,0,10,99,300,150,3000,0,0,0,0,1000,False,0,0,base_gacha_type_premium,0,0,5000001,0,0,
2,GachaFriend,678998,0,OneAndTen,False,0,22001,0,0,0,0,4000,10,0,100,0,0,0,0,4000,False,0,0,base_gacha_type_friend,0,0,0,0,0,
3,GachaTutorial,178997,0,TenOnly,False,0,22002,5100,1,0,10,0,0,0,0,0,0,0,0,3000,True,10,1,base_gacha_type_tutorial,0,1,0,0,0,
4,GachaCharge,578996,0,TenOnly,False,0,21001,98,300,0,2000,0,0,0,0,0,0,0,0,1500,True,10,1,base_gacha_type_charge,0,1,0,0,0,
5,GachaPickup,278995,70001,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2000,False,0,0,base_gacha_type_pickup,100001,0,5000002,0,0,
8,GachaPickup,278992,70004,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2001,False,0,0,base_gacha_type_pickup_c100,110001,0,5000002,0,0,
10,GachaCharge,377990,110001,TenOnly,False,0,21001,98,300,0,2000,0,0,0,0,0,0,0,0,7000,True,10,1,base_gacha_type_new_year,0,1,0,0,0,
101,GachaPickup,278899,70005,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2003,False,0,0,base_gacha_type_pickup_c203,500001,0,5000002,0,0,
102,GachaPickup,278898,70006,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2004,False,0,0,base_gacha_type_pickup_c121,500101,0,5000002,0,0,
103,GachaPickup,277897,70007,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2002,False,0,0,base_gacha_type_pickup_c260,120001,0,5000002,0,0,
104,GachaPickup,277896,70008,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2005,False,0,0,base_gacha_type_pickup_c111,500201,0,5000002,0,0,
105,GachaPickup,277895,70009,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2006,False,0,0,base_gacha_type_pickup_c112,500301,0,5000002,0,0,
106,GachaPickup,277894,70010,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2007,False,0,0,base_gacha_type_pickup_c311,500401,0,5000002,0,0,
107,GachaPickup,277893,70011,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2008,False,0,0,base_gacha_type_pickup_c312,500501,0,5000002,0,0,
108,GachaPickup,277892,70013,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2010,False,0,0,base_gacha_type_pickup_c801,500701,0,5000002,0,0,
109,GachaPickup,277891,70012,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2009,False,0,0,base_gacha_type_pickup_c800,500601,0,5000002,0,0,
110,GachaPickup,277890,70014,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2011,False,0,0,base_gacha_type_pickup_c381,500801,0,5000002,0,0,
111,GachaPickup,277889,70015,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2012,False,0,0,base_gacha_type_pickup_c282,500901,0,5000002,0,0,
112,GachaPickup,277888,70017,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2014,False,0,0,base_gacha_type_pickup_c191,501101,0,5000002,0,0,
113,GachaPickup,277887,70016,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2013,False,0,0,base_gacha_type_pickup_c040,501001,0,5000002,0,0,
114,GachaPickup,277886,70018,OneAndTen,True,80001,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2015,False,0,0,base_gacha_type_pickup_c233,501201,0,5000002,0,0,
115,GachaPickup,277885,70019,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2016,False,0,0,base_gacha_type_pickup_c270,501301,0,5000002,0,0,
116,GachaPickup,277884,70020,OneAndTen,False,0,22003,5200,1,0,10,99,300,0,3000,0,0,0,0,2017,False,0,0,base_gacha_type_pickup_c271,501401,0,5000002,0,0,
