id, event_id
100101, 80100
100102, 80100
100103, 80100
100104, 80100
100105, 80100
100106, 80100
100107, 80100
100201, 80200
100301, 80300
100302, 80300
100303, 80300
100304, 80300
100305, 80300
100306, 80300
100307, 80300
100308, 80300
100401, 80400
100501, 80600
100502, 80600
100503, 80600
100504, 80600
100505, 80600
100506, 80600
100507, 80600
100508, 80600
100509, 80600
100510, 80600
100511, 80600
100512, 80600
100513, 80600
100514, 80600
100515, 80600
100516, 80600
100517, 80600
100518, 80600
100519, 80600
100520, 80600
100521, 80600
100522, 80600
100523, 80600
100524, 80600
100525, 80600
100526, 80600
100527, 80600
100528, 80600
100529, 80700
100530, 80700
100531, 80700
100532, 80700
100701, 80800
100702, 80800
100703, 80800
100704, 80800
100705, 80800
100706, 80800
100707, 80800
100708, 80800
100709, 80800
100710, 80800
100711, 80800
100712, 80800
100713, 80800
100714, 80800
100715, 80800
100716, 80800
100717, 80800
100718, 80800
100719, 80800
100720, 80800
100721, 80800
100722, 80800
100723, 80800
100724, 80800
100725, 80800
100726, 80800
100727, 80800
100801, 80900
100802, 80900
100803, 80900
100901, 81100
101001, 81200
101002, 81200
101003, 81200
101004, 81200
101005, 81200
101006, 81200
101007, 81200
101008, 81200
101009, 81200
101010, 81200
101011, 81200
101012, 81200
101101, 81300
101102, 81300
101201, 81400
101202, 81400
101203, 81400
101204, 81400
101205, 81400
101206, 81400
101207, 81400
101208, 81400
101209, 81400
101210, 81400
101211, 81400
101212, 81400
101301, 81500
101302, 81500
101303, 81500
101304, 81500
101305, 81500
101306, 81500
101307, 81500
101308, 81500
101309, 81500
101601, 81600
101602, 81600
101603, 81600
101604, 81600
101605, 81600
101606, 81600
101607, 81600
101608, 81600
101609, 81600
101701, 81700
101702, 81700
101800, 81900
101801, 81900
101802, 81900
101803, 81900
101804, 81900
101805, 81900
101901, 82000
101902, 82000
101903, 82000
101904, 82000
101905, 82000
101906, 82000
101907, 82000
101908, 82000
101909, 82000
102001, 82100
102002, 82100
102003, 82100
102004, 82100
102101, 82300
102102, 82300
102103, 82300
102104, 82300
102401, 82400
102402, 82400
102403, 82400
102501, 82500
102502, 82500
102601, 82600
102602, 82600
102603, 82600
102604, 82600
102605, 82600
102701, 82700
102702, 82700
102703, 82700
102704, 82700
102705, 82700
102706, 82700
102707, 82700
102708, 82700
102709, 82700
102710, 82700
102711, 82700
102801, 82800
102802, 82800
102803, 82800
102804, 82800
102805, 82800
102806, 82800
102807, 82800
102808, 82800
102809, 82800
102810, 82800
102811, 82800
102812, 82800
102813, 82800
102814, 82800
102815, 82800
20010201, 80100
20010301, 80100
20010302, 80100
20010601, 80100
20010701, 80100
20010702, 80100
20010801, 80100
20010901, 80100
20010902, 80100
20010903, 80100
20011001, 80100
20011002, 80100
20011003, 80100
20011101, 80100
20011102, 80100
20011103, 80100
20011201, 80100
20011202, 80100
20011203, 80100
20011301, 80100
20011302, 80100
