id,character_id,character_level,attractive_level,equipment_array/0/equipment_id,equipment_array/0/equipment_corp,equipment_array/0/equipment_level,equipment_array/1/equipment_id,equipment_array/1/equipment_corp,equipment_array/1/equipment_level,equipment_array/2/equipment_id,equipment_array/2/equipment_corp,equipment_array/2/equipment_level,equipment_array/3/equipment_id,equipment_array/3/equipment_corp,equipment_array/3/equipment_level,harmonycube_id,harmonycube_level,skill_level_1,skill_level_2,ulti_skill_level_3
44700401,447004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
11920401,119204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
31940401,319404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
30620401,306204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
42250401,422504,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
42600401,426004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
33820401,338204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
32810401,328104,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
23130401,231304,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
33100401,331004,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
15000401,150004,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
20430401,204304,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
58210401,582104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58200401,582004,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
19010101,190101,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
29070101,290701,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
29930101,299301,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
35500401,355004,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
43300401,433004,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
15010401,150104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
33140401,331404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
31950401,319504,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
35510401,355104,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
32840401,328404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
32830401,328304,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
13910401,139104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
23900401,239004,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
58300401,583004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58310401,583104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58320401,583204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
32720401,327204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
14030401,140304,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
25800401,258004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
32400401,324004,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
45110401,451104,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
45140401,451404,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
14110401,141104,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
21830401,218304,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
21820401,218204,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
20160401,201604,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
12900401,129004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
23540401,235404,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
23550401,235504,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
58350401,583504,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58340401,583404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
14120401,141204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
35200401,352004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
35210401,352104,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
45130401,451304,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
11620401,116204,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
25810401,258104,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
20410401,204104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58500401,585004,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58510401,585104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
58100401,581004,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
58110401,581104,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
32840402,328404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
32830402,328304,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
25320401,253204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
42340401,423404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
15020401,150204,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
20930401,209304,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
20950401,209504,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
20940401,209404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
33150401,331504,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
31430401,314304,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
30150401,301504,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
23530401,235304,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
31320401,313204,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
20140401,201404,200,30,3110901,None,5,3210901,None,5,3310901,None,5,3410901,None,5,0,0,10,10,10
32030401,320304,200,30,3120901,None,5,3220901,None,5,3320901,None,5,3420901,None,5,0,0,10,10,10
11210401,112104,200,30,3130901,None,5,3230901,None,5,3330901,None,5,3430901,None,5,0,0,10,10,10
