id,wave_id,spawner_index,monster_group,monster_id,target_monster,delay_time,spawn_monster_group_dead,despawn_monster_group_dead,spawn_area_condition
1001,1,1,1,1001,True,0.0,,,
1002,1,2,2,2001,False,100.0,,,
1003,1,3,2,2001,False,100.0,,,
1004,1,4,2,2001,False,100.0,,,
1005,1,5,2,2001,False,100.0,,,
1006,1,6,3,3001,False,200.0,,,
1007,1,7,3,3001,False,225.0,,,
1008,1,8,3,3001,False,250.0,,,
1009,1,9,3,3001,False,275.0,,,
1010,1,10,4,3001,False,0.0,3.0,,
1011,1,11,4,3001,False,25.0,3.0,,
1012,1,12,4,3001,False,50.0,3.0,,
1013,1,13,4,3001,False,75.0,3.0,,
1014,1,14,5,3001,False,0.0,4.0,,
1015,1,15,5,3001,False,25.0,4.0,,
1016,1,16,5,3001,False,50.0,4.0,,
1017,1,17,5,3001,False,75.0,4.0,,
1018,1,18,6,3001,False,0.0,5.0,,
1019,1,19,6,3001,False,25.0,5.0,,
1020,1,20,6,3001,False,50.0,5.0,,
1021,1,21,6,3001,False,75.0,5.0,,
1022,1,22,7,3001,False,0.0,6.0,,
1023,1,23,7,3001,False,0.0,6.0,,
1024,1,24,7,3001,False,0.0,6.0,,
1025,1,25,7,3001,False,0.0,6.0,,
1026,1,26,7,3001,False,50.0,6.0,,
1027,1,27,7,3001,False,50.0,6.0,,
1028,1,28,7,3001,False,50.0,6.0,,
1029,1,29,7,3001,False,50.0,6.0,,
1030,1,30,8,3001,False,10.0,7.0,,
1031,1,31,8,3001,False,20.0,7.0,,
1032,1,32,8,3001,False,30.0,7.0,,
1033,1,33,8,3001,False,40.0,7.0,,
1034,1,34,8,3001,False,50.0,7.0,,
1035,1,35,8,3001,False,60.0,7.0,,
1036,1,36,8,3001,False,70.0,7.0,,
1037,1,37,8,3001,False,80.0,7.0,,
2001,2,1,1,1001,True,0.0,,,
2002,2,2,2,5001,False,0.0,,,
2003,2,3,2,5001,False,0.0,,,
2004,2,4,2,5001,False,0.0,,,
2005,2,5,2,5001,False,0.0,,,
2006,2,6,2,5001,False,0.0,,,
2007,2,7,2,5001,False,0.0,,,
2008,2,8,2,5001,False,0.0,,,
2009,2,9,2,5001,False,0.0,,,
2010,2,10,2,5001,False,0.0,,,
2011,2,11,2,5001,False,0.0,,,
2012,2,12,2,5001,False,0.0,,,
2013,2,13,2,5001,False,0.0,,,
2014,2,14,2,5001,False,0.0,,,
2015,2,15,2,5001,False,0.0,,,
2016,2,16,2,5001,False,0.0,,,
2017,2,17,2,5001,False,0.0,,,
2018,2,30,4,2001,False,0.0,,,
2019,2,31,5,2001,False,0.0,,,
2020,2,32,6,2001,False,0.0,,,
2021,2,33,7,2001,False,0.0,,,
2022,2,34,8,3001,False,10.0,6.0,,
2023,2,35,8,3001,False,20.0,6.0,,
2024,2,36,8,3001,False,30.0,6.0,,
2025,2,37,8,3001,False,40.0,6.0,,
2026,2,38,9,3001,False,10.0,7.0,,
2027,2,39,9,3001,False,20.0,7.0,,
2028,2,40,9,3001,False,30.0,7.0,,
2029,2,41,9,3001,False,40.0,7.0,,
2030,2,42,10,3001,False,10.0,4.0,,
2031,2,43,10,3001,False,20.0,4.0,,
2032,2,44,10,3001,False,30.0,4.0,,
2033,2,45,10,3001,False,40.0,4.0,,
2034,2,46,11,3001,False,10.0,5.0,,
2035,2,47,11,3001,False,20.0,5.0,,
2036,2,48,11,3001,False,30.0,5.0,,
2037,2,49,11,3001,False,40.0,5.0,,
2038,2,50,12,3001,False,310.0,3.0,,
2039,2,51,12,3001,False,330.0,3.0,,
2040,2,52,12,3001,False,360.0,3.0,,
2041,2,53,12,3001,False,320.0,3.0,,
2042,2,54,12,3001,False,380.0,3.0,,
2043,2,55,12,3001,False,350.0,3.0,,
2044,2,56,12,3001,False,340.0,3.0,,
2045,2,57,12,3001,False,370.0,3.0,,
2046,2,58,3,2001,False,0.0,,,
2047,2,59,3,2001,False,0.0,,,
2048,2,60,3,2001,False,0.0,,,
2049,2,61,3,2001,False,0.0,,,
3001,3,1,1,1001,True,0.0,,,
3002,3,2,2,5001,False,0.0,,4.0,
3003,3,3,2,5001,False,0.0,,4.0,
3004,3,4,2,5001,False,0.0,,4.0,
3005,3,5,2,5001,False,0.0,,4.0,
3006,3,6,2,5001,False,0.0,,4.0,
3007,3,7,2,5001,False,0.0,,4.0,
3008,3,8,2,5001,False,0.0,,4.0,
3009,3,9,2,5001,False,0.0,,4.0,
3010,3,10,2,5001,False,0.0,,4.0,
3011,3,11,3,5001,False,0.0,,5.0,
3012,3,12,3,5001,False,0.0,,5.0,
3013,3,13,3,5001,False,0.0,,5.0,
3014,3,14,3,5001,False,0.0,,5.0,
3015,3,15,3,5001,False,0.0,,5.0,
3016,3,16,3,5001,False,0.0,,5.0,
3017,3,17,3,5001,False,0.0,,5.0,
3018,3,18,3,5001,False,0.0,,5.0,
3019,3,19,3,5001,False,0.0,,5.0,
3020,3,20,4,2001,False,0.0,,,1.0
3021,3,21,4,2001,False,0.0,,,1.0
3022,3,22,4,3001,False,110.0,,,1.0
3023,3,23,4,3001,False,120.0,,,1.0
3024,3,24,4,3001,False,130.0,,,1.0
3025,3,25,4,3001,False,140.0,,,1.0
3026,3,26,4,3001,False,150.0,,,1.0
3027,3,27,4,3001,False,160.0,,,1.0
3028,3,28,5,3001,False,10.0,,,2.0
3029,3,29,5,3001,False,20.0,,,2.0
3030,3,30,5,3001,False,30.0,,,2.0
3031,3,31,5,3001,False,40.0,,,2.0
3032,3,32,5,3001,False,50.0,,,2.0
3033,3,33,5,3001,False,60.0,,,2.0
3034,3,34,5,3001,False,150.0,,,2.0
3035,3,35,5,3001,False,170.0,,,2.0
3036,3,36,5,3001,False,160.0,,,2.0
3037,3,37,5,3001,False,180.0,,,2.0
3038,3,38,5,3001,False,200.0,,,2.0
3039,3,39,5,3001,False,210.0,,,2.0
3040,3,40,5,3001,False,220.0,,,2.0
3041,3,41,5,3001,False,190.0,,,2.0
3042,3,42,6,2001,False,0.0,,,3.0
3043,3,43,6,2001,False,0.0,,,3.0
3044,3,44,7,3001,False,20.0,6.0,,
3045,3,45,7,3001,False,40.0,6.0,,
3046,3,46,7,3001,False,60.0,6.0,,
3047,3,47,7,3001,False,80.0,6.0,,
3048,3,48,7,3001,False,100.0,6.0,,
3049,3,49,7,3001,False,120.0,6.0,,
3050,3,50,7,3001,False,140.0,6.0,,
3051,3,51,7,3001,False,160.0,6.0,,
3052,3,52,7,3001,False,180.0,6.0,,
3053,3,53,7,3001,False,200.0,6.0,,
4001,4,1,1,1001,True,0.0,,,
4002,4,2,2,4001,False,0.0,,,
4003,4,3,2,4001,False,0.0,,,
4004,4,4,2,4001,False,0.0,,,
4005,4,5,2,4001,False,0.0,,,
4006,4,6,2,4001,False,0.0,,,
4007,4,7,2,4001,False,0.0,,,
4008,4,8,2,4001,False,0.0,,,
4009,4,9,2,4001,False,0.0,,,
4010,4,10,3,2001,False,0.0,,,
4011,4,11,4,4001,False,0.0,,,
4012,4,12,4,4001,False,0.0,,,
4013,4,13,4,4001,False,0.0,,,
4014,4,14,4,4001,False,0.0,,,
4015,4,15,4,4001,False,0.0,,,
4016,4,16,4,4001,False,0.0,,,
4017,4,17,4,4001,False,0.0,,,
4018,4,18,4,4001,False,0.0,,,
4019,4,19,5,2001,False,0.0,,,
4020,4,20,6,4001,False,0.0,,,
4021,4,21,6,4001,False,0.0,,,
4022,4,22,6,4001,False,0.0,,,
4023,4,23,6,4001,False,0.0,,,
4024,4,24,6,4001,False,0.0,,,
4025,4,25,6,4001,False,0.0,,,
4026,4,26,6,4001,False,0.0,,,
4027,4,27,6,4001,False,0.0,,,
4028,4,28,7,2001,False,0.0,,,
4029,4,29,8,4001,False,0.0,,,
4030,4,30,8,4001,False,0.0,,,
4031,4,31,8,4001,False,0.0,,,
4032,4,32,8,4001,False,0.0,,,
4033,4,33,8,4001,False,0.0,,,
4034,4,34,8,4001,False,0.0,,,
4035,4,35,8,4001,False,0.0,,,
4036,4,36,8,4001,False,0.0,,,
4037,4,37,9,2001,False,0.0,,,
4038,4,38,10,4001,False,0.0,,,
4039,4,39,10,4001,False,0.0,,,
4040,4,40,10,4001,False,0.0,,,
4041,4,41,10,4001,False,0.0,,,
4042,4,42,10,4001,False,0.0,,,
4043,4,43,10,4001,False,0.0,,,
4044,4,44,10,4001,False,0.0,,,
4045,4,45,10,4001,False,0.0,,,
4046,4,46,11,3001,False,0.0,3.0,,
4047,4,47,11,3001,False,0.0,3.0,,
4048,4,48,11,3001,False,20.0,3.0,,
4049,4,49,11,3001,False,20.0,3.0,,
4050,4,50,11,3001,False,40.0,3.0,,
4051,4,51,11,3001,False,40.0,3.0,,
4052,4,52,11,3001,False,60.0,3.0,,
4053,4,53,11,3001,False,60.0,3.0,,
4054,4,54,12,3001,False,0.0,5.0,,
4055,4,55,12,3001,False,0.0,5.0,,
