memorial_memory_id,memorial_memory_name,memorial_memory_description,fielditem_id,memorial_memory_series_id,memorial_memory_resource,is_use_obtain_scenario
100101,Locale_Memorial:memorial_01_01_name,Locale_Memorial:memorial_01_01_description,50002301,100100,mm_1001,False
100102,Locale_Memorial:memorial_01_02_name,Locale_Memorial:memorial_01_02_description,50002302,100100,mm_1001,False
100103,Locale_Memorial:memorial_01_03_name,Locale_Memorial:memorial_01_03_description,50002303,100100,mm_1001,False
100201,Locale_Memorial:memorial_02_01_name,Locale_Memorial:memorial_02_01_description,50006303,100200,mm_1002,False
100202,Locale_Memorial:memorial_02_02_name,Locale_Memorial:memorial_02_02_description,50007303,100200,mm_1002,False
100203,Locale_Memorial:memorial_02_03_name,Locale_Memorial:memorial_02_03_description,50005304,100200,mm_1002,False
100204,Locale_Memorial:memorial_02_04_name,Locale_Memorial:memorial_02_04_description,50007304,100200,mm_1002,False
100205,Locale_Memorial:memorial_02_05_name,Locale_Memorial:memorial_02_05_description,50006304,100200,mm_1002,False
100301,Locale_Memorial:memorial_03_01_name,Locale_Memorial:memorial_03_01_description,50005301,100300,mm_1003,False
100302,Locale_Memorial:memorial_03_02_name,Locale_Memorial:memorial_03_02_description,50006301,100300,mm_1003,False
100303,Locale_Memorial:memorial_03_03_name,Locale_Memorial:memorial_03_03_description,50005302,100300,mm_1003,False
100304,Locale_Memorial:memorial_03_04_name,Locale_Memorial:memorial_03_04_description,50006302,100300,mm_1003,False
100401,Locale_Memorial:memorial_04_01_name,Locale_Memorial:memorial_04_01_description,50013304,100400,mm_1004,False
100402,Locale_Memorial:memorial_04_02_name,Locale_Memorial:memorial_04_02_description,50013305,100400,mm_1004,False
100403,Locale_Memorial:memorial_04_03_name,Locale_Memorial:memorial_04_03_description,50013306,100400,mm_1004,False
100404,Locale_Memorial:memorial_04_04_name,Locale_Memorial:memorial_04_04_description,50013307,100400,mm_1004,False
100501,Locale_Memorial:memorial_05_01_name,Locale_Memorial:memorial_05_01_description,50011304,100500,mm_1005,False
100502,Locale_Memorial:memorial_05_02_name,Locale_Memorial:memorial_05_02_description,50011305,100500,mm_1005,False
100503,Locale_Memorial:memorial_05_03_name,Locale_Memorial:memorial_05_03_description,50012301,100500,mm_1005,False
100504,Locale_Memorial:memorial_05_04_name,Locale_Memorial:memorial_05_04_description,50012302,100500,mm_1005,False
100505,Locale_Memorial:memorial_05_05_name,Locale_Memorial:memorial_05_05_description,50011306,100500,mm_1005,False
100601,Locale_Memorial:memorial_06_01_name,Locale_Memorial:memorial_06_01_description,50007301,100600,mm_1001,False
100602,Locale_Memorial:memorial_06_02_name,Locale_Memorial:memorial_06_02_description,50005303,100600,mm_1001,False
100603,Locale_Memorial:memorial_06_03_name,Locale_Memorial:memorial_06_03_description,50008301,100600,mm_1001,False
100701,Locale_Memorial:memorial_07_01_name,Locale_Memorial:memorial_07_01_description,50007302,100700,mm_1003,False
100702,Locale_Memorial:memorial_07_02_name,Locale_Memorial:memorial_07_02_description,50010301,100700,mm_1003,False
100703,Locale_Memorial:memorial_07_03_name,Locale_Memorial:memorial_07_03_description,50010302,100700,mm_1003,False
100801,Locale_Memorial:memorial_08_01_name,Locale_Memorial:memorial_08_01_description,50008302,100800,mm_1001,False
100802,Locale_Memorial:memorial_08_02_name,Locale_Memorial:memorial_08_02_description,50009303,100800,mm_1001,False
100803,Locale_Memorial:memorial_08_03_name,Locale_Memorial:memorial_08_03_description,50009304,100800,mm_1001,False
100901,Locale_Memorial:memorial_09_01_name,Locale_Memorial:memorial_09_01_description,50004301,100900,mm_1004,False
100902,Locale_Memorial:memorial_09_02_name,Locale_Memorial:memorial_09_02_description,50002304,100900,mm_1004,False
100903,Locale_Memorial:memorial_09_03_name,Locale_Memorial:memorial_09_03_description,50004302,100900,mm_1004,False
100904,Locale_Memorial:memorial_09_04_name,Locale_Memorial:memorial_09_04_description,50004303,100900,mm_1004,False
100905,Locale_Memorial:memorial_09_05_name,Locale_Memorial:memorial_09_05_description,50004304,100900,mm_1004,False
101001,Locale_Memorial:memorial_10_01_name,Locale_Memorial:memorial_10_01_description,50011302,101000,mm_1001,False
101002,Locale_Memorial:memorial_10_02_name,Locale_Memorial:memorial_10_02_description,50012303,101000,mm_1001,False
101003,Locale_Memorial:memorial_10_03_name,Locale_Memorial:memorial_10_03_description,50009305,101000,mm_1001,False
101004,Locale_Memorial:memorial_10_04_name,Locale_Memorial:memorial_10_04_description,50011303,101000,mm_1001,False
101101,Locale_Memorial:memorial_11_01_name,Locale_Memorial:memorial_11_01_description,50014301,101100,mm_1005,False
101102,Locale_Memorial:memorial_11_02_name,Locale_Memorial:memorial_11_02_description,50014302,101100,mm_1005,False
101103,Locale_Memorial:memorial_11_03_name,Locale_Memorial:memorial_11_03_description,50014303,101100,mm_1005,False
101201,Locale_Memorial:memorial_12_01_name,Locale_Memorial:memorial_12_01_description,50001301,101200,mm_1001,False
101202,Locale_Memorial:memorial_12_02_name,Locale_Memorial:memorial_12_02_description,50001302,101200,mm_1001,False
101203,Locale_Memorial:memorial_12_03_name,Locale_Memorial:memorial_12_03_description,50001303,101200,mm_1001,False
101301,Locale_Memorial:memorial_13_01_name,Locale_Memorial:memorial_13_01_description,50008303,101300,mm_1002,False
101302,Locale_Memorial:memorial_13_02_name,Locale_Memorial:memorial_13_02_description,50009301,101300,mm_1002,False
101303,Locale_Memorial:memorial_13_03_name,Locale_Memorial:memorial_13_03_description,50008304,101300,mm_1002,False
101304,Locale_Memorial:memorial_13_04_name,Locale_Memorial:memorial_13_04_description,50008305,101300,mm_1002,False
101305,Locale_Memorial:memorial_13_05_name,Locale_Memorial:memorial_13_05_description,50009302,101300,mm_1002,False
101401,Locale_Memorial:memorial_14_01_name,Locale_Memorial:memorial_14_01_description,50016305,101400,mm_1004,False
101402,Locale_Memorial:memorial_14_02_name,Locale_Memorial:memorial_14_02_description,50016306,101400,mm_1004,False
101403,Locale_Memorial:memorial_14_03_name,Locale_Memorial:memorial_14_03_description,50017306,101400,mm_1004,False
101404,Locale_Memorial:memorial_14_04_name,Locale_Memorial:memorial_14_04_description,50017307,101400,mm_1004,False
101405,Locale_Memorial:memorial_14_05_name,Locale_Memorial:memorial_14_05_description,50016307,101400,mm_1004,False
101501,Locale_Memorial:memorial_15_01_name,Locale_Memorial:memorial_15_01_description,50015305,101500,mm_1005,False
101502,Locale_Memorial:memorial_15_02_name,Locale_Memorial:memorial_15_02_description,50015306,101500,mm_1005,False
101503,Locale_Memorial:memorial_15_03_name,Locale_Memorial:memorial_15_03_description,50015307,101500,mm_1005,False
101601,Locale_Memorial:memorial_16_01_name,Locale_Memorial:memorial_16_01_description,50018301,101600,mm_1002,False
101602,Locale_Memorial:memorial_16_02_name,Locale_Memorial:memorial_16_02_description,50018302,101600,mm_1002,False
101603,Locale_Memorial:memorial_16_03_name,Locale_Memorial:memorial_16_03_description,50018303,101600,mm_1002,False
101604,Locale_Memorial:memorial_16_04_name,Locale_Memorial:memorial_16_04_description,50018304,101600,mm_1002,False
101701,Locale_Memorial:memorial_17_01_name,Locale_Memorial:memorial_17_01_description,50010303,101700,mm_1001,False
101702,Locale_Memorial:memorial_17_02_name,Locale_Memorial:memorial_17_02_description,50010304,101700,mm_1001,False
101703,Locale_Memorial:memorial_17_03_name,Locale_Memorial:memorial_17_03_description,50010305,101700,mm_1001,False
101704,Locale_Memorial:memorial_17_04_name,Locale_Memorial:memorial_17_04_description,50011301,101700,mm_1001,False
101705,Locale_Memorial:memorial_17_05_name,Locale_Memorial:memorial_17_05_description,50013301,101700,mm_1001,False
101801,Locale_Memorial:memorial_18_01_name,Locale_Memorial:memorial_18_01_description,50017301,101800,mm_1004,False
101802,Locale_Memorial:memorial_18_02_name,Locale_Memorial:memorial_18_02_description,50017302,101800,mm_1004,False
101803,Locale_Memorial:memorial_18_03_name,Locale_Memorial:memorial_18_03_description,50017303,101800,mm_1004,False
101804,Locale_Memorial:memorial_18_04_name,Locale_Memorial:memorial_18_04_description,50017304,101800,mm_1004,False
101805,Locale_Memorial:memorial_18_05_name,Locale_Memorial:memorial_18_05_description,50017305,101800,mm_1004,False
101901,Locale_Memorial:memorial_19_01_name,Locale_Memorial:memorial_19_01_description,50014304,101900,mm_1003,False
101902,Locale_Memorial:memorial_19_02_name,Locale_Memorial:memorial_19_02_description,50015301,101900,mm_1003,False
101903,Locale_Memorial:memorial_19_03_name,Locale_Memorial:memorial_19_03_description,50015302,101900,mm_1003,False
102001,Locale_Memorial:memorial_20_01_name,Locale_Memorial:memorial_20_01_description,50012304,102000,mm_1001,False
102002,Locale_Memorial:memorial_20_02_name,Locale_Memorial:memorial_20_02_description,50012305,102000,mm_1001,False
102003,Locale_Memorial:memorial_20_03_name,Locale_Memorial:memorial_20_03_description,50012306,102000,mm_1001,False
102101,Locale_Memorial:memorial_21_01_name,Locale_Memorial:memorial_21_01_description,50016301,102100,mm_1002,False
102102,Locale_Memorial:memorial_21_02_name,Locale_Memorial:memorial_21_02_description,50016302,102100,mm_1002,False
102103,Locale_Memorial:memorial_21_03_name,Locale_Memorial:memorial_21_03_description,50016303,102100,mm_1002,False
102104,Locale_Memorial:memorial_21_04_name,Locale_Memorial:memorial_21_04_description,50016304,102100,mm_1002,False
102201,Locale_Memorial:memorial_22_01_name,Locale_Memorial:memorial_22_01_description,50014307,102200,mm_1005,False
102202,Locale_Memorial:memorial_22_02_name,Locale_Memorial:memorial_22_02_description,50013302,102200,mm_1005,False
102203,Locale_Memorial:memorial_22_03_name,Locale_Memorial:memorial_22_03_description,50015304,102200,mm_1005,False
102204,Locale_Memorial:memorial_22_04_name,Locale_Memorial:memorial_22_04_description,50013303,102200,mm_1005,False
102301,Locale_Memorial:memorial_23_01_name,Locale_Memorial:memorial_23_01_description,50018305,102300,mm_1004,False
102302,Locale_Memorial:memorial_23_02_name,Locale_Memorial:memorial_23_02_description,50018306,102300,mm_1004,False
102303,Locale_Memorial:memorial_23_03_name,Locale_Memorial:memorial_23_03_description,50018307,102300,mm_1004,False
102401,Locale_Memorial:memorial_24_01_name,Locale_Memorial:memorial_24_01_description,50014305,102400,mm_1001,False
102402,Locale_Memorial:memorial_24_02_name,Locale_Memorial:memorial_24_02_description,50014306,102400,mm_1001,False
102403,Locale_Memorial:memorial_24_03_name,Locale_Memorial:memorial_24_03_description,50015303,102400,mm_1001,False
102501,Locale_Memorial:memorial_25_01_name,Locale_Memorial:memorial_25_01_description,50019301,102500,mm_1005,False
102502,Locale_Memorial:memorial_25_02_name,Locale_Memorial:memorial_25_02_description,50020301,102500,mm_1005,False
102503,Locale_Memorial:memorial_25_03_name,Locale_Memorial:memorial_25_03_description,50019302,102500,mm_1005,False
102504,Locale_Memorial:memorial_25_04_name,Locale_Memorial:memorial_25_04_description,50019303,102500,mm_1005,False
102505,Locale_Memorial:memorial_25_05_name,Locale_Memorial:memorial_25_05_description,50020302,102500,mm_1005,False
102601,Locale_Memorial:memorial_26_01_name,Locale_Memorial:memorial_26_01_description,50020303,102600,mm_1003,False
102602,Locale_Memorial:memorial_26_02_name,Locale_Memorial:memorial_26_02_description,50019304,102600,mm_1003,False
102603,Locale_Memorial:memorial_26_03_name,Locale_Memorial:memorial_26_03_description,50019305,102600,mm_1003,False
102604,Locale_Memorial:memorial_26_04_name,Locale_Memorial:memorial_26_04_description,50020304,102600,mm_1003,False
102605,Locale_Memorial:memorial_26_05_name,Locale_Memorial:memorial_26_05_description,50020305,102600,mm_1003,False
102701,Locale_Memorial:memorial_27_01_name,Locale_Memorial:memorial_27_01_description,50021301,102700,mm_1005,False
102702,Locale_Memorial:memorial_27_02_name,Locale_Memorial:memorial_27_02_description,50021302,102700,mm_1005,False
102703,Locale_Memorial:memorial_27_03_name,Locale_Memorial:memorial_27_03_description,50021303,102700,mm_1005,False
102704,Locale_Memorial:memorial_27_04_name,Locale_Memorial:memorial_27_04_description,50021304,102700,mm_1005,False
102705,Locale_Memorial:memorial_27_05_name,Locale_Memorial:memorial_27_05_description,50021305,102700,mm_1005,False
102801,Locale_Memorial:memorial_28_01_name,Locale_Memorial:memorial_28_01_description,50021306,102800,mm_1005,False
102802,Locale_Memorial:memorial_28_02_name,Locale_Memorial:memorial_28_02_description,50021307,102800,mm_1005,False
102803,Locale_Memorial:memorial_28_03_name,Locale_Memorial:memorial_28_03_description,50021308,102800,mm_1005,False
102804,Locale_Memorial:memorial_28_04_name,Locale_Memorial:memorial_28_04_description,50021309,102800,mm_1005,False
102901,Locale_Memorial:memorial_29_01_name,Locale_Memorial:memorial_29_01_description,50022301,102900,mm_1001,False
102902,Locale_Memorial:memorial_29_02_name,Locale_Memorial:memorial_29_02_description,50022302,102900,mm_1001,False
102903,Locale_Memorial:memorial_29_03_name,Locale_Memorial:memorial_29_03_description,50022303,102900,mm_1001,False
102904,Locale_Memorial:memorial_29_04_name,Locale_Memorial:memorial_29_04_description,50022304,102900,mm_1001,False
102905,Locale_Memorial:memorial_29_05_name,Locale_Memorial:memorial_29_05_description,50022305,102900,mm_1001,False
103001,Locale_Memorial:memorial_30_01_name,Locale_Memorial:memorial_30_01_description,50023301,103000,mm_1005,False
103002,Locale_Memorial:memorial_30_02_name,Locale_Memorial:memorial_30_02_description,50023302,103000,mm_1005,False
103003,Locale_Memorial:memorial_30_03_name,Locale_Memorial:memorial_30_03_description,50023303,103000,mm_1005,False
103004,Locale_Memorial:memorial_30_04_name,Locale_Memorial:memorial_30_04_description,50023304,103000,mm_1005,False
103005,Locale_Memorial:memorial_30_05_name,Locale_Memorial:memorial_30_05_description,50023305,103000,mm_1005,False
