id,sector,parents_id,name_localkey,monster_stage_lv,dynamic_object_stage_lv,standard_battle_power,stage_stat_increase_group_id,is_use_quick_battle,spot_autocontrol,field_monster_id,spot_id,enter_scenario,exit_scenario
6101001,1,0,Locale_Stage:6101001_name,22,19,4000,40000,True,True,12100201,6101001,0,0
6101002,1,0,Locale_Stage:6101002_name,22,19,4050,40000,True,True,22200301,6101002,0,0
6101003,1,0,Locale_Stage:6101003_name,25,22,4150,40000,False,True,13200301,6101003,0,0
6101004,1,0,Locale_Stage:6101004_name,22,19,4200,40000,True,True,12200101,6101004,0,0
6101005,1,0,Locale_Stage:6101005_name,22,19,4250,40000,True,True,12100201,6101005,0,0
6101006,1,0,Locale_Stage:6101006_name,25,22,4350,40000,False,True,23100201,6101006,0,0
6101007,1,0,Locale_Stage:6101007_name,22,19,4400,40000,True,True,32200501,6101007,0,0
6101008,1,0,Locale_Stage:6101008_name,22,19,4450,40000,True,True,22200301,6101008,0,0
6101009,1,0,Locale_Stage:6101009_name,25,22,4550,40000,False,True,13200301,6101009,0,0
6101010,1,0,Locale_Stage:6101010_name,1,1,4570,40000,True,True,12200101,6101010,0,0
6101011,1,0,Locale_Stage:6101011_name,1,1,4590,40000,True,True,22200301,6101011,0,0
6101012,1,0,Locale_Stage:6101012_name,1,3,4610,40000,True,True,12200101,6101012,0,0
6101013,1,0,Locale_Stage:6101013_name,1,1,4630,40000,True,True,22200301,6101013,0,0
6101014,1,0,Locale_Stage:6101014_name,1,1,4650,40000,True,True,12100201,6101014,0,0
6101015,1,0,Locale_Stage:6101015_name,1,3,4670,40000,True,True,12200101,6101015,0,0
6102001,2,0,Locale_Stage:6102001_name,49,43,9400,40000,True,True,22200301,6102001,0,0
6102002,2,0,Locale_Stage:6102002_name,49,43,9450,40000,True,True,32200501,6102002,0,0
6102003,2,0,Locale_Stage:6102003_name,52,46,9600,40000,False,True,33200601,6102003,0,0
6102004,2,0,Locale_Stage:6102004_name,49,43,9650,40000,True,True,12100201,6102004,0,0
6102005,2,0,Locale_Stage:6102005_name,49,43,9700,40000,True,True,32200501,6102005,0,0
6102006,2,0,Locale_Stage:6102006_name,52,46,9800,40000,False,True,33200601,6102006,0,0
6102007,2,0,Locale_Stage:6102007_name,49,43,9850,40000,True,True,32200501,6102007,0,0
6102008,2,0,Locale_Stage:6102008_name,49,43,9900,40000,True,True,12200101,6102008,0,0
6102009,2,0,Locale_Stage:6102009_name,52,46,10000,40000,False,True,13200301,6102009,0,0
6102010,2,0,Locale_Stage:6102010_name,2,22,10020,40000,True,True,12200101,6102010,0,0
6102011,2,0,Locale_Stage:6102011_name,2,22,10040,40000,True,True,12200101,6102011,0,0
6102012,2,0,Locale_Stage:6102012_name,2,26,10060,40000,True,True,32200401,6102012,0,0
6102013,2,0,Locale_Stage:6102013_name,2,22,10080,40000,True,True,12100201,6102013,0,0
6102014,2,0,Locale_Stage:6102014_name,2,22,10100,40000,True,True,32200401,6102014,0,0
6102015,2,0,Locale_Stage:6102015_name,2,26,10120,40000,True,True,12100201,6102015,0,0
6102016,2,0,Locale_Stage:6102016_name,2,22,10140,40000,True,True,12100201,6102016,0,0
6102017,2,0,Locale_Stage:6102017_name,2,22,10160,40000,True,True,22200301,6102017,0,0
6102018,2,0,Locale_Stage:6102018_name,2,26,10180,40000,True,True,32200501,6102018,0,0
6103001,3,0,Locale_Stage:6103001_name,60,54,13100,40000,True,True,32200501,6103001,0,0
6103002,3,0,Locale_Stage:6103002_name,60,54,13150,40000,True,True,12200101,6103002,0,0
6103003,3,0,Locale_Stage:6103003_name,63,57,13700,40000,False,True,23100201,6103003,0,0
6103004,3,0,Locale_Stage:6103004_name,60,54,13750,40000,True,True,22200301,6103004,0,0
6103005,3,0,Locale_Stage:6103005_name,60,54,13800,40000,True,True,12200101,6103005,0,0
6103006,3,0,Locale_Stage:6103006_name,63,57,13900,40000,False,True,33200601,6103006,0,0
6103007,3,0,Locale_Stage:6103007_name,60,54,13950,40000,True,True,12100201,6103007,0,0
6103008,3,0,Locale_Stage:6103008_name,60,54,14000,40000,True,True,22200301,6103008,0,0
6103009,3,0,Locale_Stage:6103009_name,63,57,14100,40000,False,True,33200601,6103009,0,0
6103010,3,0,Locale_Stage:6103010_name,60,54,14150,40000,True,True,12200101,6103010,0,0
6103011,3,0,Locale_Stage:6103011_name,60,54,14200,40000,True,True,32200401,6103011,0,0
6103012,3,0,Locale_Stage:6103012_name,63,57,14300,40000,False,True,23200301,6103012,0,0
6103013,3,0,Locale_Stage:6103013_name,29,38,14320,40000,True,True,32200401,6103013,0,0
6103014,3,0,Locale_Stage:6103014_name,29,38,14340,40000,True,True,22200301,6103014,0,0
6103015,3,0,Locale_Stage:6103015_name,32,42,14360,40000,True,True,12100201,6103015,0,0
6103016,3,0,Locale_Stage:6103016_name,29,38,14380,40000,True,True,12200101,6103016,0,0
6103017,3,0,Locale_Stage:6103017_name,29,38,14400,40000,True,True,12100201,6103017,0,0
6103018,3,0,Locale_Stage:6103018_name,32,42,14420,40000,True,True,32200401,6103018,0,0
6104001,4,0,Locale_Stage:6104001_name,75,69,17800,40000,True,True,32200501,6104001,0,0
6104002,4,0,Locale_Stage:6104002_name,75,69,17850,40000,True,True,32200501,6104002,0,0
6104003,4,0,Locale_Stage:6104003_name,78,72,18400,40000,False,True,13200301,6104003,0,0
6104004,4,0,Locale_Stage:6104004_name,75,69,18450,40000,True,True,12200101,6104004,0,0
6104005,4,0,Locale_Stage:6104005_name,75,69,18500,40000,True,True,12200101,6104005,0,0
6104006,4,0,Locale_Stage:6104006_name,78,72,18600,40000,False,True,33200601,6104006,0,0
6104007,4,0,Locale_Stage:6104007_name,75,69,18650,40000,True,True,32200401,6104007,0,0
6104008,4,0,Locale_Stage:6104008_name,75,69,18700,40000,True,True,12200101,6104008,0,0
6104009,4,0,Locale_Stage:6104009_name,78,72,18800,40000,False,True,23200301,6104009,0,0
6104010,4,0,Locale_Stage:6104010_name,75,69,18850,40000,True,True,32200501,6104010,0,0
6104011,4,0,Locale_Stage:6104011_name,75,69,18900,40000,True,True,22200301,6104011,0,0
6104012,4,0,Locale_Stage:6104012_name,78,72,19000,40000,False,True,33200601,6104012,0,0
6104013,4,0,Locale_Stage:6104013_name,46,52,19020,40000,True,True,12200101,6104013,0,0
6104014,4,0,Locale_Stage:6104014_name,46,52,19040,40000,True,True,12100201,6104014,0,0
6104015,4,0,Locale_Stage:6104015_name,49,56,19060,40000,True,True,32200401,6104015,0,0
6104016,4,0,Locale_Stage:6104016_name,46,52,19080,40000,True,True,22100201,6104016,0,0
6104017,4,0,Locale_Stage:6104017_name,46,52,19100,40000,True,True,22100201,6104017,0,0
6104018,4,0,Locale_Stage:6104018_name,49,56,19120,40000,True,True,12100201,6104018,0,0
6104019,4,0,Locale_Stage:6104019_name,46,52,19140,40000,True,True,12200101,6104019,0,0
6104020,4,0,Locale_Stage:6104020_name,46,52,19160,40000,True,True,12100201,6104020,0,0
6104021,4,0,Locale_Stage:6104021_name,49,56,19180,40000,True,True,12200101,6104021,0,0
6105001,5,0,Locale_Stage:6105001_name,88,82,22250,40000,True,True,32200501,6105001,0,0
6105002,5,0,Locale_Stage:6105002_name,88,82,22300,40000,True,True,12100201,6105002,0,0
6105003,5,0,Locale_Stage:6105003_name,91,85,22400,40000,False,True,13200301,6105003,0,0
6105004,5,0,Locale_Stage:6105004_name,88,82,22450,40000,True,True,22200301,6105004,0,0
6105005,5,0,Locale_Stage:6105005_name,88,82,22500,40000,True,True,12100201,6105005,0,0
6105006,5,0,Locale_Stage:6105006_name,91,85,22600,40000,False,True,13200301,6105006,0,0
6105007,5,0,Locale_Stage:6105007_name,88,82,22650,40000,True,True,32200501,6105007,0,0
6105008,5,0,Locale_Stage:6105008_name,88,82,22700,40000,True,True,32200401,6105008,0,0
6105009,5,0,Locale_Stage:6105009_name,91,85,22800,40000,False,True,23200301,6105009,0,0
6105010,5,0,Locale_Stage:6105010_name,88,82,22850,40000,True,True,22100201,6105010,0,0
6105011,5,0,Locale_Stage:6105011_name,88,82,22900,40000,True,True,32200501,6105011,0,0
6105012,5,0,Locale_Stage:6105012_name,91,85,23000,40000,False,True,33200601,6105012,0,0
6105013,5,0,Locale_Stage:6105013_name,60,64,23020,40000,True,True,22100201,6105013,0,0
6105014,5,0,Locale_Stage:6105014_name,60,64,23040,40000,True,True,22100201,6105014,0,0
6105015,5,0,Locale_Stage:6105015_name,65,70,23060,40000,False,True,22100201,6105015,0,0
6105016,5,0,Locale_Stage:6105016_name,60,64,23080,40000,True,True,12200101,6105016,0,0
6105017,5,0,Locale_Stage:6105017_name,60,64,23100,40000,True,True,12100201,6105017,0,0
6105018,5,0,Locale_Stage:6105018_name,65,70,23120,40000,True,True,32200401,6105018,0,0
6105019,5,0,Locale_Stage:6105019_name,60,64,23140,40000,True,True,12100201,6105019,0,0
6105020,5,0,Locale_Stage:6105020_name,60,64,23160,40000,True,True,12200101,6105020,0,0
6105021,5,0,Locale_Stage:6105021_name,65,70,23180,40000,True,True,32200401,6105021,0,0
6106001,6,0,Locale_Stage:6106001_name,99,84,26950,40000,True,True,22200301,6106001,0,0
6106002,6,0,Locale_Stage:6106002_name,99,84,27000,40000,True,True,12100201,6106002,0,0
6106003,6,0,Locale_Stage:6106003_name,102,87,27100,40000,False,True,33200601,6106003,0,0
6106004,6,0,Locale_Stage:6106004_name,99,84,27150,40000,True,True,22200301,6106004,0,0
6106005,6,0,Locale_Stage:6106005_name,99,84,27200,40000,True,True,32200501,6106005,0,0
6106006,6,0,Locale_Stage:6106006_name,102,87,27300,40000,False,True,33200601,6106006,0,0
6106007,6,0,Locale_Stage:6106007_name,99,84,27350,40000,True,True,12200101,6106007,0,0
6106008,6,0,Locale_Stage:6106008_name,99,84,27400,40000,True,True,32200501,6106008,0,0
6106009,6,0,Locale_Stage:6106009_name,102,87,27500,40000,False,True,13200301,6106009,0,0
6106010,6,0,Locale_Stage:6106010_name,99,84,27550,40000,True,True,22200301,6106010,0,0
6106011,6,0,Locale_Stage:6106011_name,99,84,27600,40000,True,True,32200501,6106011,0,0
6106012,6,0,Locale_Stage:6106012_name,102,87,27700,40000,False,True,23200301,6106012,0,0
6106013,6,0,Locale_Stage:6106013_name,99,84,27750,40000,True,True,12100201,6106013,0,0
6106014,6,0,Locale_Stage:6106014_name,99,84,27800,40000,True,True,12100201,6106014,0,0
6106015,6,0,Locale_Stage:6106015_name,102,87,27900,40000,False,True,13100101,6106015,0,0
6107001,7,0,Locale_Stage:6107001_name,104,89,30650,40000,True,True,32200501,6107001,0,0
6107002,7,0,Locale_Stage:6107002_name,104,89,30700,40000,True,True,32200501,6107002,0,0
6107003,7,0,Locale_Stage:6107003_name,108,93,30800,40000,False,True,23100201,6107003,0,0
6107004,7,0,Locale_Stage:6107004_name,104,89,30850,40000,True,True,12100201,6107004,0,0
6107005,7,0,Locale_Stage:6107005_name,104,89,30900,40000,True,True,12200101,6107005,0,0
6107006,7,0,Locale_Stage:6107006_name,108,93,31000,40000,False,True,13200301,6107006,0,0
6107007,7,0,Locale_Stage:6107007_name,104,89,31050,40000,True,True,12200101,6107007,0,0
