id,manager_id,resource_name,scenario_localkey,is_bgm_tenssion_up,page_type,is_go_to_first_select_page,ending_type,ending_num,ending_sub_title_localkey,first_select_id,select_option_group_id,next_page_id,ending_hint_localkey,get_loot_item_id
1001911,1001,EventScene_WhiteMemory_05_1,Locale_SubScenario:whitememory_normalend1,False,EndingPage,False,NORMAL,1.0,Locale_SubScenario:whitememory_normalend1_title,,,,,
1001101,1001,EventScene_WhiteMemory_18,Locale_SubScenario:whitememory_location1_01,False,SelectPage,False,,,,10011.0,1001101.0,,,
1001102,1001,,Locale_SubScenario:whitememory_location1_02,True,ResultPage,False,,,,10011.0,,1001921.0,,
1001103,1001,,Locale_SubScenario:whitememory_location1_03,True,ResultPage,False,,,,10011.0,,1001104.0,,
1001921,1001,EventScene_WhiteMemory_05_2,Locale_SubScenario:whitememory_badend1,True,EndingPage,False,BAD,6.0,Locale_SubScenario:whitememory_badend1_title,10011.0,,,Locale_SubScenario:whitememory_badend1_hint,
1001104,1001,,Locale_SubScenario:whitememory_location1_04,False,SelectPage,False,,,,10011.0,1001104.0,,,
1001105,1001,EventScene_WhiteMemory_23,Locale_SubScenario:whitememory_location1_05,False,ResultPage,False,,,,10011.0,,1001108.0,,
1001106,1001,,Locale_SubScenario:whitememory_location1_06,False,ResultPage,False,,,,10011.0,,1001123.0,,
1001107,1001,,Locale_SubScenario:whitememory_location1_07,False,ResultPage,False,,,,10011.0,,1001124.0,,
1001108,1001,,Locale_SubScenario:whitememory_location1_08,False,SelectPage,False,,,,10011.0,1001108.0,,,
1001109,1001,,Locale_SubScenario:whitememory_location1_09,False,ResultPage,False,,,,10011.0,,1001111.0,,
1001110,1001,,Locale_SubScenario:whitememory_location1_10,False,ResultPage,False,,,,10011.0,,1001104.0,,
1001111,1001,EventScene_WhiteMemory_06_1,Locale_SubScenario:whitememory_location1_11,False,ResultPage,False,,,,10011.0,,1001112.0,,
1001112,1001,,Locale_SubScenario:whitememory_location1_12,True,ResultPage,False,,,,10011.0,,1001113.0,,
1001113,1001,,Locale_SubScenario:whitememory_location1_13,True,SelectPage,False,,,,10011.0,1001113.0,,,
1001114,1001,EventScene_WhiteMemory_07,Locale_SubScenario:whitememory_location1_14,True,SelectPage,False,,,,10011.0,1001114.0,,,
1001115,1001,,Locale_SubScenario:whitememory_location1_15,False,ResultPage,False,,,,10011.0,,1001104.0,,
1001116,1001,EventScene_WhiteMemory_06_1,Locale_SubScenario:whitememory_location1_16,True,SelectPage,False,,,,10011.0,1001116.0,,,
1001117,1001,,Locale_SubScenario:whitememory_location1_17,False,ResultPage,False,,,,10011.0,,1001122.0,,
1001118,1001,,Locale_SubScenario:whitememory_location1_18,False,ResultPage,False,,,,10011.0,,1001922.0,,
