id,group_id,category,condition_id,shortcut_type,shortcut_value,name_localkey,description_localkey,next_main_quest_id,reward_id,target_chapter_id,header_bg_resource_id,scenario_type,episode_id,condition_ui_localkey
1,1000,Campaign_Clear,6000001,None,0,Locale_MainQuest:main_quest_name_localkey_1,Locale_MainQuest:main_quest_description_localkey_1,2,1300001,1.0,ChapterMap_Image_001,,,
2,1000,Campaign_Clear,6000002,None,0,Locale_MainQuest:main_quest_name_localkey_2,Locale_MainQuest:main_quest_description_localkey_2,3,1300002,1.0,,,,
3,1000,Campaign_Clear,6000003,None,0,Locale_MainQuest:main_quest_name_localkey_3,Locale_MainQuest:main_quest_description_localkey_3,4,1300003,1.0,,,,
4,1001,Campaign_Clear,6001001,None,0,Locale_MainQuest:main_quest_name_localkey_4,Locale_MainQuest:main_quest_description_localkey_4,5,1300004,2.0,ChapterMap_Image_001,,,
5,1001,Campaign_Clear,6001002,None,0,Locale_MainQuest:main_quest_name_localkey_5,Locale_MainQuest:main_quest_description_localkey_5,6,1300005,2.0,,,,
6,1001,Campaign_Clear,6001003,None,0,Locale_MainQuest:main_quest_name_localkey_6,Locale_MainQuest:main_quest_description_localkey_6,7,1300006,2.0,,,,
7,1001,Campaign_Clear,6001004,None,0,Locale_MainQuest:main_quest_name_localkey_7,Locale_MainQuest:main_quest_description_localkey_7,8,1300007,2.0,,,,
8,1001,Ark_View,0,None,0,Locale_MainQuest:main_quest_name_localkey_8,Locale_MainQuest:main_quest_description_localkey_8,9,1300008,2.0,,Dialog,d_main_01af_01,
9,1001,Ark_Marker,1,None,0,Locale_MainQuest:main_quest_name_localkey_9,Locale_MainQuest:main_quest_description_localkey_9,10,1300009,2.0,,Dialog,d_main_01af_02,Locale_MainQuest:condition_ui_localkey_andersen
10,1001,SimulationRoom_Select,0,None,0,Locale_MainQuest:main_quest_name_localkey_10,Locale_MainQuest:main_quest_description_localkey_10,11,1300010,2.0,,Dialog,d_main_01af_03,
11,1001,Lobby_Enter,0,None,0,Locale_MainQuest:main_quest_name_localkey_11,Locale_MainQuest:main_quest_description_localkey_11,12,1300011,2.0,,Dialog,d_main_01af_04,
12,1001,Campaign_View,0,None,0,Locale_MainQuest:main_quest_name_localkey_12,Locale_MainQuest:main_quest_description_localkey_12,13,1300012,3.0,,Dialog,d_main_01af_05,
13,1002,Campaign_Clear,6002001,None,0,Locale_MainQuest:main_quest_name_localkey_13,Locale_MainQuest:main_quest_description_localkey_13,14,1300013,3.0,ChapterMap_Image_002,,,
14,1002,Campaign_Clear,6002003,None,0,Locale_MainQuest:main_quest_name_localkey_14,Locale_MainQuest:main_quest_description_localkey_14,15,1300014,3.0,,,,
15,1002,Campaign_Clear,6002005,None,0,Locale_MainQuest:main_quest_name_localkey_15,Locale_MainQuest:main_quest_description_localkey_15,16,1300015,3.0,,,,
16,1002,Campaign_Clear,6002008,None,0,Locale_MainQuest:main_quest_name_localkey_16,Locale_MainQuest:main_quest_description_localkey_16,17,1300016,3.0,,,,
17,1002,Campaign_Clear,6002010,None,0,Locale_MainQuest:main_quest_name_localkey_17,Locale_MainQuest:main_quest_description_localkey_17,18,1300017,3.0,,,,
18,1002,Campaign_Clear,6002011,None,0,Locale_MainQuest:main_quest_name_localkey_18,Locale_MainQuest:main_quest_description_localkey_18,19,1300018,3.0,,,,
19,1002,Campaign_Clear,6002013,None,0,Locale_MainQuest:main_quest_name_localkey_19,Locale_MainQuest:main_quest_description_localkey_19,20,1300019,3.0,,,,
20,1002,Campaign_Clear,6002016,None,0,Locale_MainQuest:main_quest_name_localkey_20,Locale_MainQuest:main_quest_description_localkey_20,21,1300020,3.0,,,,
21,1002,Ark_Marker,1,None,0,Locale_MainQuest:main_quest_name_localkey_21,Locale_MainQuest:main_quest_description_localkey_21,22,1300021,3.0,,Dialog,d_main_02af_01,Locale_MainQuest:condition_ui_localkey_andersen
22,1002,Outpost_View,0,None,0,Locale_MainQuest:main_quest_name_localkey_22,Locale_MainQuest:main_quest_description_localkey_22,23,1300022,3.0,,Dialog,d_main_02af_02,
23,1002,Outpost_Select,22401,None,0,Locale_MainQuest:main_quest_name_localkey_23,Locale_MainQuest:main_quest_description_localkey_23,24,1300023,3.0,,Dialog,d_main_02af_03,
24,1002,Outpost_Building_Enter,22401,None,0,Locale_MainQuest:main_quest_name_localkey_24,Locale_MainQuest:main_quest_description_localkey_24,25,1300024,3.0,,Dialog,d_main_02af_04,
25,1002,Outpost_View,0,None,0,Locale_MainQuest:main_quest_name_localkey_25,Locale_MainQuest:main_quest_description_localkey_25,26,1300025,3.0,,Dialog,d_main_02af_07,
26,1003,Campaign_Clear,6003001,None,0,Locale_MainQuest:main_quest_name_localkey_26,Locale_MainQuest:main_quest_description_localkey_26,27,1300026,4.0,ChapterMap_Image_003,,,
27,1003,Campaign_Clear,6003005,None,0,Locale_MainQuest:main_quest_name_localkey_27,Locale_MainQuest:main_quest_description_localkey_27,28,1300027,4.0,,,,
28,1003,Campaign_Clear,6003011,None,0,Locale_MainQuest:main_quest_name_localkey_28,Locale_MainQuest:main_quest_description_localkey_28,29,1300028,4.0,,,,
29,1003,Campaign_Clear,6003014,None,0,Locale_MainQuest:main_quest_name_localkey_29,Locale_MainQuest:main_quest_description_localkey_29,30,1300029,4.0,,,,
30,1003,Campaign_Clear,6003015,None,0,Locale_MainQuest:main_quest_name_localkey_30,Locale_MainQuest:main_quest_description_localkey_30,31,1300030,4.0,,,,
31,1003,Campaign_Clear,6003017,None,0,Locale_MainQuest:main_quest_name_localkey_31,Locale_MainQuest:main_quest_description_localkey_31,32,1300031,4.0,,,,
32,1003,Campaign_Clear,6003021,None,0,Locale_MainQuest:main_quest_name_localkey_32,Locale_MainQuest:main_quest_description_localkey_32,33,1300032,4.0,,,,
33,1004,Campaign_Clear,6004001,None,0,Locale_MainQuest:main_quest_name_localkey_33,Locale_MainQuest:main_quest_description_localkey_33,34,1300033,5.0,ChapterMap_Image_004,,,
34,1004,Campaign_Clear,6004003,None,0,Locale_MainQuest:main_quest_name_localkey_34,Locale_MainQuest:main_quest_description_localkey_34,35,1300034,5.0,,,,
35,1004,Campaign_Clear,6004004,None,0,Locale_MainQuest:main_quest_name_localkey_35,Locale_MainQuest:main_quest_description_localkey_35,36,1300035,5.0,,,,
36,1004,Campaign_Clear,6004006,None,0,Locale_MainQuest:main_quest_name_localkey_36,Locale_MainQuest:main_quest_description_localkey_36,37,1300036,5.0,,,,
37,1004,Campaign_Clear,6004009,None,0,Locale_MainQuest:main_quest_name_localkey_37,Locale_MainQuest:main_quest_description_localkey_37,38,1300037,5.0,,,,
38,1004,Campaign_Clear,6004015,None,0,Locale_MainQuest:main_quest_name_localkey_38,Locale_MainQuest:main_quest_description_localkey_38,39,1300038,5.0,,,,
39,1004,Campaign_Clear,6004018,None,0,Locale_MainQuest:main_quest_name_localkey_39,Locale_MainQuest:main_quest_description_localkey_39,40,1300039,5.0,,,,
