id,voice_type,resource_id,costume_index
10200,Character,102,0
14000,Character,140,0
21000,Character,210,0
19100,Character,191,0
9000,Character,90,0
16000,Character,160,0
17000,Character,170,0
27000,Character,270,0
27100,Character,271,0
14200,Character,142,0
8200,Character,82,0
22000,Character,220,0
23100,Character,231,0
15000,Character,150,0
2200,Character,22,0
3000,Character,30,0
3200,Character,32,0
7000,Character,70,0
7100,Character,71,0
7200,Character,72,0
8000,Character,80,0
9100,Character,91,0
9200,Character,92,0
10100,Character,101,0
11000,Character,110,0
13000,Character,130,0
13100,Character,131,0
14100,Character,141,0
17100,Character,171,0
17200,Character,172,0
18000,Character,180,0
18100,Character,181,0
19000,Character,190,0
20000,Character,200,0
20100,Character,201,0
20200,Character,202,0
21200,Character,212,0
24100,Character,241,0
24200,Character,242,0
22100,Character,221,0
22200,Character,222,0
23000,Character,230,0
23200,Character,232,0
11100,Character,111,0
4000,Character,40,0
10000,Character,100,0
28200,Character,282,0
11200,Character,112,0
28000,Character,280,0
26000,Character,260,0
31100,Character,311,0
31200,Character,312,0
38100,Character,381,0
40000,Character,400,0
26100,Character,261,0
40100,Character,401,0
23300,Character,233,0
13200,Character,132,0
35200,Character,352,0
39200,Character,392,0
43200,Character,432,0
1400,Character,14,0
43000,Character,430,0
43100,Character,431,0
40200,Character,402,0
12100,Character,121,0
20300,Character,203,0
80000,Character,800,0
80100,Character,801,0
1000,Character,10,0
1100,Character,11,0
2000,Character,20,0
1200,Character,12,0
16100,Character,161,0
12000,Character,120,0
29100,Character,291,0
6000,Character,60,0
6100,Character,61,0
19300,Character,193,0
80200,Character,802,0
30000,Character,300,0
30100,Character,301,0
30200,Character,302,0
30300,Character,303,0
30400,Character,304,0
30500,Character,305,0
30600,Character,306,0
30700,Character,307,0
30800,Character,308,0
38000,Character,380,0
35000,Character,350,0
35100,Character,351,0
1500,Character,15,0
35300,Character,353,0
81000,Character,810,0
81100,Character,811,0
81200,Character,812,0
32100,Character,321,0
45000,Character,450,0
45100,Character,451,0
3300,Character,33,0
47000,Character,470,0
22400,Character,224,0
19200,Character,192,0
19400,Character,194,0
6200,Character,62,0
22500,Character,225,0
38200,Character,382,0
28100,Character,281,0
31300,Character,313,0
31000,Character,310,0
50000,Character,500,0
82000,Character,820,0
82100,Character,821,0
82200,Character,822,0
4300,Character,43,0
55000,Character,550,0
33000,Character,330,0
36100,Character,361,0
50100,Character,501,0
31400,Character,314,0
19500,Character,195,0
55100,Character,551,0
28300,Character,283,0
28400,Character,284,0
39100,Character,391,0
39000,Character,390,0
83000,Character,830,0
83100,Character,831,0
83200,Character,832,0
83300,Character,833,0
27200,Character,272,0
40300,Character,403,0
58000,Character,580,0
24000,Character,240,0
22600,Character,226,0
51100,Character,511,0
51400,Character,514,0
41100,Character,411,0
18300,Character,183,0
18200,Character,182,0
1600,Character,16,0
29000,Character,290,0
35400,Character,354,0
35500,Character,355,0
83400,Character,834,0
83500,Character,835,0
83600,Character,836,0
41200,Character,412,0
52000,Character,520,0
52100,Character,521,0
51300,Character,513,0
16200,Character,162,0
59000,Character,590,0
58100,Character,581,0
4100,Character,41,0
85000,Character,850,0
85100,Character,851,0
85200,Character,852,0
53200,Character,532,0
23400,Character,234,0
50200,Character,502,0
9300,Character,93,0
9400,Character,94,0
9500,Character,95,0
14300,Character,143,0
31500,Character,315,0
9001,Costume,90,1
21001,Costume,210,1
19101,Costume,191,1
20001,Costume,200,1
13101,Costume,131,1
8201,Costume,82,1
10101,Costume,101,1
26001,Costume,260,1
81002,Costume,810,2
23001,Costume,230,1
23301,Costume,233,1
27001,Costume,270,1
8202,Costume,82,2
43002,Costume,430,2
10102,Costume,101,2
82101,Costume,821,1
33001,Costume,330,1
26002,Costume,260,2
22001,Costume,220,1
13001,Costume,130,1
40001,Costume,400,1
11202,Costume,112,2
35002,Costume,350,2
35101,Costume,351,1
32101,Costume,321,1
83003,Costume,830,3
47001,Costume,470,1
23101,Costume,231,1
22501,Costume,225,1
51101,Costume,511,1
9101,Costume,91,1
39101,Costume,391,1
45002,Costume,450,2
40101,Costume,401,1
83402,Costume,834,2
83502,Costume,835,2
83204,Costume,832,4
35202,Costume,352,2
51401,Costume,514,1
16201,Costume,162,1
51301,Costume,513,1
27002,Costume,270,2
85002,Costume,850,2
85003,Costume,850,3
85102,Costume,851,2
22201,Costume,222,1
19202,Costume,192,2
1601,Costume,16,1
27201,Costume,272,1
55001,Costume,550,1
